therapeutic_class,pdl_name,status
"ANALGESICS : Narcotics, Long-Acting ",buprenorphine  patch,Non-Preferred
"ANALGESICS : Narcotics, Long-Acting ",Butrans,Non-Preferred
"ANALGESICS : Narcotics, Long-Acting ","fentanyl patch 37.5, 62.5, & 87.5 mcg",Non-Preferred
"ANALGESICS : Narcotics, Long-Acting ",hydrocodone   ER,Non-Preferred
"ANALGESICS : Narcotics, Long-Acting ",hydromorphone ER,Non-Preferred
"ANALGESICS : Narcotics, Long-Acting ",Hysingla ER,Non-Preferred
"ANALGESICS : Narcotics, Long-Acting ",methadone,Non-Preferred
"ANALGESICS : Narcotics, Long-Acting ",Methadose,Non-Preferred
"ANALGESICS : Narcotics, Long-Acting ",morphine ER capsules,Non-Preferred
"ANALGESICS : Narcotics, Long-Acting ",MS Contin,Non-Preferred
"ANALGESICS : Narcotics, Long-Acting ",oxycodone ER,Non-Preferred
"ANALGESICS : Narcotics, Long-Acting ",Oxycontin,Non-Preferred
"ANALGESICS : Narcotics, Long-Acting ",Oxymorphone  ER,Non-Preferred
"ANALGESICS : Narcotics, Short-Acting ",codeine/APAP,Preferred
"ANALGESICS : Narcotics, Short-Acting ",Endocet,Preferred
"ANALGESICS : Narcotics, Short-Acting ",hydrocodone/ APAP 325 mg,Preferred
"ANALGESICS : Narcotics, Short-Acting ",hydrocodone/ ibuprofen,Preferred
"ANALGESICS : Narcotics, Short-Acting ",hydromorphone tabs,Preferred
"ANALGESICS : Narcotics, Short-Acting ",morphine IR tabs,Preferred
"ANALGESICS : Narcotics, Short-Acting ",morphine solution,Preferred
"ANALGESICS : Narcotics, Short-Acting ",oxycodone/ APAP 325mg,Preferred
"ANALGESICS : Narcotics, Short-Acting ",oxycodone concentrate,Preferred
"ANALGESICS : Narcotics, Short-Acting ",oxycodone tabs,Preferred
"ANALGESICS : Narcotics, Short-Acting ",oxycodone soln,Preferred
"ANALGESICS : Narcotics, Short-Acting ",tramadol,Preferred
"ANALGESICS : Narcotics, Short-Acting ",tramadol/APAP,Preferred
"ANALGESICS : Narcotics, Short-Acting ",Apadaz,Non-Preferred
"ANALGESICS : Narcotics, Short-Acting ",benzhydrocodone/ APAP,Non-Preferred
"ANALGESICS : Narcotics, Short-Acting ",butalbital/APAP/ caffeine/codeine,Non-Preferred
"ANALGESICS : Narcotics, Short-Acting ",butalbital/ASA/ caffeine/codeine,Non-Preferred
"ANALGESICS : Narcotics, Short-Acting ",codeine,Non-Preferred
"ANALGESICS : Narcotics, Short-Acting ",dihydrocodeine/ APAP/caffeine,Non-Preferred
"ANALGESICS : Narcotics, Short-Acting ",Dilaudid,Non-Preferred
"ANALGESICS : Narcotics, Short-Acting ",Fioricet with codeine,Non-Preferred
"ANALGESICS : Narcotics, Short-Acting ",hydrocodone/ APAP 300 mg,Non-Preferred
"ANALGESICS : Narcotics, Short-Acting ",hydromorphone liquid,Non-Preferred
"ANALGESICS : Narcotics, Short-Acting ",hydromorphone suppositories,Non-Preferred
"ANALGESICS : Narcotics, Short-Acting ",levorphanol,Non-Preferred
"ANALGESICS : Narcotics, Short-Acting ",Lortab,Non-Preferred
"ANALGESICS : Narcotics, Short-Acting ",meperidine,Non-Preferred
"ANALGESICS : Narcotics, Short-Acting ",morphine suppositories,Non-Preferred
"ANALGESICS : Narcotics, Short-Acting ",Nalocet,Non-Preferred
"ANALGESICS : Narcotics, Short-Acting ",Oxaydo,Non-Preferred
"ANALGESICS : Narcotics, Short-Acting ",oxycodone/ APAP 300 mg,Non-Preferred
"ANALGESICS : Narcotics, Short-Acting ",oxycodone caps,Non-Preferred
"ANALGESICS : Narcotics, Short-Acting ",oxymorphone,Non-Preferred
"ANALGESICS : Narcotics, Short-Acting ",Percocet,Non-Preferred
"ANALGESICS : Narcotics, Short-Acting ",Prolate,Non-Preferred
"ANALGESICS : Narcotics, Short-Acting ",Qdolo,Non-Preferred
"ANALGESICS : Narcotics, Short-Acting ",Roxicodone,Non-Preferred
"ANALGESICS : Narcotics, Short-Acting ",Roxybond,Non-Preferred
"ANALGESICS : Narcotics, Short-Acting ",Seglentis,Non-Preferred
"ANALGESICS : Narcotics, Short-Acting ",Ultracet,Non-Preferred
ANALGESICS : NSAIDs,celecoxib,Preferred
ANALGESICS : NSAIDs,diclofenac 1% gel,Preferred
ANALGESICS : NSAIDs,ketorolac tabs,Preferred
ANALGESICS : NSAIDs,Pennsaid,Preferred
ANALGESICS : NSAIDs,Voltaren gel,Preferred
ANALGESICS : NSAIDs,Celebrex,Non-Preferred
ANALGESICS : NSAIDs,"diclofenac caps,",Missing Status
ANALGESICS : NSAIDs,"packet, and solution",Non-Preferred
ANALGESICS : NSAIDs,diclofenac patch,Non-Preferred
ANALGESICS : NSAIDs,diclofenac potassium 25 mg tabs,Missing Status
ANALGESICS : NSAIDs,Elyxb,Non-Preferred
ANALGESICS : NSAIDs,Lofena,Non-Preferred
ANALGESICS : NSAIDs,ketorolac spray,Non-Preferred
ANALGESICS : NSAIDs,Flector,Non-Preferred
ANALGESICS : NSAIDs,meloxicam caps,Non-Preferred
ANALGESICS : NSAIDs,Sprix,Non-Preferred
ANALGESICS : NSAIDs,Toradol,Non-Preferred
ANALGESICS : NSAIDs,Zorvolex,Non-Preferred
ANALGESICS : NSAID/Anti-Ulcer Agents,diclofenac/ misoprostol,Preferred
ANALGESICS : NSAID/Anti-Ulcer Agents,Ibuprofen/ famotidine,Preferred
ANALGESICS : NSAID/Anti-Ulcer Agents,Vimovo,Preferred
ANALGESICS : NSAID/Anti-Ulcer Agents,Arthrotec,Non-Preferred
ANALGESICS : NSAID/Anti-Ulcer Agents,Duexis,Non-Preferred
ANALGESICS : NSAID/Anti-Ulcer Agents,naproxen/  esomeprazole,Non-Preferred
ANALGESICS : Salicylates,salsalate,Preferred
ANALGESICS : Salicylates,diflunisal,Non-Preferred
ANTI-INFECTIVES : Antibiotics: Agents for Diarrhea,vancomycin soln,Preferred
ANTI-INFECTIVES : Antibiotics: Agents for Diarrhea,Aemcolo,Non-Preferred
ANTI-INFECTIVES : Antibiotics: Agents for Diarrhea,Firvanq,Non-Preferred
ANTI-INFECTIVES : Antibiotics: Agents for Diarrhea,Vancocin,Non-Preferred
"ANTI-INFECTIVES : Antibiotics: Aminoglycosides, Oral",Arikayce,Non-Preferred
"ANTI-INFECTIVES : Antibiotics: Anti-Tuberculosis, Oral",Sirturo,Non-Preferred
ANTI-INFECTIVES : Antibiotics: Cephalosporins Third Generation,cefpodoxime suspension,Non-Preferred
"ANTI-INFECTIVES : Antibiotics: Lincosamides, Oral",clindamycin pediatric solution,Preferred
"ANTI-INFECTIVES : Antibiotics: Lincosamides, Oral",Cleocin Pediatric granules,Non-Preferred
ANTI-INFECTIVES : Antibiotics: Macrolides,azithromycin packet,Preferred
ANTI-INFECTIVES : Antibiotics: Macrolides,azithromycin suspension,Preferred
ANTI-INFECTIVES : Antibiotics: Macrolides,azithromycin tablets,Preferred
ANTI-INFECTIVES : Antibiotics: Macrolides,clarithromycin ER/XL,Non-Preferred
ANTI-INFECTIVES : Antibiotics: Macrolides,Dificid tablets & suspension,Non-Preferred
ANTI-INFECTIVES : Antibiotics: Macrolides,Zithromax packet,Non-Preferred
ANTI-INFECTIVES : Antibiotics: Macrolides,Zithromax susp,Non-Preferred
ANTI-INFECTIVES : Antibiotics: Macrolides,Zithromax tablet,Non-Preferred
"ANTI-INFECTIVES : Antibiotics: Nitrofurans, Oral",nitrofurantoin suspension,Preferred
ANTI-INFECTIVES : Antibiotics: Oxazolidinones,linezolid tablets,Preferred
ANTI-INFECTIVES : Antibiotics: Oxazolidinones,linezolid suspension,Preferred
ANTI-INFECTIVES : Antibiotics: Oxazolidinones,Sivextro,Non-Preferred
ANTI-INFECTIVES : Antibiotics: Oxazolidinones,Zyvox suspension,Non-Preferred
ANTI-INFECTIVES : Antibiotics: Oxazolidinones,Zyvox tablets,Non-Preferred
"ANTI-INFECTIVES : Antibiotics: Quinolones, Oral",Baxdela,Non-Preferred
"ANTI-INFECTIVES : Antibiotics: Quinolones, Oral",Cipro suspension,Non-Preferred
"ANTI-INFECTIVES : Antibiotics: Quinolones, Oral",ciprofloxacin suspension,Non-Preferred
"ANTI-INFECTIVES : Antibiotics: Quinolones, Oral",Levofloxacin solution,Non-Preferred
"ANTI-INFECTIVES : Antibiotics: Quinolones, Oral",moxifloxacin,Non-Preferred
ANTI-INFECTIVES : Antibiotics: Tetracyclines,doxycycline hyclate caps,Preferred
ANTI-INFECTIVES : Antibiotics: Tetracyclines,"doxycycline hyclate tabs 50, 100 mg",Missing Status
ANTI-INFECTIVES : Antibiotics: Tetracyclines,"doxycycline monohydrate caps 50, 100 mg",Preferred
ANTI-INFECTIVES : Antibiotics: Tetracyclines,demeclocycline,Non-Preferred
ANTI-INFECTIVES : Antibiotics: Tetracyclines,Doryx,Non-Preferred
ANTI-INFECTIVES : Antibiotics: Tetracyclines,doxycycline DR,Non-Preferred
ANTI-INFECTIVES : Antibiotics: Tetracyclines,"doxycycline hyclate tabs 20, 75, 150 mg",Non-Preferred
ANTI-INFECTIVES : Antibiotics: Tetracyclines,"doxycycline monohydrate caps  75, 150 mg",Non-Preferred
ANTI-INFECTIVES : Antibiotics: Tetracyclines,doxycycline suspension,Non-Preferred
ANTI-INFECTIVES : Antibiotics: Tetracyclines,minocycline ER,Non-Preferred
ANTI-INFECTIVES : Antibiotics: Tetracyclines,Minolira ER,Non-Preferred
ANTI-INFECTIVES : Antibiotics: Tetracyclines,Nuzyra,Non-Preferred
ANTI-INFECTIVES : Antibiotics: Tetracyclines,Oracea,Non-Preferred
ANTI-INFECTIVES : Antibiotics: Tetracyclines,Solodyn,Non-Preferred
ANTI-INFECTIVES : Antibiotics: Tetracyclines,Targadox,Non-Preferred
ANTI-INFECTIVES : Antibiotics: Tetracyclines,Vibramycin,Non-Preferred
ANTI-INFECTIVES : Antibiotics: Tetracyclines,Ximino,Non-Preferred
"ANTI-INFECTIVES : Antibiotics: UTI Agents, Miscellaneous",fosfomycin,Non-Preferred
"ANTI-INFECTIVES : Antibiotics, Vaginal",Cleocin cream,Preferred
"ANTI-INFECTIVES : Antibiotics, Vaginal",metronidazole 0.75% vaginal gel,Preferred
"ANTI-INFECTIVES : Antibiotics, Vaginal",Nuvessa,Preferred
"ANTI-INFECTIVES : Antibiotics, Vaginal",Vandazole,Preferred
"ANTI-INFECTIVES : Antibiotics, Vaginal",clindamycin phos 2% cream,Non-Preferred
"ANTI-INFECTIVES : Antibiotics, Vaginal",Clindesse vaginal cream,Non-Preferred
"ANTI-INFECTIVES : Antifungals, Oral",fluconazole suspension,Preferred
"ANTI-INFECTIVES : Antifungals, Oral",fluconazole tablets,Preferred
"ANTI-INFECTIVES : Antifungals, Oral",Sporanox capsules,Preferred
"ANTI-INFECTIVES : Antifungals, Oral",Sporanox solution,Preferred
"ANTI-INFECTIVES : Antifungals, Oral",terbinafine tablets,Preferred
"ANTI-INFECTIVES : Antifungals, Oral",Ancobon,Non-Preferred
"ANTI-INFECTIVES : Antifungals, Oral",Brexafemme,Non-Preferred
"ANTI-INFECTIVES : Antifungals, Oral",Cresemba oral,Non-Preferred
"ANTI-INFECTIVES : Antifungals, Oral",Diflucan susp,Non-Preferred
"ANTI-INFECTIVES : Antifungals, Oral",Diflucan tablets,Non-Preferred
"ANTI-INFECTIVES : Antifungals, Oral",flucytosine,Non-Preferred
"ANTI-INFECTIVES : Antifungals, Oral",itraconazole caps,Non-Preferred
"ANTI-INFECTIVES : Antifungals, Oral",itraconazole soln,Non-Preferred
"ANTI-INFECTIVES : Antifungals, Oral",ketoconazole,Non-Preferred
"ANTI-INFECTIVES : Antifungals, Oral",Noxafil,Non-Preferred
"ANTI-INFECTIVES : Antifungals, Oral",Oravig,Non-Preferred
"ANTI-INFECTIVES : Antifungals, Oral",posaconazole,Non-Preferred
"ANTI-INFECTIVES : Antifungals, Oral",Tolsura,Non-Preferred
"ANTI-INFECTIVES : Antifungals, Oral",Vfend,Non-Preferred
"ANTI-INFECTIVES : Antifungals, Oral",Vivjoa,Non-Preferred
"ANTI-INFECTIVES : Antifungals, Oral",voriconazole,Non-Preferred
"ANTI-INFECTIVES : Antifungals, Vaginal",Gynazole-1,Preferred
"ANTI-INFECTIVES : Antifungals, Vaginal",miconazole-3 kit,Preferred
"ANTI-INFECTIVES : Antifungals, Vaginal",miconazole-3 vaginal supp,Preferred
"ANTI-INFECTIVES : Antifungals, Vaginal",terconazole,Preferred
ANTI-INFECTIVES : Anti-Infectives: Anthelmintics,albendazole,Preferred
ANTI-INFECTIVES : Anti-Infectives: Anthelmintics,ivermectin tablets,Preferred
ANTI-INFECTIVES : Anti-Infectives: Anthelmintics,Emverm,Non-Preferred
ANTI-INFECTIVES : Anti-Infectives: Anthelmintics,Stromectol,Non-Preferred
"ANTI-INFECTIVES : Anti-Infectives: Antiprotozoals, Oral",atovaquone,Preferred
"ANTI-INFECTIVES : Anti-Infectives: Antiprotozoals, Oral",benznidazole,Non-Preferred
"ANTI-INFECTIVES : Anti-Infectives: Antiprotozoals, Oral",Lampit,Non-Preferred
"ANTI-INFECTIVES : Anti-Infectives: Antiprotozoals, Oral",Likmez,Missing Status
"ANTI-INFECTIVES : Anti-Infectives: Antiprotozoals, Oral",Mepron,Non-Preferred
"ANTI-INFECTIVES : Anti-Infectives: Antiprotozoals, Oral",nitazoxanide tablets,Non-Preferred
"ANTI-INFECTIVES : Anti-Infectives: Antiprotozoals, Oral",pyrimethamine,Non-Preferred
"ANTI-INFECTIVES : Anti-Infectives: Antiprotozoals, Oral",Solosec,Non-Preferred
"ANTI-INFECTIVES : Anti-Infectives: Antiprotozoals, Oral",sulfadiazine,Non-Preferred
ANTI-INFECTIVES : Antivirals: COVID Treatment,Lagevrio,Preferred
ANTI-INFECTIVES : Antivirals: COVID Treatment,Paxlovid,Preferred
ANTI-INFECTIVES : Antivirals: Cytomegalovirus Agents,Livtencity,Non-Preferred
ANTI-INFECTIVES : Antivirals: Cytomegalovirus Agents,Prevymis,Non-Preferred
ANTI-INFECTIVES : Antivirals: Hepatitis B,entecavir,Preferred
ANTI-INFECTIVES : Antivirals: Hepatitis B,lamivudine-HBV,Preferred
ANTI-INFECTIVES : Antivirals: Hepatitis B,tenofovir,Preferred
ANTI-INFECTIVES : Antivirals: Hepatitis B,adefovir,Non-Preferred
ANTI-INFECTIVES : Antivirals: Hepatitis B,Baraclude solution,Non-Preferred
ANTI-INFECTIVES : Antivirals: Hepatitis B,Baraclude tablets,Non-Preferred
ANTI-INFECTIVES : Antivirals: Hepatitis B,Vemlidy,Non-Preferred
ANTI-INFECTIVES : Antivirals: Hepatitis B,Viread powder,Non-Preferred
ANTI-INFECTIVES : Antivirals: Hepatitis B,Viread tablets,Non-Preferred
ANTI-INFECTIVES : Antivirals: Hepatitis C Antivirals,Epclusa tablet,Preferred
ANTI-INFECTIVES : Antivirals: Hepatitis C Antivirals,Harvoni tablet,Preferred
ANTI-INFECTIVES : Antivirals: Hepatitis C Antivirals,ledipasvir/sofosbuvir,Preferred
ANTI-INFECTIVES : Antivirals: Hepatitis C Antivirals,Mavyret,Preferred
ANTI-INFECTIVES : Antivirals: Hepatitis C Antivirals,Mavyret pellet,Preferred
ANTI-INFECTIVES : Antivirals: Hepatitis C Antivirals,sofosbuvir/ velpatasvir,Preferred
ANTI-INFECTIVES : Antivirals: Hepatitis C Antivirals,Epclusa pellet,Non-Preferred
ANTI-INFECTIVES : Antivirals: Hepatitis C Antivirals,Harvoni pellet,Non-Preferred
ANTI-INFECTIVES : Antivirals: Hepatitis C Antivirals,Sovaldi tablets,Non-Preferred
ANTI-INFECTIVES : Antivirals: Hepatitis C Antivirals,Sovaldi pellet,Non-Preferred
ANTI-INFECTIVES : Antivirals: Hepatitis C Antivirals,Vosevi,Non-Preferred
ANTI-INFECTIVES : Antivirals: Hepatitis C Antivirals,Zepatier,Non-Preferred
ANTI-INFECTIVES : Antivirals: Hepatitis C Pegylated Interferons,Pegasys syringes,Preferred
ANTI-INFECTIVES : Antivirals: Hepatitis C Pegylated Interferons,Pegasys vials,Preferred
"ANTI-INFECTIVES : Antivirals: Herpes Agents, Oral",famciclovir,Preferred
"ANTI-INFECTIVES : Antivirals: Herpes Agents, Oral",valacyclovir,Preferred
"ANTI-INFECTIVES : Antivirals: Herpes Agents, Oral",Sitavig buccal tabs,Non-Preferred
"ANTI-INFECTIVES : Antivirals: Herpes Agents, Oral",Valtrex,Non-Preferred
ANTI-INFECTIVES : Antivirals: HIV Attachment Inhibitors,Rukobia,Non-Preferred
ANTI-INFECTIVES : Antivirals: HIV Capsid Inhibitors,Sunlenca,Preferred
ANTI-INFECTIVES : Antivirals: HIV CCR5 Antagonists,maraviroc tablets,Preferred
ANTI-INFECTIVES : Antivirals: HIV CCR5 Antagonists,Selzentry tablets,Non-Preferred
ANTI-INFECTIVES : Antivirals: HIV CCR5 Antagonists,Selzentry solution,Non-Preferred
ANTI-INFECTIVES : Antivirals: HIV Fusion Inhibitors,Fuzeon,Preferred
ANTI-INFECTIVES : Antivirals: HIV Integrase Inhibitors,Isentress,Preferred
ANTI-INFECTIVES : Antivirals: HIV Integrase Inhibitors,Tivicay,Preferred
ANTI-INFECTIVES : Antivirals: HIV Integrase Inhibitors,Tivicay PD,Preferred
ANTI-INFECTIVES : Antivirals: HIV Integrase Inhibitors,Isentress HD,Non-Preferred
ANTI-INFECTIVES : Antivirals: HIV Integrase Inhibitors,Juluca,Non-Preferred
ANTI-INFECTIVES : Antivirals: HIV NNRTIs,efavirenz,Preferred
ANTI-INFECTIVES : Antivirals: HIV NNRTIs,Intelence,Preferred
ANTI-INFECTIVES : Antivirals: HIV NNRTIs,nevirapine,Preferred
ANTI-INFECTIVES : Antivirals: HIV NNRTIs,Pifeltro,Preferred
ANTI-INFECTIVES : Antivirals: HIV NNRTIs,etravirine,Non-Preferred
ANTI-INFECTIVES : Antivirals: HIV NNRTIs,nevirapine ER,Non-Preferred
ANTI-INFECTIVES : Antivirals: HIV NRTIs,abacavir,Preferred
ANTI-INFECTIVES : Antivirals: HIV NRTIs,emtricitabine,Preferred
ANTI-INFECTIVES : Antivirals: HIV NRTIs,lamivudine,Preferred
ANTI-INFECTIVES : Antivirals: HIV NRTIs,stavudine,Preferred
ANTI-INFECTIVES : Antivirals: HIV NRTIs,zidovudine,Preferred
ANTI-INFECTIVES : Antivirals: HIV NRTIs,Emtriva,Non-Preferred
ANTI-INFECTIVES : Antivirals: HIV NRTIs,Epivir,Non-Preferred
ANTI-INFECTIVES : Antivirals: HIV NRTIs,Retrovir,Non-Preferred
ANTI-INFECTIVES : Antivirals: HIV NRTIs,Ziagen,Non-Preferred
ANTI-INFECTIVES : Antivirals: HIV NRTI Combos,abacavir/ lamivudine,Preferred
ANTI-INFECTIVES : Antivirals: HIV NRTI Combos,Biktarvy,Preferred
ANTI-INFECTIVES : Antivirals: HIV NRTI Combos,Complera,Preferred
ANTI-INFECTIVES : Antivirals: HIV NRTI Combos,Delstrigo,Preferred
ANTI-INFECTIVES : Antivirals: HIV NRTI Combos,Descovy,Preferred
ANTI-INFECTIVES : Antivirals: HIV NRTI Combos,Dovato,Preferred
ANTI-INFECTIVES : Antivirals: HIV NRTI Combos,emtricitabine/ tenofovir,Preferred
ANTI-INFECTIVES : Antivirals: HIV NRTI Combos,efavirenz/emtricitabine/tenofovir,Preferred
ANTI-INFECTIVES : Antivirals: HIV NRTI Combos,Genvoya,Preferred
ANTI-INFECTIVES : Antivirals: HIV NRTI Combos,lamivudine/ zidovudine,Preferred
ANTI-INFECTIVES : Antivirals: HIV NRTI Combos,Odefsey,Preferred
ANTI-INFECTIVES : Antivirals: HIV NRTI Combos,Stribild,Preferred
ANTI-INFECTIVES : Antivirals: HIV NRTI Combos,Symtuza,Preferred
ANTI-INFECTIVES : Antivirals: HIV NRTI Combos,Triumeq,Preferred
ANTI-INFECTIVES : Antivirals: HIV NRTI Combos,Trizivir,Preferred
ANTI-INFECTIVES : Antivirals: HIV NRTI Combos,Cimduo,Non-Preferred
ANTI-INFECTIVES : Antivirals: HIV NRTI Combos,efavirenz/lamivudin e/tenofovir,Non-Preferred
ANTI-INFECTIVES : Antivirals: HIV NRTI Combos,Epzicom,Non-Preferred
ANTI-INFECTIVES : Antivirals: HIV NRTI Combos,Symfi,Non-Preferred
ANTI-INFECTIVES : Antivirals: HIV NRTI Combos,Symfi Lo,Non-Preferred
ANTI-INFECTIVES : Antivirals: HIV NRTI Combos,Triumeq PD,Non-Preferred
ANTI-INFECTIVES : Antivirals: HIV NRTI Combos,Truvada,Non-Preferred
ANTI-INFECTIVES : Antivirals: HIV Pharmacokinetic Enhancers,ritonavir tablet,Preferred
ANTI-INFECTIVES : Antivirals: HIV Pharmacokinetic Enhancers,Norvir pack,Non-Preferred
ANTI-INFECTIVES : Antivirals: HIV Pharmacokinetic Enhancers,Norvir tablet,Non-Preferred
ANTI-INFECTIVES : Antivirals: HIV Pharmacokinetic Enhancers,Tybost,Non-Preferred
ANTI-INFECTIVES : Antivirals: HIV Protease Inhibitors,atazanavir caps,Preferred
ANTI-INFECTIVES : Antivirals: HIV Protease Inhibitors,darunavir,Non-Preferred
ANTI-INFECTIVES : Antivirals: HIV Protease Inhibitors,Evotaz,Preferred
ANTI-INFECTIVES : Antivirals: HIV Protease Inhibitors,fosamprenavir,Preferred
ANTI-INFECTIVES : Antivirals: HIV Protease Inhibitors,lopinavir/ritonavir,Preferred
ANTI-INFECTIVES : Antivirals: HIV Protease Inhibitors,Prezcobix,Preferred
ANTI-INFECTIVES : Antivirals: HIV Protease Inhibitors,Prezista suspension,Preferred
ANTI-INFECTIVES : Antivirals: HIV Protease Inhibitors,Reyataz powder,Preferred
ANTI-INFECTIVES : Antivirals: HIV Protease Inhibitors,Viracept,Preferred
ANTI-INFECTIVES : Antivirals: HIV Protease Inhibitors,Aptivus,Preferred
ANTI-INFECTIVES : Antivirals: HIV Protease Inhibitors,Kaletra,Non-Preferred
ANTI-INFECTIVES : Antivirals: HIV Protease Inhibitors,Prezista tabs,Non-Preferred
ANTI-INFECTIVES : Antivirals: HIV Protease Inhibitors,Reyataz caps,Non-Preferred
ANTI-INFECTIVES : Antivirals: Influenza,oseltamivir capsules and suspension,Preferred
ANTI-INFECTIVES : Antivirals: Influenza,Relenza,Preferred
ANTI-INFECTIVES : Antivirals: Influenza,Tamiflu capsules and suspension,Non-Preferred
ANTI-INFECTIVES : Antivirals: Influenza,Xofluza,Non-Preferred
CARDIOVASCULAR : ACE Inhibitors (AEIs),ramipril,Preferred
CARDIOVASCULAR : ACE Inhibitors (AEIs),Altace,Non-Preferred
CARDIOVASCULAR : ACE Inhibitors (AEIs),captopril,Non-Preferred
CARDIOVASCULAR : ACE Inhibitors (AEIs),Epaned,Non-Preferred
CARDIOVASCULAR : ACE Inhibitors (AEIs),enalapril suspension,Non-Preferred
CARDIOVASCULAR : ACE Inhibitors (AEIs),moexipril,Non-Preferred
CARDIOVASCULAR : ACE Inhibitors (AEIs),perindopril,Non-Preferred
CARDIOVASCULAR : ACE Inhibitors (AEIs),Qbrelis solution,Non-Preferred
CARDIOVASCULAR : ACE Inhibitors (AEIs),trandolapril,Non-Preferred
CARDIOVASCULAR : ACEIs + Calcium Channel Blockers,benazepril/ amlodipine,Preferred
CARDIOVASCULAR : ACEIs + Calcium Channel Blockers,Lotrel,Non-Preferred
CARDIOVASCULAR : ACEIs + Calcium Channel Blockers,Prestalia,Non-Preferred
CARDIOVASCULAR : ACEIs + Calcium Channel Blockers,trandolapril/ verapamil,Non-Preferred
CARDIOVASCULAR : ACEIs + Diuretics,benazepril/HCTZ,Non-Preferred
CARDIOVASCULAR : Alpha-Beta Blockers,carvedilol,Preferred
CARDIOVASCULAR : Alpha-Beta Blockers,carvedilol ER,Non-Preferred
CARDIOVASCULAR : Alpha-Beta Blockers,Coreg,Non-Preferred
CARDIOVASCULAR : Alpha-Beta Blockers,Coreg CR,Non-Preferred
CARDIOVASCULAR : Angiotensin II Receptor Antagonists (ARBs),irbesartan,Preferred
CARDIOVASCULAR : Angiotensin II Receptor Antagonists (ARBs),losartan,Preferred
CARDIOVASCULAR : Angiotensin II Receptor Antagonists (ARBs),olmesartan,Preferred
CARDIOVASCULAR : Angiotensin II Receptor Antagonists (ARBs),valsartan,Preferred
CARDIOVASCULAR : Angiotensin II Receptor Antagonists (ARBs),Atacand,Non-Preferred
CARDIOVASCULAR : Angiotensin II Receptor Antagonists (ARBs),Avapro,Non-Preferred
CARDIOVASCULAR : Angiotensin II Receptor Antagonists (ARBs),Benicar,Non-Preferred
CARDIOVASCULAR : Angiotensin II Receptor Antagonists (ARBs),candesartan,Non-Preferred
CARDIOVASCULAR : Angiotensin II Receptor Antagonists (ARBs),Cozaar,Non-Preferred
CARDIOVASCULAR : Angiotensin II Receptor Antagonists (ARBs),Diovan,Non-Preferred
CARDIOVASCULAR : Angiotensin II Receptor Antagonists (ARBs),Edarbi™,Non-Preferred
CARDIOVASCULAR : Angiotensin II Receptor Antagonists (ARBs),Micardis,Non-Preferred
CARDIOVASCULAR : Angiotensin II Receptor Antagonists (ARBs),telmisartan,Non-Preferred
CARDIOVASCULAR : Angiotensin II Receptor Antagonists (ARBs),valsartan solution,Non-Preferred
CARDIOVASCULAR : ARB + Calcium Channel Blocker,valsartan/ amlodipine,Preferred
CARDIOVASCULAR : ARB + Calcium Channel Blocker,valsartan/ amlodipine/HCTZ,Preferred
