therapeutic_class,capsule_name,pdl_name
ONCOLOGY AGENTS : Enzyme Inhibitors: Tropomyosin Receptor Kinase (TRK),Augtyro capsule,Augtyro
CENTRAL NERVOUS SYSTEM : Movement Disorders,Austedo Tardive Dyskinesia,Austedo
CENTRAL NERVOUS SYSTEM : Movement Disorders,Austedo XR Huntington's Disease,Austedo XR
CENTRAL NERVOUS SYSTEM : Movement Disorders,"Austedo XR Huntington's Disease, titration pack",Austedo XR
CENTRAL NERVOUS SYSTEM : Movement Disorders,Austedo XR Tardive Dyskinesia,Austedo XR
CENTRAL NERVOUS SYSTEM : Movement Disorders,"Austedo XR Tardive Dyskinesia, titration pack",Austedo XR
RESPIRATORY : Anaphylaxis Therapy Agents,Auvi-Q 0.1 mg,Auvi-Q
RESPIRATORY : Anaphylaxis Therapy Agents,Auvi-Q 0.15 mg,Auvi-Q
RESPIRATORY : Anaphylaxis Therapy Agents,Auvi-Q 0.3 mg,Auvi-Q
"IMMUNOLOGICS : Multiple Sclerosis Agents, Injectable",Avonex auto-injector,Avonex
"IMMUNOLOGICS : Multiple Sclerosis Agents, Injectable",Avonex prefilled syringe,Avonex
CENTRAL NERVOUS SYSTEM : Skeletal Muscle Relaxants,Baclofen oral solution,baclofen solution
CENTRAL NERVOUS SYSTEM : Skeletal Muscle Relaxants,Baclofen oral suspension,baclofen suspension
CENTRAL NERVOUS SYSTEM : Anticonvulsants,Banzel oral suspension,Banzel suspension
CENTRAL NERVOUS SYSTEM : Anticonvulsants,Banzel tablet,Banzel tablets
ANTI-INFECTIVES : Antivirals: Hepatitis B,Baraclude oral solution,Baraclude solution
ANTI-INFECTIVES : Antivirals: Hepatitis B,Baraclude tablet,Baraclude tablets
IMMUNOLOGICS : Immunomodulators: Interleukin Inhibitors,Bimzelx Non-Radiographic Axial Spondyloarthritis,Bimzelx
IMMUNOLOGICS : Immunomodulators: Interleukin Inhibitors,Bimzelx Plaque Psoriasis (adult),Bimzelx
IMMUNOLOGICS : Immunomodulators: Interleukin Inhibitors,Bimzelx Psoriatic Arthritis (adult),Bimzelx
CENTRAL NERVOUS SYSTEM : Anticonvulsants,Briviact oral solution,Briviact solution
CENTRAL NERVOUS SYSTEM : Anticonvulsants,Briviact tablet,Briviact tablets
RESPIRATORY : Inhaled: Beta Agonists-Corticosteroid Combination Products,Budesonide / Formoterol authorized generic Symbicort,budesonide/ formoterol
RESPIRATORY : Inhaled: Steroids,Budesonide respules (inhalation suspension),budesonide suspension
GASTROINTESTINAL : Gallstone Solubilizing Agents,Cholbam capsule,Cholbam
IMMUNOLOGICS : Respiratory and Allergy Biologics,Cibinqo Atopic Dermatitis (adult),Cibinqo
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Cimzia Ankylosing Spondylitis,Cimzia
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Cimzia Non-Radiographic Axial Spondyloarthritis,Cimzia
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Cimzia Plaque Psoriasis (adult),Cimzia
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Cimzia Psoriatic Arthritis (adult),Cimzia
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Cimzia Rheumatoid Arthritis,Cimzia
"ANTI-INFECTIVES : Antibiotics, Vaginal",Cleocin 2% cream,Cleocin cream
"ANTI-INFECTIVES : Antibiotics, Vaginal",Clindesse 2% prefilled applicator cream,Clindesse vaginal cream
CENTRAL NERVOUS SYSTEM : Anticonvulsants,Clobazam oral suspension,clobazam suspension
CENTRAL NERVOUS SYSTEM : Anticonvulsants,Clobazam tablet,clobazam tablets
CENTRAL NERVOUS SYSTEM : Atypical Antipsychotics,Clozapine ODT,clozapine ODT
CENTRAL NERVOUS SYSTEM : Atypical Antipsychotics,Clozapine tablet,clozapine
CENTRAL NERVOUS SYSTEM : Atypical Antipsychotics,Cobenfy capsule,Cobenfy
IMMUNOLOGICS : Immunomodulators: Interleukin Inhibitors,Cosentyx Ankylosing Spondylitis,Cosentyx
IMMUNOLOGICS : Immunomodulators: Interleukin Inhibitors,Cosentyx Enthesitis-Related Arthritis (pediatric),Cosentyx
IMMUNOLOGICS : Immunomodulators: Interleukin Inhibitors,Cosentyx Hidradenitis Suppurativa,Cosentyx
IMMUNOLOGICS : Immunomodulators: Interleukin Inhibitors,Cosentyx Non-Radiographic Axial Spondyloarthritis,Cosentyx
IMMUNOLOGICS : Immunomodulators: Interleukin Inhibitors,Cosentyx Plaque Psoriasis (adult),Cosentyx
IMMUNOLOGICS : Immunomodulators: Interleukin Inhibitors,Cosentyx Plaque Psoriasis (pediatric),Cosentyx
IMMUNOLOGICS : Immunomodulators: Interleukin Inhibitors,Cosentyx Psoriatic Arthritis (adult),Cosentyx
IMMUNOLOGICS : Immunomodulators: Interleukin Inhibitors,Cosentyx Psoriatic Arthritis (pediatric),Cosentyx
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Cyltezo Ankylosing Spondylitis,Cyltezo
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Cyltezo Hidradenitis Suppurativa,Cyltezo
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Cyltezo Plaque Psoriasis (adult),Cyltezo
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Cyltezo Polyarticular Juvenile Idiopathic Arthritis (PJIA),Cyltezo
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Cyltezo Psoriatic Arthritis (adult),Cyltezo
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Cyltezo Rheumatoid Arthritis,Cyltezo
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Cyltezo Ulcerative Colitis (adult),Cyltezo
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Cyltezo Uveitis (adult),Cyltezo
RARE CONDITIONS : Rett Syndrome,Daybue oral solution,Daybue
CENTRAL NERVOUS SYSTEM : Anticonvulsants,Diacomit capsule,Diacomit
CENTRAL NERVOUS SYSTEM : Anticonvulsants,Diacomit packet for oral suspension,Diacomit
CENTRAL NERVOUS SYSTEM : Alzheimer’s: Cholinesterase Inhibitors,Donepezil ODT,donepezil ODT
CENTRAL NERVOUS SYSTEM : Alzheimer’s: Cholinesterase Inhibitors,"Donepezil tablet, 10 mg",donepezil (excluding 23 mg)
CENTRAL NERVOUS SYSTEM : Alzheimer’s: Cholinesterase Inhibitors,"Donepezil tablet, 23 mg",donepezil 23 mg
CENTRAL NERVOUS SYSTEM : Alzheimer’s: Cholinesterase Inhibitors,"Donepezil tablet, 5 mg",donepezil (excluding 23 mg)
CENTRAL NERVOUS SYSTEM : Agents for Neuropathic Pain and Fibromyalgia ,Duloxetine 20 mg,"duloxetine 20,30, & 60 mg"
IMMUNOLOGICS : Respiratory and Allergy Biologics,Dupixent Asthma (adult),Dupixent
IMMUNOLOGICS : Respiratory and Allergy Biologics,Dupixent Asthma (pediatric),Dupixent
IMMUNOLOGICS : Respiratory and Allergy Biologics,Dupixent Atopic Dermatitis (adult),Dupixent
IMMUNOLOGICS : Respiratory and Allergy Biologics,Dupixent Atopic Dermatitis (pediatric),Dupixent
IMMUNOLOGICS : Respiratory and Allergy Biologics,Dupixent Chronic Rhinosinusitis with Nasal Polyposis,Dupixent
IMMUNOLOGICS : Respiratory and Allergy Biologics,Dupixent Eosinophilic Esophagitis,Dupixent
IMMUNOLOGICS : Respiratory and Allergy Biologics,Dupixent Prurigo Nodularis,Dupixent
RARE CONDITIONS : Duchenne Muscular Dystrophy (DMD),Duvyzat oral suspension,Duvyzat
IMMUNOLOGICS : Respiratory and Allergy Biologics,Ebglyss Atopic Dermatitis (adult),Ebglyss
IMMUNOLOGICS : Respiratory and Allergy Biologics,Ebglyss Atopic Dermatitis (pediatric),Ebglyss
RARE CONDITIONS : Duchenne Muscular Dystrophy (DMD),Emflaza oral suspension,Emflaza
RARE CONDITIONS : Duchenne Muscular Dystrophy (DMD),Emflaza tablet,Emflaza
CENTRAL NERVOUS SYSTEM : Antimigraine Preparations: CGRP Antagonists,Emgality 100 mg,Emgality syringe & pen
CENTRAL NERVOUS SYSTEM : Antimigraine Preparations: CGRP Antagonists,Emgality 120 mg,Emgality syringe & pen
ANTI-INFECTIVES : Antivirals: HIV NRTIs,Emtriva capsule,Emtriva
ANTI-INFECTIVES : Antivirals: HIV NRTIs,Emtriva oral solution,Emtriva
CARDIOVASCULAR : ACE Inhibitors (AEIs),Enalapril oral suspension,enalapril suspension
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Enbrel Ankylosing Spondylitis,Enbrel; Enbrel Mini Cartridge; Enbrel Sureclick
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Enbrel Plaque Psoriasis (adult),Enbrel; Enbrel Mini Cartridge; Enbrel Sureclick
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Enbrel Plaque Psoriasis (pediatric),Enbrel; Enbrel Mini Cartridge; Enbrel Sureclick
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Enbrel Polyarticular Juvenile Idiopathic Arthritis (PJIA),Enbrel; Enbrel Mini Cartridge; Enbrel Sureclick
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Enbrel Psoriatic Arthritis (adult),Enbrel; Enbrel Mini Cartridge; Enbrel Sureclick
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Enbrel Psoriatic Arthritis (pediatric),Enbrel; Enbrel Mini Cartridge; Enbrel Sureclick
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Enbrel Rheumatoid Arthritis,Enbrel; Enbrel Mini Cartridge; Enbrel Sureclick
IMMUNOLOGICS : Immunomodulators: Miscellaneous,"Entyvio Ulcerative Colitis (adult), vial",Entyvio
IMMUNOLOGICS : Immunomodulators: Miscellaneous,"Entyvio prefilled pen, Ulcerative Colitis (adult)",Entyvio
"ENDOCRINE/METABOLIC AGENTS : Corticosteroids, Oral",Eohilia oral suspension,Eohilia
RESPIRATORY : Anaphylaxis Therapy Agents,Epinephrine (Mylan Ag Epipen And Jr) 0.15mg Mylan's EpiPen Jr AG,epinephrine auto injector
RESPIRATORY : Anaphylaxis Therapy Agents,Epinephrine (Mylan Ag Epipen And Jr) 0.3mg Mylan's EpiPen AG,epinephrine auto injector
RESPIRATORY : Anaphylaxis Therapy Agents,Epipen Jr.,EpiPen-Jr
ANTI-INFECTIVES : Antivirals: HIV NRTIs,Epivir HBV oral solution,Epivir
ANTI-INFECTIVES : Antivirals: HIV NRTIs,Epivir HBV tablet,Epivir
CENTRAL NERVOUS SYSTEM : Atypical Antipsychotics,Erzofri prefilled syringe,Erzofri
IMMUNOLOGICS : Respiratory and Allergy Biologics,"Fasenra auto-injector, Asthma (adult)",Fasenra
IMMUNOLOGICS : Respiratory and Allergy Biologics,"Fasenra auto-injector, Asthma (pediatric)",Fasenra
IMMUNOLOGICS : Respiratory and Allergy Biologics,"Fasenra auto-injector, Eosinophilic Granulomatosis with Polyangitis (EGPA)",Fasenra
IMMUNOLOGICS : Respiratory and Allergy Biologics,"Fasenra prefilled syringe, Asthma (adult)",Fasenra
IMMUNOLOGICS : Respiratory and Allergy Biologics,"Fasenra prefilled syringe, Asthma (pediatric)",Fasenra
IMMUNOLOGICS : Respiratory and Allergy Biologics,"Fasenra prefilled syringe, Eosinophilic Granulomatosis with Polyangitis (EGPA)",Fasenra
ENDOCRINE/METABOLIC AGENTS : Diabetes: Rapid-Acting Insulins,Fiasp FlexTouch,Fiasp FlexTouch
"IMMUNOLOGICS : Multiple Sclerosis (MS) Agents, Oral",Fingolimod capsule,fingolimod
OPHTHALMICS : Ophthalmic Steroids,Flarex ophthalmic suspension,Flarex
RARE CONDITIONS : Glucagon-Like Peptide-2 (GLP-2) Analog,Gattex vial,Gattex
"IMMUNOLOGICS : Multiple Sclerosis (MS) Agents, Oral",Gilenya capsule,Gilenya
"IMMUNOLOGICS : Multiple Sclerosis Agents, Injectable",Glatiramer Acetate prefilled syringe,glatiramer
"IMMUNOLOGICS : Multiple Sclerosis Agents, Injectable",Glatopa (Glatiramer Acetate) prefilled syringe,Glatopa
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Hadlima Ankylosing Spondylitis,Humira; Hadlima; Simlandi
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Hadlima Hidradenitis Suppurativa,Humira; Hadlima; Simlandi
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Hadlima Plaque Psoriasis (adult),Humira; Hadlima; Simlandi
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Hadlima Polyarticular Juvenile Idiopathic Arthritis (PJIA),Humira; Hadlima; Simlandi
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Hadlima Psoriatic Arthritis (adult),Humira; Hadlima; Simlandi
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Hadlima Rheumatoid Arthritis,Humira; Hadlima; Simlandi
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Hadlima Ulcerative Colitis (adult),Humira; Hadlima; Simlandi
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Hadlima Uveitis (adult),Humira; Hadlima; Simlandi
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Hulio Ankylosing Spondylitis,Hulio
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Hulio Hidradenitis Suppurativa,Hulio
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Hulio Plaque Psoriasis (adult),Hulio
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Hulio Polyarticular Juvenile Idiopathic Arthritis (PJIA),Hulio
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Hulio Psoriatic Arthritis (adult),Hulio
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Hulio Rheumatoid Arthritis,Hulio
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Hulio Ulcerative Colitis (adult),Hulio
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Hulio Uveitis (adult),Hulio
ENDOCRINE/METABOLIC AGENTS : Diabetes: Rapid-Acting Insulins,Humalog Junior KwikPen,Humalog Jr Kwik Pen
ENDOCRINE/METABOLIC AGENTS : Diabetes: Rapid-Acting Insulins,"Humalog KwikPen, U-100",Humalog KwikPen
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Humira Ankylosing Spondylitis,Humira; Hadlima; Simlandi
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Humira Crohn's Disease (adult),Humira; Hadlima; Simlandi
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Humira Crohn's Disease (pediatric),Humira; Hadlima; Simlandi
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Humira Hidradenitis Suppurativa,Humira; Hadlima; Simlandi
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Humira Plaque Psoriasis (adult),Humira; Hadlima; Simlandi
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Humira Polyarticular Juvenile Idiopathic Arthritis (PJIA),Humira; Hadlima; Simlandi
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Humira Psoriatic Arthritis (adult),Humira; Hadlima; Simlandi
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Humira Rheumatoid Arthritis,Humira; Hadlima; Simlandi
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Humira Ulcerative Colitis (adult),Humira; Hadlima; Simlandi
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Humira Ulcerative Colitis (pediatric),Humira; Hadlima; Simlandi
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Humira Uveitis (adult),Humira; Hadlima; Simlandi
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Humira Uveitis (pediatric),Humira; Hadlima; Simlandi
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Hyrimoz Ankylosing Spondylitis,Hyrimoz
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Hyrimoz Hidradenitis Suppurativa,Hyrimoz
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Hyrimoz Plaque Psoriasis (adult),Hyrimoz
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Hyrimoz Polyarticular Juvenile Idiopathic Arthritis (PJIA),Hyrimoz
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Hyrimoz Psoriatic Arthritis (adult),Hyrimoz
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Hyrimoz Rheumatoid Arthritis,Hyrimoz
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Hyrimoz Ulcerative Colitis (adult),Hyrimoz
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Hyrimoz Uveitis (adult),Hyrimoz
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Idacio Ankylosing Spondylitis,Idacio
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Idacio Hidradenitis Suppurativa,Idacio
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Idacio Plaque Psoriasis (adult),Idacio
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Idacio Polyarticular Juvenile Idiopathic Arthritis (PJIA),Idacio
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Idacio Psoriatic Arthritis (adult),Idacio
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Idacio Rheumatoid Arthritis,Idacio
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Idacio Ulcerative Colitis (adult),Idacio
IMMUNOLOGICS : Immunomodulators: TNF Inhibitors,Idacio Uveitis (adult),Idacio
OPHTHALMICS : Ophthalmic NSAIDs ,Ilevro ophthalmic suspension,Ilevro
CENTRAL NERVOUS SYSTEM : Movement Disorders,"Ingrezza Huntington's Disease, sprinkle capsule",Ingrezza
CENTRAL NERVOUS SYSTEM : Movement Disorders,"Ingrezza Huntington's Disease, titration pack",Ingrezza
CENTRAL NERVOUS SYSTEM : Movement Disorders,"Ingrezza Tardive Dyskinesia, sprinkle capsule",Ingrezza
CENTRAL NERVOUS SYSTEM : Movement Disorders,"Ingrezza Tardive Dyskinesia, titration pack",Ingrezza
OPHTHALMICS : Ophthalmic Alpha-2 Agonists,Iopidine ophthalmic solution,Iopidine
GASTROINTESTINAL : Gallstone Solubilizing Agents,Iqirvo tablet,Iqirvo
RARE CONDITIONS : Phenylketonuria (PKU),Javygtor packet for oral solution,Javygtor
RARE CONDITIONS : Phenylketonuria (PKU),Javygtor tablet,Javygtor
IMMUNOLOGICS : Immunomodulators: Interleukin Inhibitors,Kevzara Polyarticular Juvenile Idiopathic Arthritis (PJIA),Kevzara
IMMUNOLOGICS : Immunomodulators: Interleukin Inhibitors,Kevzara Polymyalgia Rheumatica (PMR),Kevzara
IMMUNOLOGICS : Immunomodulators: Interleukin Inhibitors,Kevzara Rheumatoid Arthritis,Kevzara
IMMUNOLOGICS : Immunomodulators: Interleukin Inhibitors,Kineret Deficiency of Interleukin-1 Receptor Antagonist (DIRA),Kineret
IMMUNOLOGICS : Immunomodulators: Interleukin Inhibitors,Kineret Neonatal-Onset Multisystem Inflammatory Disease (NOMID),Kineret
IMMUNOLOGICS : Immunomodulators: Interleukin Inhibitors,Kineret Rheumatoid Arthritis,Kineret
RARE CONDITIONS : Phenylketonuria (PKU),Kuvan packet for oral solution,Kuvan
RARE CONDITIONS : Phenylketonuria (PKU),Kuvan tablet,Kuvan
CENTRAL NERVOUS SYSTEM : Anticonvulsants,Lamictal ODT,Lamictal ODT
"RESPIRATORY : Inhaled: Beta Agonists, Short Acting",Levalbuterol Tartrate inhalation aerosol solution,levalbuterol HFA
CENTRAL NERVOUS SYSTEM : Anticonvulsants,Libervant buccal film,Libervant
OPHTHALMICS : Ophthalmic Prostaglandin Agonists,Lumigan 2.5 mL,Lumigan
OPHTHALMICS : Ophthalmic Prostaglandin Agonists,Lumigan 5 mL,Lumigan
OPHTHALMICS : Ophthalmic Prostaglandin Agonists,Lumigan 7.5 mL,Lumigan
CENTRAL NERVOUS SYSTEM : Agents for Neuropathic Pain and Fibromyalgia ,Lyrica oral solution,Lyrica solution
ENDOCRINE/METABOLIC AGENTS : Diabetes: Rapid-Acting Insulins,"Lyumjev KwikPen, U-100",Lyumjev KwikPen
ENDOCRINE/METABOLIC AGENTS : Diabetes: Rapid-Acting Insulins,"Lyumjev KwikPen, U-200",Lyumjev KwikPen
ENDOCRINE/METABOLIC AGENTS : Diabetes: Rapid-Acting Insulins,Lyumjev vial,Lyumjev vial
OPHTHALMICS : Ophthalmic Steroids,Maxidex ophthalmic suspension,Maxidex
OPHTHALMICS : Ophthalmic Antibiotic/Steroid Combos,Maxitrol ophthalmic ointment,Maxitrol
OPHTHALMICS : Ophthalmic Antibiotic/Steroid Combos,Maxitrol ophthalmic suspension,Maxitrol
CENTRAL NERVOUS SYSTEM : Alzheimer’s: NMDA Receptor Agent,Memantine oral solution,memantine solution
CENTRAL NERVOUS SYSTEM : Alzheimer’s: NMDA Receptor Agent,Memantine tablet,memantine tablets
