therapeutic_class,capsule_name,pdl_name,status
CENTRAL NERVOUS SYSTEM : Sedative Hypnotics,Ambien CR,Ambien CR,Non-Preferred
CARDIOVASCULAR : Pulmonary Arterial Hypertension (PAH) Agents,Ambrisentan,ambrisentan,Preferred
CARDIOVASCULAR : Calcium Channel Blockers (DHP),Amlodipine tablet,amlodipine,Preferred
CENTRAL NERVOUS SYSTEM : Skeletal Muscle Relaxants,Amrix,Amrix ,Non-Preferred
"ENDOCRINE/METABOLIC AGENTS : Contraceptives, Non-Oral",Annovera,Annovera,Non-Preferred
RESPIRATORY : Inhaled: Anticholinergics and Anticholinergic Combinations,Anoro Ellipta,Anoro Ellipta,Preferred
ENDOCRINE/METABOLIC AGENTS : Diabetes: Rapid-Acting Insulins,Apidra,Apidra SoloStar,Preferred
ENDOCRINE/METABOLIC AGENTS : Diabetes: Rapid-Acting Insulins,Apidra SoloStar,Apidra SoloStar,Preferred
CENTRAL NERVOUS SYSTEM : Antidepressants: New Generation,Aplenzin,Aplenzin,Preferred
CENTRAL NERVOUS SYSTEM : Anticonvulsants,Aptiom,Aptiom,Preferred
ANTI-INFECTIVES : Antivirals: HIV Protease Inhibitors,Aptivus,Aptivus,Preferred
RARE CONDITIONS : Lysosomal Storage Disease,Aqneursa oral suspension,Aqneursa,Non-Preferred
ENDOCRINE/METABOLIC AGENTS : Hematopoietic Agents,Aranesp,Aranesp,Non-Preferred
CENTRAL NERVOUS SYSTEM : Alzheimer’s: Cholinesterase Inhibitors,Aricept,Aricept,Non-Preferred
CENTRAL NERVOUS SYSTEM : Alzheimer’s: Cholinesterase Inhibitors,Aricept 23 mg,Aricept 23 mg,Non-Preferred
"ANTI-INFECTIVES : Antibiotics: Aminoglycosides, Oral",Arikayce,Arikayce,Non-Preferred
CENTRAL NERVOUS SYSTEM : Atypical Antipsychotics,Aripiprazole ODT,aripiprazole ODT,Preferred
CENTRAL NERVOUS SYSTEM : Atypical Antipsychotics,Aripiprazole oral solution,aripiprazole solution,Preferred
CENTRAL NERVOUS SYSTEM : Atypical Antipsychotics,Aripiprazole tablet,aripiprazole tablets,Preferred
CENTRAL NERVOUS SYSTEM : Atypical Antipsychotics,Aristada,Aristada,Preferred
CENTRAL NERVOUS SYSTEM : Atypical Antipsychotics,Aristada Initio,Aristada Initio,Preferred
RESPIRATORY : Inhaled: Steroids,Arnuity Ellipta,Arnuity Ellipta,Preferred
CENTRAL NERVOUS SYSTEM : Atypical Antipsychotics,Asenapine,asenapine,Non-Preferred
RESPIRATORY : Inhaled: Steroids,Asmanex HFA,Asmanex HFA,Preferred
RESPIRATORY : Inhaled: Steroids,Asmanex Twisthaler,Asmanex Twisthaler,Preferred
IMMUNOLOGICS : Immunosuppressants,Astagraf XL ER capsule,Astagraf XL,Non-Preferred
RARE CONDITIONS : Transthyretin Amyloidosis Agents,Attruby tablet therapy pack,Attruby,Non-Preferred
"IMMUNOLOGICS : Multiple Sclerosis (MS) Agents, Oral",Aubagio tablet,Aubagio,Non-Preferred
ONCOLOGY AGENTS : Enzyme Inhibitors: Tropomyosin Receptor Kinase (TRK),Augtyro capsule,Augtyro,Non-Preferred
RENAL AND GENITOURINARY : Phosphorus Depletors,Auryxia,Auryxia,Non-Preferred
CENTRAL NERVOUS SYSTEM : Movement Disorders,Austedo Huntington’s Disease,Austedo,Preferred
CENTRAL NERVOUS SYSTEM : Movement Disorders,Austedo Tardive Dyskinesia,Austedo,Preferred
CENTRAL NERVOUS SYSTEM : Movement Disorders,Austedo XR Huntington's Disease,Austedo XR,Preferred
CENTRAL NERVOUS SYSTEM : Movement Disorders,"Austedo XR Huntington's Disease, titration pack",Austedo XR,Preferred
CENTRAL NERVOUS SYSTEM : Movement Disorders,Austedo XR Tardive Dyskinesia,Austedo XR,Preferred
CENTRAL NERVOUS SYSTEM : Movement Disorders,"Austedo XR Tardive Dyskinesia, titration pack",Austedo XR,Preferred
CENTRAL NERVOUS SYSTEM : Antidepressants: New Generation,Auvelity,Auvelity,Non-Preferred
RESPIRATORY : Anaphylaxis Therapy Agents,Auvi-Q 0.1 mg,Auvi-Q,Non-Preferred
RESPIRATORY : Anaphylaxis Therapy Agents,Auvi-Q 0.15 mg,Auvi-Q,Non-Preferred
RESPIRATORY : Anaphylaxis Therapy Agents,Auvi-Q 0.3 mg,Auvi-Q,Non-Preferred
"IMMUNOLOGICS : Multiple Sclerosis Agents, Injectable",Avonex auto-injector,Avonex,Preferred
"IMMUNOLOGICS : Multiple Sclerosis Agents, Injectable",Avonex prefilled syringe,Avonex,Preferred
CENTRAL NERVOUS SYSTEM : Antihyperkinesis: Stimulants,Azstarys,Azstarys,Non-Preferred
CENTRAL NERVOUS SYSTEM : Skeletal Muscle Relaxants,Baclofen oral solution,baclofen solution,Non-Preferred
CENTRAL NERVOUS SYSTEM : Skeletal Muscle Relaxants,Baclofen oral suspension,baclofen suspension,Non-Preferred
"IMMUNOLOGICS : Multiple Sclerosis (MS) Agents, Oral",Bafiertam,Bafiertam,Non-Preferred
ONCOLOGY AGENTS : Enzyme Inhibitors: FGFR,Balversa,Balversa,Non-Preferred
CENTRAL NERVOUS SYSTEM : Anticonvulsants,Banzel oral suspension,Banzel suspension,Non-Preferred
CENTRAL NERVOUS SYSTEM : Anticonvulsants,Banzel tablet,Banzel tablets,Non-Preferred
ANTI-INFECTIVES : Antivirals: Hepatitis B,Baraclude oral solution,Baraclude solution,Non-Preferred
ANTI-INFECTIVES : Antivirals: Hepatitis B,Baraclude tablet,Baraclude tablets,Non-Preferred
ENDOCRINE/METABOLIC AGENTS : Diabetes: Long-Acting Insulins,Basaglar Kwikpen,Basaglar KwikPen,Non-Preferred
"RESPIRATORY : Cystic Fibrosis Agents, Inhaled/Injectable",Bethkis,Bethkis,Preferred
RESPIRATORY : Inhaled: Anticholinergics and Anticholinergic Combinations,Bevespi Aerosphere,Bevespi Aerosphere,Non-Preferred
ANTI-INFECTIVES : Antivirals: HIV NRTI Combos,Biktarvy,Biktarvy,Preferred
CARDIOVASCULAR : Pulmonary Arterial Hypertension (PAH) Agents,Bosentan,bosentan,Preferred
RESPIRATORY : Inhaled: Beta Agonists-Corticosteroid Combination Products,Breo Ellipta,Breo Ellipta,Non-Preferred
RESPIRATORY : Inhaled: Beta Agonists-Corticosteroid Combination Products,Breyna,Breyna,Non-Preferred
RESPIRATORY : Inhaled: Anticholinergics and Anticholinergic Combinations,Breztri Aerosphere,Breztri Aerosphere,Non-Preferred
CARDIOVASCULAR : Platelet Inhibitors,Brilinta,Brilinta,Preferred
CENTRAL NERVOUS SYSTEM : Anticonvulsants,Briviact oral solution,Briviact solution,Non-Preferred
CENTRAL NERVOUS SYSTEM : Anticonvulsants,Briviact tablet,Briviact tablets,Non-Preferred
ONCOLOGY AGENTS : Enzyme Inhibitors: BTK,Brukinsa,Brukinsa,Preferred
RESPIRATORY : Inhaled: Beta Agonists-Corticosteroid Combination Products,Budesonide / Formoterol authorized generic Symbicort,budesonide/ formoterol,Non-Preferred
RESPIRATORY : Inhaled: Steroids,Budesonide respules (inhalation suspension),budesonide suspension,Preferred
RARE CONDITIONS : IBAT (Ileal Bile Acid Transporter) Inhibitors,Bylvay,Bylvay,Non-Preferred
CARDIOVASCULAR : Platelet Inhibitors,Cablivi,Cablivi,Non-Preferred
ONCOLOGY AGENTS : Enzyme Inhibitors: BTK,Calquence,Calquence,Preferred
"CARDIOVASCULAR : Cardiac Agents, Miscellaneous",Camzyos,Camzyos,Non-Preferred
CARDIOVASCULAR : Angiotensin II Receptor Antagonists (ARBs),Candesartan,candesartan,Non-Preferred
CENTRAL NERVOUS SYSTEM : Atypical Antipsychotics,Caplyta,Caplyta,Non-Preferred
CARDIOVASCULAR : ACE Inhibitors (AEIs),Captopril,captopril,Non-Preferred
"RESPIRATORY : Cystic Fibrosis Agents, Inhaled/Injectable",Cayston,Cayston,Non-Preferred
DIABETIC SUPPLIES : Insulin Management Systems,CeQur Simplicity,Cequr Simplicity,Preferred
OPHTHALMICS : Dry Eye Disease Agents,Cequa,Cequa,Non-Preferred
RARE CONDITIONS : Lysosomal Storage Disease,Cerdelga,Cerdelga,Non-Preferred
GASTROINTESTINAL : Gallstone Solubilizing Agents,Cholbam capsule,Cholbam,Non-Preferred
"ANTI-INFECTIVES : Antibiotics, Vaginal",Cleocin 2% cream,Cleocin cream,Preferred
"ANTI-INFECTIVES : Antibiotics: Lincosamides, Oral",Cleocin ovules / vaginal suppository,Cleocin Pediatric granules,Non-Preferred
"ANTI-INFECTIVES : Antibiotics, Vaginal",Clindamycin 2% Cream,clindamycin phos 2% cream,Non-Preferred
"ANTI-INFECTIVES : Antibiotics, Vaginal",Clindesse 2% prefilled applicator cream,Clindesse vaginal cream,Non-Preferred
CENTRAL NERVOUS SYSTEM : Anticonvulsants,Clobazam oral suspension,clobazam suspension,Non-Preferred
CENTRAL NERVOUS SYSTEM : Anticonvulsants,Clobazam tablet,clobazam tablets,Preferred
CENTRAL NERVOUS SYSTEM : Atypical Antipsychotics,Clozapine ODT,clozapine ODT,Non-Preferred
CENTRAL NERVOUS SYSTEM : Atypical Antipsychotics,Clozapine tablet,clozapine,Preferred
CENTRAL NERVOUS SYSTEM : Atypical Antipsychotics,Clozaril,Clozaril,Non-Preferred
CENTRAL NERVOUS SYSTEM : Atypical Antipsychotics,Cobenfy capsule,Cobenfy,Non-Preferred
OPHTHALMICS : Glaucoma Combinations,Combigan,Combigan,Preferred
RESPIRATORY : Inhaled: Anticholinergics and Anticholinergic Combinations,Combivent Respimat inhalation aerosol solution,Combivent Respimat,Non-Preferred
ANTI-INFECTIVES : Antivirals: HIV NRTI Combos,Complera,Complera,Preferred
CENTRAL NERVOUS SYSTEM : Antihyperkinesis: Stimulants,Concerta ER,Concerta,Preferred
"IMMUNOLOGICS : Multiple Sclerosis Agents, Injectable",Copaxone 20 mg,Copaxone,Preferred
"IMMUNOLOGICS : Multiple Sclerosis Agents, Injectable",Copaxone 40 mg,Copaxone,Preferred
OPHTHALMICS : Dry Eye Disease Agents,Cyclosporine ophthalmic emulsion,cyclosporine emulsion 0.05%,Non-Preferred
RESPIRATORY : Phosphodiesterase 4 (PDE-4) Inhibitors,Daliresp,Daliresp,Non-Preferred
ENDOCRINE/METABOLIC AGENTS : Diabetes: SGLT2 Inhibitors and Combinations,Dapagliflozin,dapagliflozin,Non-Preferred
RARE CONDITIONS : Rett Syndrome,Daybue oral solution,Daybue,Non-Preferred
ANTI-INFECTIVES : Antivirals: HIV NRTI Combos,Descovy,Descovy,Preferred
DIABETIC SUPPLIES : Continuous Glucose Monitors and Supplies,DexCom G6 Receiver,Dexcom G6; Dexcom G7,Preferred
DIABETIC SUPPLIES : Continuous Glucose Monitors and Supplies,DexCom G6 Sensor,Dexcom G6; Dexcom G7,Preferred
DIABETIC SUPPLIES : Continuous Glucose Monitors and Supplies,DexCom G7 Receiver,Dexcom G6; Dexcom G7,Preferred
DIABETIC SUPPLIES : Continuous Glucose Monitors and Supplies,DexCom G7 Sensor,Dexcom G6; Dexcom G7,Preferred
DIABETIC SUPPLIES : Continuous Glucose Monitors and Supplies,Dexcom G6 Transmitter,Dexcom G6; Dexcom G7,Preferred
CENTRAL NERVOUS SYSTEM : Anticonvulsants,Diacomit capsule,Diacomit,Non-Preferred
CENTRAL NERVOUS SYSTEM : Anticonvulsants,Diacomit packet for oral suspension,Diacomit,Non-Preferred
"IMMUNOLOGICS : Multiple Sclerosis (MS) Agents, Oral",Dimethyl Fumarate,dimethyl fumarate,Preferred
RARE CONDITIONS : Fatty Acid Oxidation Disorder (FAOD),Dojolvi,Dojolvi,Non-Preferred
CENTRAL NERVOUS SYSTEM : Alzheimer’s: Cholinesterase Inhibitors,Donepezil ODT,donepezil ODT,Preferred
CENTRAL NERVOUS SYSTEM : Alzheimer’s: Cholinesterase Inhibitors,"Donepezil tablet, 10 mg",donepezil (excluding 23 mg),Preferred
CENTRAL NERVOUS SYSTEM : Alzheimer’s: Cholinesterase Inhibitors,"Donepezil tablet, 23 mg",donepezil 23 mg,Non-Preferred
CENTRAL NERVOUS SYSTEM : Alzheimer’s: Cholinesterase Inhibitors,"Donepezil tablet, 5 mg",donepezil (excluding 23 mg),Preferred
"CARDIOVASCULAR : Thrombopoietin Agonists, Orals",Doptelet,Doptelet,Non-Preferred
RESPIRATORY : Inhaled: Anticholinergics and Anticholinergic Combinations,Duaklir Pressair,Duaklir Pressair,Non-Preferred
ENDOCRINE/METABOLIC AGENTS : Estrogen/SERM Combinations,Duavee tablet,Duavee,Non-Preferred
RESPIRATORY : Inhaled: Beta Agonists-Corticosteroid Combination Products,Dulera,Dulera,Preferred
CENTRAL NERVOUS SYSTEM : Agents for Neuropathic Pain and Fibromyalgia ,Duloxetine 20 mg,"duloxetine 20,30, & 60 mg",Preferred
CENTRAL NERVOUS SYSTEM : Antidepressants: SNRIs,Duloxetine 30 mg,"duloxetine 20, 30, & 60 mg",Preferred
CENTRAL NERVOUS SYSTEM : Agents for Neuropathic Pain and Fibromyalgia ,Duloxetine 40 mg,duloxetine 40 mg,Non-Preferred
CENTRAL NERVOUS SYSTEM : Antidepressants: SNRIs,Duloxetine 60 mg,"duloxetine 20, 30, & 60 mg",Preferred
RARE CONDITIONS : Duchenne Muscular Dystrophy (DMD),Duvyzat oral suspension,Duvyzat,Non-Preferred
CENTRAL NERVOUS SYSTEM : Antihyperkinesis: Stimulants,Dyanavel XR,Dyanavel XR,Non-Preferred
CARDIOVASCULAR : Angiotensin II Receptor Antagonists (ARBs),Edarbi,Edarbi™,Non-Preferred
CARDIOVASCULAR : ARB + Diuretic,Edarbyclor,Edarbyclor,Non-Preferred
"CARDIOVASCULAR : Anticoagulants, Oral",Eliquis,Eliquis,Preferred
"ENDOCRINE/METABOLIC AGENTS : Contraceptives, Non-Oral",Eluryng,Eluryng,Non-Preferred
RARE CONDITIONS : Duchenne Muscular Dystrophy (DMD),Emflaza oral suspension,Emflaza,Preferred
RARE CONDITIONS : Duchenne Muscular Dystrophy (DMD),Emflaza tablet,Emflaza,Preferred
CENTRAL NERVOUS SYSTEM : Antimigraine Preparations: CGRP Antagonists,Emgality 100 mg,Emgality syringe & pen,Preferred
CENTRAL NERVOUS SYSTEM : Antimigraine Preparations: CGRP Antagonists,Emgality 120 mg,Emgality syringe & pen,Preferred
RARE CONDITIONS : Paroxysmal Nocturnal Hemoglobinuria (PNH),Empaveli,Empaveli,Non-Preferred
ANTI-INFECTIVES : Antivirals: HIV NRTIs,Emtriva capsule,Emtriva,Non-Preferred
ANTI-INFECTIVES : Antivirals: HIV NRTIs,Emtriva oral solution,Emtriva,Non-Preferred
CARDIOVASCULAR : ACE Inhibitors (AEIs),Enalapril oral suspension,enalapril suspension,Non-Preferred
RARE CONDITIONS : Sickle Cell Disease,Endari,Endari,Non-Preferred
ANTI-INFECTIVES : Antivirals: Hepatitis B,Entecavir,entecavir,Preferred
IMMUNOLOGICS : Immunosuppressants,Envarsus XR,Envarsus XR,Non-Preferred
"ENDOCRINE/METABOLIC AGENTS : Corticosteroids, Oral",Eohilia oral suspension,Eohilia,Non-Preferred
CENTRAL NERVOUS SYSTEM : Anticonvulsants,Epidiolex,Epidiolex,Preferred
RESPIRATORY : Anaphylaxis Therapy Agents,Epinephrine (Generic Adrenaclick) 0.15mg,epinephrine auto injector,Preferred
RESPIRATORY : Anaphylaxis Therapy Agents,Epinephrine (Generic Adrenaclick) 0.3mg,epinephrine auto injector,Preferred
RESPIRATORY : Anaphylaxis Therapy Agents,Epinephrine (Mylan Ag Epipen And Jr) 0.15mg Mylan's EpiPen Jr AG,epinephrine auto injector,Preferred
RESPIRATORY : Anaphylaxis Therapy Agents,Epinephrine (Mylan Ag Epipen And Jr) 0.3mg Mylan's EpiPen AG,epinephrine auto injector,Preferred
RESPIRATORY : Anaphylaxis Therapy Agents,Epipen,EpiPen,Non-Preferred
RESPIRATORY : Anaphylaxis Therapy Agents,Epipen Jr.,EpiPen-Jr,Non-Preferred
ANTI-INFECTIVES : Antivirals: HIV NRTIs,Epivir,Epivir,Non-Preferred
ANTI-INFECTIVES : Antivirals: HIV NRTIs,Epivir HBV oral solution,Epivir,Non-Preferred
ANTI-INFECTIVES : Antivirals: HIV NRTIs,Epivir HBV tablet,Epivir,Non-Preferred
ENDOCRINE/METABOLIC AGENTS : Hematopoietic Agents,Epogen,Epogen,Non-Preferred
CENTRAL NERVOUS SYSTEM : Anticonvulsants,Eprontia,Eprontia solution,Non-Preferred
ANTI-INFECTIVES : Antivirals: HIV NRTI Combos,Epzicom,Epzicom,Non-Preferred
ONCOLOGY AGENTS : Hormonal Agents: Anti-Androgens Second Generation,Erleada,Erleada,Non-Preferred
CENTRAL NERVOUS SYSTEM : Atypical Antipsychotics,Erzofri prefilled syringe,Erzofri,Preferred
CARDIOVASCULAR : Pulmonary Fibrosis Agents,Esbriet,Esbriet,Non-Preferred
"ENDOCRINE/METABOLIC AGENTS : Contraceptives, Non-Oral",Etonogestrel / Ethinyl Estradiol,Etonogestrel-ethinyl estradiol vaginal ring,Non-Preferred
DIABETIC SUPPLIES : Continuous Glucose Monitors and Supplies,Eversense,Eversense Mis,Non-Preferred
ANTI-INFECTIVES : Antivirals: HIV Protease Inhibitors,Evotaz,Evotaz,Preferred
RARE CONDITIONS : Spinal Muscular Atrophy (SMA),Evrysdi,Evrysdi,Non-Preferred
CENTRAL NERVOUS SYSTEM : Alzheimer’s: Cholinesterase Inhibitors,Exelon,Exelon,Preferred
OPHTHALMICS : Ophthalmic Steroids,Eysuvis ophthalmic suspension,Eysuvis,Non-Preferred
RARE CONDITIONS : IgA Nephropathy (IgAN),Fabhalta,Fabhalta,Non-Preferred
CENTRAL NERVOUS SYSTEM : Atypical Antipsychotics,Fanapt,Fanapt,Non-Preferred
ENDOCRINE/METABOLIC AGENTS : Diabetes: SGLT2 Inhibitors and Combinations,Farxiga,Farxiga,Preferred
CENTRAL NERVOUS SYSTEM : Anticonvulsants,Felbatol oral suspension,Felbatol and felbamate,Non-Preferred
CENTRAL NERVOUS SYSTEM : Anticonvulsants,Felbatol tablet,Felbatol and felbamate,Non-Preferred
ENDOCRINE/METABOLIC AGENTS : GnRH Agonists / LHRH Analogs,Fensolvi,Fensolvi,Non-Preferred
CENTRAL NERVOUS SYSTEM : Antidepressants: SNRIs,Fetzima,Fetzima,Non-Preferred
ENDOCRINE/METABOLIC AGENTS : Diabetes: Rapid-Acting Insulins,Fiasp,Fiasp FlexTouch,Non-Preferred
ENDOCRINE/METABOLIC AGENTS : Diabetes: Rapid-Acting Insulins,Fiasp FlexTouch,Fiasp FlexTouch,Non-Preferred
RARE CONDITIONS : IgA Nephropathy (IgAN),Filspari,Filspari,Non-Preferred
"IMMUNOLOGICS : Multiple Sclerosis (MS) Agents, Oral",Fingolimod capsule,fingolimod,Preferred
CENTRAL NERVOUS SYSTEM : Anticonvulsants,Fintepla,Fintepla,Non-Preferred
OPHTHALMICS : Ophthalmic Steroids,Flarex ophthalmic suspension,Flarex,Non-Preferred
CENTRAL NERVOUS SYSTEM : Skeletal Muscle Relaxants,Fleqsuvy,Fleqsuvy,Non-Preferred
RESPIRATORY : Inhaled: Steroids,Flovent Diskus,Flovent Diskus,Preferred
RESPIRATORY : Inhaled: Steroids,Flovent HFA,Flovent HFA,Preferred
RESPIRATORY : Inhaled: Beta Agonists-Corticosteroid Combination Products,Fluticasone / Salmeterol generic Advair Diskus,fluticasone/ salmeterol aerosol,Preferred
RESPIRATORY : Inhaled: Beta Agonists-Corticosteroid Combination Products,Fluticasone / Salmeterol generic Advair HFA,fluticasone/ salmeterol aerosol,Preferred
ENDOCRINE/METABOLIC AGENTS : Bone: Parathyroid Hormone,Forteo,Forteo,Preferred
DIABETIC SUPPLIES : Blood Glucose Meters and Test Strips  (OTC),FreeStyle InsuLinx Test Strips 100 ct,"FreeStyle Meters:  Lite, Freedom Lite, InsuLinx",Preferred
DIABETIC SUPPLIES : Blood Glucose Meters and Test Strips  (OTC),FreeStyle InsuLinx Test Strips 50 ct,"FreeStyle Meters:  Lite, Freedom Lite, InsuLinx",Preferred
DIABETIC SUPPLIES : Continuous Glucose Monitors and Supplies,FreeStyle Libre 14 Day Reader,Freestyle; Freestyle Libre 2 Freestyle Libre 3,Non-Preferred
DIABETIC SUPPLIES : Continuous Glucose Monitors and Supplies,FreeStyle Libre 14 Day Sensor Kit,Freestyle; Freestyle Libre 2 Freestyle Libre 3,Non-Preferred
DIABETIC SUPPLIES : Continuous Glucose Monitors and Supplies,FreeStyle Libre 2 Reader,Freestyle; Freestyle Libre 2 Freestyle Libre 3,Non-Preferred
DIABETIC SUPPLIES : Continuous Glucose Monitors and Supplies,FreeStyle Libre 2 Sensor,Freestyle; Freestyle Libre 2 Freestyle Libre 3,Non-Preferred
DIABETIC SUPPLIES : Continuous Glucose Monitors and Supplies,FreeStyle Libre 3 Sensor,Freestyle; Freestyle Libre 2 Freestyle Libre 3,Non-Preferred
DIABETIC SUPPLIES : Blood Glucose Meters and Test Strips  (OTC),FreeStyle Lite Test Strips 100 ct,"FreeStyle Meters:  Lite, Freedom Lite, InsuLinx",Preferred
DIABETIC SUPPLIES : Blood Glucose Meters and Test Strips  (OTC),FreeStyle Lite Test Strips 50 ct,"FreeStyle Meters:  Lite, Freedom Lite, InsuLinx",Preferred
DIABETIC SUPPLIES : Blood Glucose Meters and Test Strips  (OTC),FreeStyle Test Strips 100 ct,"Freestyle Test Strips: Lite, InsuLinx",Preferred
DIABETIC SUPPLIES : Blood Glucose Meters and Test Strips  (OTC),FreeStyle Test Strips 50 ct,"Freestyle Test Strips: Lite, InsuLinx",Preferred
DIABETIC SUPPLIES : Blood Glucose Meters and Test Strips  (OTC),Freestyle Freedom Lite Meter,"FreeStyle Meters:  Lite, Freedom Lite, InsuLinx",Preferred
DIABETIC SUPPLIES : Blood Glucose Meters and Test Strips  (OTC),Freestyle Insulinx Glucose System,"FreeStyle Meters:  Lite, Freedom Lite, InsuLinx",Preferred
DIABETIC SUPPLIES : Continuous Glucose Monitors and Supplies,Freestyle Libre,Freestyle; Freestyle Libre 2 Freestyle Libre 3,Non-Preferred
DIABETIC SUPPLIES : Continuous Glucose Monitors and Supplies,Freestyle Libre 14-Day,Freestyle; Freestyle Libre 2 Freestyle Libre 3,Non-Preferred
DIABETIC SUPPLIES : Continuous Glucose Monitors and Supplies,Freestyle Libre 2,Freestyle; Freestyle Libre 2 Freestyle Libre 3,Non-Preferred
DIABETIC SUPPLIES : Continuous Glucose Monitors and Supplies,Freestyle Libre 2 Plus,Freestyle Libre Plus (2 and 3),Non-Preferred
DIABETIC SUPPLIES : Continuous Glucose Monitors and Supplies,Freestyle Libre 3 Plus,Freestyle Libre Plus (2 and 3),Non-Preferred
DIABETIC SUPPLIES : Continuous Glucose Monitors and Supplies,Freestyle Libre 3 Reader,Freestyle; Freestyle Libre 2 Freestyle Libre 3,Non-Preferred
DIABETIC SUPPLIES : Blood Glucose Meters and Test Strips  (OTC),Freestyle Lite Meter,"FreeStyle Meters:  Lite, Freedom Lite, InsuLinx",Preferred
"ONCOLOGY AGENTS : Colorectal Cancer Agents, Miscellaneous",Fruzaqla,Fruzaqla,Non-Preferred
ANTI-INFECTIVES : Antivirals: HIV Fusion Inhibitors,Fuzeon,Fuzeon,Preferred
RARE CONDITIONS : Lysosomal Storage Disease,Galafold,Galafold,Non-Preferred
CENTRAL NERVOUS SYSTEM : Alzheimer’s: Cholinesterase Inhibitors,Galantamine ER,galantamine ER,Non-Preferred
RARE CONDITIONS : Glucagon-Like Peptide-2 (GLP-2) Analog,Gattex vial,Gattex,Non-Preferred
ONCOLOGY AGENTS : Enzyme Inhibitors: RET,Gavreto,Gavreto,Non-Preferred
ENDOCRINE/METABOLIC AGENTS : Growth Hormone Agents PA,Genotropin,Genotropin,Preferred
ANTI-INFECTIVES : Antivirals: HIV NRTI Combos,Genvoya,Genvoya,Preferred
CENTRAL NERVOUS SYSTEM : Atypical Antipsychotics,Geodon,Geodon,Non-Preferred
"IMMUNOLOGICS : Multiple Sclerosis (MS) Agents, Oral",Gilenya capsule,Gilenya,Non-Preferred
"IMMUNOLOGICS : Multiple Sclerosis Agents, Injectable",Glatiramer Acetate prefilled syringe,glatiramer,Non-Preferred
"IMMUNOLOGICS : Multiple Sclerosis Agents, Injectable",Glatopa (Glatiramer Acetate) prefilled syringe,Glatopa,Non-Preferred
ENDOCRINE/METABOLIC AGENTS : Diabetes: SGLT2 Inhibitors and Combinations,Glyxambi,Glyxambi,Preferred
ONCOLOGY AGENTS : Enzyme Inhibitors: BRAF Kinase & MEK,Gomekli capsule,Gomekli,Non-Preferred
