therapeutic_class,capsule_name,pdl_name
ASTHMA/COPD,Arnuity Ellipta,Fluticasone Furoate Inhalation Powder (Arnuity Ellipta)
DIGESTIVE DISORDERS,Asacol HD,Mesalamine DR Tablet (Generic for Asacol HD)
ANTIPSYCHOTIC AGENTS,Asenapine,Asenapine Sublingual Tablet (AG; Generic; Saphris)
ASTHMA/COPD,Asmanex HFA,Mometasone Furoate MDI (Asmanex HFA)
ASTHMA/COPD,Asmanex Twisthaler,Mometasone Inhalation Powder (Asmanex Twisthaler)
"HEART DISEASE, HYPERLIPIDEMIA",Aspirin / Dipyridamole,Aspirin/Dipyridamole ER Capsule (Generic)
"IMMUNOSUPPRESSIVES, ORAL",Astagraf XL ER capsule,Tacrolimus ER Capsule (Astagraf XL)
MULTIPLE SCLEROSIS,Aubagio tablet,Teriflunomide Tablet (Aubagio)
ONCOLOGY,Augtyro capsule,Repotrectinib Capsule (Augtyro)
HEMODIALYSIS,Auryxia,Ferric Citrate Tablet (Auryxia)
MOVEMENT DISORDERS,Austedo,Deutetrabenazine Tablet (Austedo; Austedo XR)
MOVEMENT DISORDERS,Austedo XR,Deutetrabenazine Tablet (Austedo; Austedo XR)
MOVEMENT DISORDERS,Austedo XR titration pack,Deutetrabenazine Tablet (Austedo; Austedo XR)
DEPRESSION,Auvelity,Dextromethorphan/Bupropion Tablet (Auvelity)
"EPINEPHRINE, SELF-INJECTED",Auvi-Q 0.1 mg,"Epinephrine 0.1 mg, 0.15mg, 0.3mg Auto-Injector (Auvi-Q)"
"EPINEPHRINE, SELF-INJECTED",Auvi-Q 0.15 mg,"Epinephrine 0.1 mg, 0.15mg, 0.3mg Auto-Injector (Auvi-Q)"
"EPINEPHRINE, SELF-INJECTED",Auvi-Q 0.3 mg,"Epinephrine 0.1 mg, 0.15mg, 0.3mg Auto-Injector (Auvi-Q)"
MULTIPLE SCLEROSIS,Avonex auto-injector,Interferon β-1a Pen Kit (Avonex Pen)
MULTIPLE SCLEROSIS,Avonex prefilled syringe,"Interferon β-1a Syringe, Syringe Kit (Avonex)"
ADD/ADHD,Azstarys,Serdexmethylphenidate/Dexmethylphenidate Capsule (Azstarys)
PAIN MANAGEMENT,Baclofen oral solution,Baclofen Solution (AG 5mg/5ml; Generic for Ozobax DS 10mg/5ml)
PAIN MANAGEMENT,Baclofen tablet,Baclofen Tablet (Generic)
MULTIPLE SCLEROSIS,Bafiertam,Monomethyl Fumarate Capsule DR (Bafiertam)
ONCOLOGY,Balversa,Erdafitinib Tablet (Balversa)
ANTICONVULSANTS,Banzel oral suspension,"Rufinamide Suspension, Tablet (Banzel)"
ANTICONVULSANTS,Banzel tablet,"Rufinamide Suspension, Tablet (Banzel)"
INFECTIOUS DISORDERS,Baraclude,"Entecavir Solution, Tablet (Baraclude)"
DIABETES,Basaglar Kwikpen,Insulin Glargine U-100 (Basaglar KwikPen; Basaglar Tempo Pen)
"HEART DISEASE, HYPERLIPIDEMIA",Benazepril,Benazepril (Generic)
HEMOPHILIA TREATMENT,Benefix,Factor IX Human Recombinant (BeneFIX Kit)
LUPUS IMMUNOMODULATORS,Benlysta,"Belimumab Auto-Injector, IV, Syringe, Vial (Benlysta)"
INFECTIOUS DISORDERS,Bethkis,Tobramycin Solution (AG; Generic; Bethkis)
ASTHMA/COPD,Bevespi Aerosphere,Glycopyrrolate/Formoterol Fumarate (Bevespi Aerosphere)
HIV-AIDS,Biktarvy,Bictegravir/Emtricitabine/Tenofovir AF Tablet (Biktarvy)
PAIN MANAGEMENT,Bimzelx Ankylosing Spondylitis,"Bimekizumab-bkzx Pen, Syringe (Bimzelx)"
PAIN MANAGEMENT,Bimzelx Hidradenitis Suppurativa,"Bimekizumab-bkzx Pen, Syringe (Bimzelx)"
PAIN MANAGEMENT,Bimzelx Non-Radiographic Axial Spondyloarthritis,"Bimekizumab-bkzx Pen, Syringe (Bimzelx)"
PAIN MANAGEMENT,Bimzelx Plaque Psoriasis (adult),"Bimekizumab-bkzx Pen, Syringe (Bimzelx)"
PAIN MANAGEMENT,Bimzelx Psoriatic Arthritis (adult),"Bimekizumab-bkzx Pen, Syringe (Bimzelx)"
"HEART DISEASE, HYPERLIPIDEMIA",Bosentan,Bosentan Tablet (Generic)
BOTULINUM TOXINS,Botox,OnabotulinumtoxinA (Botox)
ASTHMA/COPD,Breo Ellipta,Fluticasone/Vilanterol Inhalation Powder (AG; Breo Ellipta)
ASTHMA/COPD,Breztri Aerosphere,Budesonide/Glycopyrrolate/Formoterol Inhalation (Breztri Aerosphere)
"HEART DISEASE, HYPERLIPIDEMIA",Brilinta,Ticagrelor Tablet (Brilinta)
MULTIPLE SCLEROSIS,Briumvi,Ublituximab-xiiy Vial (Briumvi)
ANTICONVULSANTS,Briviact,"Brivaracetam Solution, Tablet (Briviact)"
ONCOLOGY,Brukinsa,Zanubrutinib Capsule (Brukinsa)
ASTHMA/COPD,Budesonide / Formoterol authorized generic Symbicort,Budesonide/Formoterol MDI (AG; Generic)
ASTHMA/COPD,"Budesonide respules (inhalation suspension), 0.25 mg","Budesonide Respules 0.25 mg, 0.5 mg, 1 mg (Generic)"
ASTHMA/COPD,"Budesonide respules (inhalation suspension), 0.5 mg","Budesonide Respules 0.25 mg, 0.5 mg, 1 mg (Generic)"
ASTHMA/COPD,"Budesonide respules (inhalation suspension), 1 mg","Budesonide Respules 0.25 mg, 0.5 mg, 1 mg (Generic)"
UREA CYCLE DISORDERS,Buphenyl powder,"Sodium Phenylbutyrate Powder, Tablet (Generic; Buphenyl)"
UREA CYCLE DISORDERS,Buphenyl tablet,"Sodium Phenylbutyrate Powder, Tablet (Generic; Buphenyl)"
DIABETES,Bydureon Bcise,Exenatide Microspheres ER Auto-Injector (Bydureon BCise)
DIGESTIVE DISORDERS,Bylvay Alagille Syndrome (ALGS),"Odevixibat Capsule, Pellet (Bylvay)"
DIGESTIVE DISORDERS,Bylvay Progressive Familial Intrahepatic Cholestatis (PFIC),"Odevixibat Capsule, Pellet (Bylvay)"
ONCOLOGY,Calquence,"Acalabrutinib Capsule, Tablet (Calquence)"
"HEART DISEASE, HYPERLIPIDEMIA",Candesartan,Candesartan (AG; Generic; Atacand)
ANTIPSYCHOTIC AGENTS,Caplyta,Lumateperone Capsule (Caplyta)
ONCOLOGY,Caprelsa,Vandetanib Tablet (Caprelsa)
"HEART DISEASE, HYPERLIPIDEMIA",Captopril,Captopril (Generic)
SICKLE CELL ANEMIA,Casgevy intravenous suspension,Exagamglogene autotemcel (Casgevy)
INFECTIOUS DISORDERS,Cayston,Aztreonam Solution (Cayston)
OPHTHALMIC DISORDERS,Cequa,Cyclosporine 0.09% Solution (Cequa)
ENZYME REPLACEMENTS,Cerdelga,Eliglustat Capsule (Cerdelga)
ENZYME REPLACEMENTS,Cerezyme 400 Units,Imiglucerase 400-unit Vial (Cerezyme)
DIGESTIVE DISORDERS,Chenodal tablet,Chenodiol Tablet (Chenodal)
DIGESTIVE DISORDERS,Cholbam capsule,Cholic Acid Capsule (Cholbam)
PAIN MANAGEMENT,Cibinqo Atopic Dermatitis (adult),Abrocitinib Tablet (Cibinqo)
PAIN MANAGEMENT,Cimzia Ankylosing Spondylitis,"Certolizumab Pegol Kit, Syringe Kit (Cimzia)"
PAIN MANAGEMENT,Cimzia Crohn’s Disease (adult),"Certolizumab Pegol Kit, Syringe Kit (Cimzia)"
PAIN MANAGEMENT,Cimzia Non-Radiographic Axial Spondyloarthritis,"Certolizumab Pegol Kit, Syringe Kit (Cimzia)"
PAIN MANAGEMENT,Cimzia Plaque Psoriasis (adult),"Certolizumab Pegol Kit, Syringe Kit (Cimzia)"
PAIN MANAGEMENT,Cimzia Psoriatic Arthritis (adult),"Certolizumab Pegol Kit, Syringe Kit (Cimzia)"
PAIN MANAGEMENT,Cimzia Rheumatoid Arthritis,"Certolizumab Pegol Kit, Syringe Kit (Cimzia)"
ASTHMA/COPD,Cinqair Asthma (adult),Reslizumab Vial (Cinqair)
INFECTIOUS DISORDERS,Cleocin 2% cream,Clindamycin Vaginal Cream (Cleocin)
INFECTIOUS DISORDERS,Cleocin Ovules / vaginal suppository,Clindamycin Vaginal Ovules (Cleocin)
INFECTIOUS DISORDERS,Cleocin ovules / vaginal suppository,Clindamycin Vaginal Ovules (Cleocin)
INFECTIOUS DISORDERS,Clindamycin 2% Cream,Clindamycin Vaginal Cream (Generic for Cleocin)
INFECTIOUS DISORDERS,Clindesse 2% prefilled applicator cream,Clindamycin Vaginal Cream (Clindesse)
ANTICONVULSANTS,Clobazam oral suspension,"Clobazam Suspension, Tablet (Generic)"
ANTICONVULSANTS,Clobazam tablet,"Clobazam Suspension, Tablet (Generic)"
ANTIPSYCHOTIC AGENTS,Clozapine ODT,Clozapine ODT (Generic)
ANTIPSYCHOTIC AGENTS,Clozapine tablet,Clozapine Tablet (Generic)
ANTIPSYCHOTIC AGENTS,Clozaril,Clozapine Tablet (Clozaril)
ANTIPSYCHOTIC AGENTS,Cobenfy capsule,"Xanomeline and Trospium Chloride Capsule, Starter Pack (Cobenfy)"
OPHTHALMIC DISORDERS,Combigan,Brimonidine/Timolol Solution (Combigan)
ASTHMA/COPD,Combivent Respimat inhalation aerosol solution,Ipratropium/Albuterol Sulfate (Combivent Respimat)
HIV-AIDS,Complera,Emtricitabine/Rilpivirine/Tenofovir DF Tablet (Complera)
ADD/ADHD,Concerta ER,Methylphenidate ER Tablet (Concerta)
MULTIPLE SCLEROSIS,Copaxone 20 mg,"Glatiramer Acetate Syringe 20mg, 40mg (Copaxone)"
MULTIPLE SCLEROSIS,Copaxone 40 mg,"Glatiramer Acetate Syringe 20mg, 40mg (Copaxone)"
PAIN MANAGEMENT,Cosentyx Ankylosing Spondylitis,"Secukinumab Pen, Syringe, Vial (Cosentyx)"
PAIN MANAGEMENT,Cosentyx Enthesitis-Related Arthritis (pediatric),"Secukinumab Pen, Syringe, Vial (Cosentyx)"
PAIN MANAGEMENT,Cosentyx Hidradenitis Suppurativa,"Secukinumab Pen, Syringe, Vial (Cosentyx)"
PAIN MANAGEMENT,Cosentyx Non-Radiographic Axial Spondyloarthritis,"Secukinumab Pen, Syringe, Vial (Cosentyx)"
PAIN MANAGEMENT,Cosentyx Plaque Psoriasis (adult),"Secukinumab Pen, Syringe, Vial (Cosentyx)"
PAIN MANAGEMENT,Cosentyx Plaque Psoriasis (pediatric),"Secukinumab Pen, Syringe, Vial (Cosentyx)"
PAIN MANAGEMENT,Cosentyx Psoriatic Arthritis (adult),"Secukinumab Pen, Syringe, Vial (Cosentyx)"
PAIN MANAGEMENT,Cosentyx Psoriatic Arthritis (pediatric),"Secukinumab Pen, Syringe, Vial (Cosentyx)"
DIGESTIVE DISORDERS,Creon,Pancrelipase (Creon)
IMMUNE GLOBULINS (IG),Cuvitru,IG Subcutaneous [(Human) Cuvitru]
OPHTHALMIC DISORDERS,Cyclosporine ophthalmic emulsion,Cyclosporine 0.05% Emulsion (AG; Generic)
PAIN MANAGEMENT,Cyltezo Ankylosing Spondylitis,"Adalimumab-adbm Kit, Pen Kit (Cyltezo)"
PAIN MANAGEMENT,Cyltezo Crohn’s Disease (adult),"Adalimumab-adbm Kit, Pen Kit (Cyltezo)"
PAIN MANAGEMENT,Cyltezo Crohn’s Disease (pediatric),"Adalimumab-adbm Kit, Pen Kit (Cyltezo)"
PAIN MANAGEMENT,Cyltezo Hidradenitis Suppurativa,"Adalimumab-adbm Kit, Pen Kit (Cyltezo)"
PAIN MANAGEMENT,Cyltezo Plaque Psoriasis (adult),"Adalimumab-adbm Kit, Pen Kit (Cyltezo)"
PAIN MANAGEMENT,Cyltezo Polyarticular Juvenile Idiopathic Arthritis (PJIA),"Adalimumab-adbm Kit, Pen Kit (Cyltezo)"
