therapeutic_class,capsule_name,pdl_name,status
ANTIPSYCHOTIC AGENTS,Aripiprazole tablet,Aripiprazole Tablet (Generic),Preferred
ANTIPSYCHOTIC AGENTS,Aristada,Aripiprazole Lauroxil (Aristada; Aristada Initio),Preferred
ANTIPSYCHOTIC AGENTS,Aristada Initio,Aripiprazole Lauroxil (Aristada; Aristada Initio),Preferred
ASTHMA/COPD,Armonair Digihaler,Fluticasone Propionate Inhalation Powder (Armonair Digihaler),Non-Preferred
ASTHMA/COPD,Arnuity Ellipta,Fluticasone Furoate Inhalation Powder (Arnuity Ellipta),Preferred
DIGESTIVE DISORDERS,Asacol HD,Mesalamine DR Tablet (Generic for Asacol HD),Non-Preferred
ANTIPSYCHOTIC AGENTS,Asenapine,Asenapine Sublingual Tablet (AG; Generic; Saphris),Non-Preferred
ASTHMA/COPD,Asmanex HFA,Mometasone Furoate MDI (Asmanex HFA),Preferred
ASTHMA/COPD,Asmanex Twisthaler,Mometasone Inhalation Powder (Asmanex Twisthaler),Preferred
"HEART DISEASE, HYPERLIPIDEMIA",Aspirin / Dipyridamole,Aspirin/Dipyridamole ER Capsule (Generic),Preferred
"IMMUNOSUPPRESSIVES, ORAL",Astagraf XL ER capsule,Tacrolimus ER Capsule (Astagraf XL),Non-Preferred
MULTIPLE SCLEROSIS,Aubagio tablet,Teriflunomide Tablet (Aubagio),Non-Preferred
ONCOLOGY,Augtyro capsule,Repotrectinib Capsule (Augtyro),Non-Preferred
HEMODIALYSIS,Auryxia,Ferric Citrate Tablet (Auryxia),Non-Preferred
MOVEMENT DISORDERS,Austedo,Deutetrabenazine Tablet (Austedo; Austedo XR),Preferred
MOVEMENT DISORDERS,Austedo XR,Deutetrabenazine Tablet (Austedo; Austedo XR),Preferred
MOVEMENT DISORDERS,Austedo XR titration pack,Deutetrabenazine Tablet (Austedo; Austedo XR),Preferred
DEPRESSION,Auvelity,Dextromethorphan/Bupropion Tablet (Auvelity),Non-Preferred
"EPINEPHRINE, SELF-INJECTED",Auvi-Q 0.1 mg,"Epinephrine 0.1 mg, 0.15mg, 0.3mg Auto-Injector (Auvi-Q)",Preferred
"EPINEPHRINE, SELF-INJECTED",Auvi-Q 0.15 mg,"Epinephrine 0.1 mg, 0.15mg, 0.3mg Auto-Injector (Auvi-Q)",Preferred
"EPINEPHRINE, SELF-INJECTED",Auvi-Q 0.3 mg,"Epinephrine 0.1 mg, 0.15mg, 0.3mg Auto-Injector (Auvi-Q)",Preferred
MULTIPLE SCLEROSIS,Avonex auto-injector,Interferon β-1a Pen Kit (Avonex Pen),Preferred
MULTIPLE SCLEROSIS,Avonex prefilled syringe,"Interferon β-1a Syringe, Syringe Kit (Avonex)",Preferred
ADD/ADHD,Azstarys,Serdexmethylphenidate/Dexmethylphenidate Capsule (Azstarys),Non-Preferred
PAIN MANAGEMENT,Baclofen oral solution,Baclofen Solution (AG 5mg/5ml; Generic for Ozobax DS 10mg/5ml),Non-Preferred
PAIN MANAGEMENT,Baclofen tablet,Baclofen Tablet (Generic),Preferred
MULTIPLE SCLEROSIS,Bafiertam,Monomethyl Fumarate Capsule DR (Bafiertam),Non-Preferred
ONCOLOGY,Balversa,Erdafitinib Tablet (Balversa),Non-Preferred
ANTICONVULSANTS,Banzel oral suspension,"Rufinamide Suspension, Tablet (Banzel)",Non-Preferred
ANTICONVULSANTS,Banzel tablet,"Rufinamide Suspension, Tablet (Banzel)",Non-Preferred
INFECTIOUS DISORDERS,Baraclude,"Entecavir Solution, Tablet (Baraclude)",Non-Preferred
DIABETES,Basaglar Kwikpen,Insulin Glargine U-100 (Basaglar KwikPen; Basaglar Tempo Pen),Non-Preferred
"HEART DISEASE, HYPERLIPIDEMIA",Benazepril,Benazepril (Generic),Preferred
HEMOPHILIA TREATMENT,Benefix,Factor IX Human Recombinant (BeneFIX Kit),Preferred
INFECTIOUS DISORDERS,Bethkis,Tobramycin Solution (AG; Generic; Bethkis),Non-Preferred
ASTHMA/COPD,Bevespi Aerosphere,Glycopyrrolate/Formoterol Fumarate (Bevespi Aerosphere),Non-Preferred
HIV-AIDS,Biktarvy,Bictegravir/Emtricitabine/Tenofovir AF Tablet (Biktarvy),Preferred
"HEART DISEASE, HYPERLIPIDEMIA",Bosentan,Bosentan Tablet (Generic),Preferred
BOTULINUM TOXINS,Botox,OnabotulinumtoxinA (Botox),Preferred
ASTHMA/COPD,Breo Ellipta,Fluticasone/Vilanterol Inhalation Powder (AG; Breo Ellipta),Non-Preferred
ASTHMA/COPD,Breztri Aerosphere,Budesonide/Glycopyrrolate/Formoterol Inhalation (Breztri Aerosphere),Non-Preferred
"HEART DISEASE, HYPERLIPIDEMIA",Brilinta,Ticagrelor Tablet (Brilinta),Preferred
MULTIPLE SCLEROSIS,Briumvi,Ublituximab-xiiy Vial (Briumvi),Non-Preferred
ANTICONVULSANTS,Briviact,"Brivaracetam Solution, Tablet (Briviact)",Preferred
ONCOLOGY,Brukinsa,Zanubrutinib Capsule (Brukinsa),Non-Preferred
ASTHMA/COPD,Budesonide / Formoterol authorized generic Symbicort,Budesonide/Formoterol MDI (AG; Generic),Preferred
ASTHMA/COPD,"Budesonide respules (inhalation suspension), 0.25 mg","Budesonide Respules 0.25 mg, 0.5 mg, 1 mg (Generic)",Preferred
ASTHMA/COPD,"Budesonide respules (inhalation suspension), 0.5 mg","Budesonide Respules 0.25 mg, 0.5 mg, 1 mg (Generic)",Preferred
ASTHMA/COPD,"Budesonide respules (inhalation suspension), 1 mg","Budesonide Respules 0.25 mg, 0.5 mg, 1 mg (Generic)",Preferred
UREA CYCLE DISORDERS,Buphenyl powder,"Sodium Phenylbutyrate Powder, Tablet (Generic; Buphenyl)",Non-Preferred
UREA CYCLE DISORDERS,Buphenyl tablet,"Sodium Phenylbutyrate Powder, Tablet (Generic; Buphenyl)",Non-Preferred
DIABETES,Bydureon Bcise,Exenatide Microspheres ER Auto-Injector (Bydureon BCise),Non-Preferred
DIGESTIVE DISORDERS,Bylvay Alagille Syndrome (ALGS),"Odevixibat Capsule, Pellet (Bylvay)",Non-Preferred
DIGESTIVE DISORDERS,Bylvay Progressive Familial Intrahepatic Cholestatis (PFIC),"Odevixibat Capsule, Pellet (Bylvay)",Non-Preferred
ONCOLOGY,Calquence,"Acalabrutinib Capsule, Tablet (Calquence)",Non-Preferred
"HEART DISEASE, HYPERLIPIDEMIA",Candesartan,Candesartan (AG; Generic; Atacand),Non-Preferred
ANTIPSYCHOTIC AGENTS,Caplyta,Lumateperone Capsule (Caplyta),Non-Preferred
ONCOLOGY,Caprelsa,Vandetanib Tablet (Caprelsa),Non-Preferred
"HEART DISEASE, HYPERLIPIDEMIA",Captopril,Captopril (Generic),Non-Preferred
SICKLE CELL ANEMIA,Casgevy intravenous suspension,Exagamglogene autotemcel (Casgevy),Non-Preferred
INFECTIOUS DISORDERS,Cayston,Aztreonam Solution (Cayston),Non-Preferred
OPHTHALMIC DISORDERS,Cequa,Cyclosporine 0.09% Solution (Cequa),Non-Preferred
ENZYME REPLACEMENTS,Cerdelga,Eliglustat Capsule (Cerdelga),Non-Preferred
ENZYME REPLACEMENTS,Cerezyme 400 Units,Imiglucerase 400-unit Vial (Cerezyme),Non-Preferred
DIGESTIVE DISORDERS,Chenodal tablet,Chenodiol Tablet (Chenodal),Non-Preferred
DIGESTIVE DISORDERS,Cholbam capsule,Cholic Acid Capsule (Cholbam),Non-Preferred
INFECTIOUS DISORDERS,Cleocin 2% cream,Clindamycin Vaginal Cream (Cleocin),Non-Preferred
INFECTIOUS DISORDERS,Cleocin ovules / vaginal suppository,Clindamycin Vaginal Ovules (Cleocin),Non-Preferred
INFECTIOUS DISORDERS,Clindamycin 2% Cream,Clindamycin Vaginal Cream (Generic for Cleocin),Preferred
INFECTIOUS DISORDERS,Clindesse 2% prefilled applicator cream,Clindamycin Vaginal Cream (Clindesse),Non-Preferred
ANTICONVULSANTS,Clobazam oral suspension,"Clobazam Suspension, Tablet (Generic)",Preferred
ANTICONVULSANTS,Clobazam tablet,"Clobazam Suspension, Tablet (Generic)",Preferred
ANTIPSYCHOTIC AGENTS,Clozapine ODT,Clozapine ODT (Generic),Non-Preferred
ANTIPSYCHOTIC AGENTS,Clozapine tablet,Clozapine Tablet (Generic),Preferred
ANTIPSYCHOTIC AGENTS,Clozaril,Clozapine Tablet (Clozaril),Non-Preferred
ANTIPSYCHOTIC AGENTS,Cobenfy capsule,"Xanomeline and Trospium Chloride Capsule, Starter Pack (Cobenfy)",Non-Preferred
OPHTHALMIC DISORDERS,Combigan,Brimonidine/Timolol Solution (Combigan),Non-Preferred
ASTHMA/COPD,Combivent Respimat inhalation aerosol solution,Ipratropium/Albuterol Sulfate (Combivent Respimat),Preferred
HIV-AIDS,Complera,Emtricitabine/Rilpivirine/Tenofovir DF Tablet (Complera),Preferred
ADD/ADHD,Concerta ER,Methylphenidate ER Tablet (Concerta),Non-Preferred
MULTIPLE SCLEROSIS,Copaxone 20 mg,"Glatiramer Acetate Syringe 20mg, 40mg (Copaxone)",Non-Preferred
MULTIPLE SCLEROSIS,Copaxone 40 mg,"Glatiramer Acetate Syringe 20mg, 40mg (Copaxone)",Non-Preferred
DIGESTIVE DISORDERS,Creon,Pancrelipase (Creon),Preferred
IMMUNE GLOBULINS (IG),Cuvitru,IG Subcutaneous [(Human) Cuvitru],Non-Preferred
OPHTHALMIC DISORDERS,Cyclosporine ophthalmic emulsion,Cyclosporine 0.05% Emulsion (AG; Generic),Preferred
ASTHMA/COPD,Daliresp,Roflumilast Tablet (Daliresp),Non-Preferred
PAIN MANAGEMEN,Dantrium,Dantrolene Sodium Capsule (AG; Generic; Dantrium),Non-Preferred
DIABETES,Dapagliflozin,Dapagliflozin Tablet (AG),Preferred
ANTICONVULSANTS,Depakote,"Divalproex Sodium DR Tablet, ER Tablet (Depakote; Depakote ER)",Non-Preferred
HIV-AIDS,Descovy,Emtricitabine/Tenofovir AF Tablet (Descovy),Preferred
ANTICONVULSANTS,Diacomit capsule,"Stiripentol Capsule, Powder Pack (Diacomit)",Preferred
ANTICONVULSANTS,Diacomit packet for oral suspension,"Stiripentol Capsule, Powder Pack (Diacomit)",Preferred
MULTIPLE SCLEROSIS,Dimethyl Fumarate,Dimethyl Fumarate DR Capsule (Generic),Preferred
ALZHEIMER’S AGENTS,Donepezil ODT,"Donepezil ODT, Tablet (Generic)",Preferred
ALZHEIMER’S AGENTS,"Donepezil tablet, 10 mg","Donepezil ODT, Tablet (Generic)",Preferred
ALZHEIMER’S AGENTS,"Donepezil tablet, 23 mg","Donepezil 23 mg Tablet (Generic, Aricept)",Non-Preferred
ALZHEIMER’S AGENTS,"Donepezil tablet, 5 mg","Donepezil ODT, Tablet (Generic)",Preferred
THROMBOPOIESIS STIMULATING PROTEINS,Doptelet,Avatrombopag Tablet (Doptelet),Non-Preferred
ASTHMA/COPD,Duaklir Pressair,Aclidinium Bromide/Formoterol Fumarate (Duaklir Pressair),Non-Preferred
ASTHMA/COPD,Dulera,Mometasone/Formoterol MDI (Dulera),Preferred
PAIN MANAGEMENT,Duloxetine generic Cymbalta,Duloxetine Capsule (Generic for Cymbalta),Preferred
OPHTHALMIC DISORDERS,Durysta,Bimatoprost Implant (Durysta),Non-Preferred
ADD/ADHD,Dyanavel XR,"Amphetamine Suspension, Tablet (Dyanavel XR)",Non-Preferred
BOTULINUM TOXINS,Dysport,AbobotulinumtoxinA (Dysport),Preferred
"HEART DISEASE, HYPERLIPIDEMIA",Edarbi,Azilsartan Medoxomil (Edarbi),Non-Preferred
"HEART DISEASE, HYPERLIPIDEMIA",Edarbyclor,Azilsartan/Chlorthalidone (Edarbyclor),Non-Preferred
HIV-AIDS,Edurant,Rilpivirine HCl Tablet (Edurant),Preferred
ENZYME REPLACEMENTS,Elelyso,Taliglucerase alfa Vial (Elelyso),Non-Preferred
"HEART DISEASE, HYPERLIPIDEMIA",Eliquis,"Apixaban Dose Pack, Tablet (Eliquis)",Preferred
HEMOPHILIA TREATMENT,Eloctate,"Factor VIII, Recombinant, Fc Fusion (Eloctate)",Non-Preferred
"GLUCOCORTICOIDS, ORAL",Emflaza oral suspension,"Deflazacort Suspension, Tablet (Emflaza)",Non-Preferred
"GLUCOCORTICOIDS, ORAL",Emflaza tablet,"Deflazacort Suspension, Tablet (Emflaza)",Non-Preferred
PAIN MANAGEMENT,Emgality 100 mg,Galcanezumab-gnlm 100 mg Syringe (Emgality),Non-Preferred
PAIN MANAGEMENT,Emgality 120 mg,"Galcanezumab-gnlm Pen, 120 mg Syringe (Emgality)",Preferred
HIV-AIDS,Emtriva capsule,Emtricitabine Capsule (Generic; Emtriva),Preferred
HIV-AIDS,Emtriva oral solution,Emtricitabine Solution (Emtriva),Preferred
"HEART DISEASE, HYPERLIPIDEMIA",Enalapril,Enalapril Tablet (Generic),Preferred
SICKLE CELL ANEMIA,Endari,L-glutamine Powder Pack (Generic; Endari),Non-Preferred
INFECTIOUS DISORDERS,Entecavir,Entecavir Tablet (Generic),Preferred
"IMMUNOSUPPRESSIVES, ORAL",Envarsus XR,Tacrolimus ER Tablet (Envarsus XR),Non-Preferred
"GLUCOCORTICOIDS, ORAL",Eohilia oral suspension,Budesonide Suspension Packet (Eohilia),Non-Preferred
INFECTIOUS DISORDERS,Epclusa,"Sofosbuvir/Velpatasvir Pellet Pack, Tablet (Epclusa)",Non-Preferred
ANTICONVULSANTS,Epidiolex,Cannabidiol Solution (Epidiolex),Preferred
"EPINEPHRINE, SELF-INJECTED",Epinephrine (Generic Adrenaclick) 0.15mg,"Epinephrine 0.15 mg, 0.3 mg Auto-Injector (AG for Adrenaclick)",Non-Preferred
"EPINEPHRINE, SELF-INJECTED",Epinephrine (Generic Adrenaclick) 0.3mg,"Epinephrine 0.15 mg, 0.3 mg Auto-Injector (AG for Adrenaclick)",Non-Preferred
"EPINEPHRINE, SELF-INJECTED",Epinephrine (Mylan Ag Epipen And Jr) 0.15mg Mylan's EpiPen Jr AG,Epinephrine 0.15 mg Auto-Injector (AG; Generic; EpiPen Jr),Preferred
"EPINEPHRINE, SELF-INJECTED",Epinephrine (Mylan Ag Epipen And Jr) 0.3mg Mylan's EpiPen AG,Epinephrine 0.3 mg Auto-Injector (AG; Generic; EpiPen),Preferred
"EPINEPHRINE, SELF-INJECTED",Epipen,Epinephrine 0.3 mg Auto-Injector (AG; Generic; EpiPen),Preferred
"EPINEPHRINE, SELF-INJECTED",Epipen Jr.,Epinephrine 0.15 mg Auto-Injector (AG; Generic; EpiPen Jr),Preferred
HIV-AIDS,Epivir,"Lamivudine Solution, Tablet (Generic; Epivir)",Preferred
HIV-AIDS,Epivir HBV oral solution,"Lamivudine Solution, Tablet (Generic; Epivir)",Preferred
HIV-AIDS,Epivir HBV tablet,"Lamivudine Solution, Tablet (Generic; Epivir)",Preferred
"HEMATOLOGIC AGENTS, HEMATOPOIETIC AGENTS",Epogen,Epoetin alfa Vial (Epogen),Preferred
ANTICONVULSANTS,Eprontia,Topiramate Solution (Eprontia),Non-Preferred
"HEART DISEASE, HYPERLIPIDEMIA",Eprosartan,Eprosartan (Generic),Non-Preferred
HIV-AIDS,Epzicom,Abacavir/Lamivudine Tablet (Generic; Epzicom),Preferred
ANTICONVULSANTS,Equetro,"Carbamazepine ER Capsule (Carbatrol, Equetro)",Non-Preferred
ONCOLOGY,Erleada,Apalutamide Tablet (Erleada),Non-Preferred
ONCOLOGY,Erlotinib,Erlotinib HCl Tablet (Generic; Tarceva),Non-Preferred
ANTIPSYCHOTIC AGENTS,Erzofri prefilled syringe,Paliperidone Palmitate (Erzofri),Non-Preferred
IDIOPATHIC PULMONARY FIBROSIS,Esbriet,"Pirfenidone Capsule, Tablet (Esbriet)",Non-Preferred
DIGESTIVE DISORDERS,Esomeprazole,Esomeprazole Capsule (Generic; Nexium),Non-Preferred
HEMOPHILIA TREATMENT,Esperoct,"Factor VIII, Recombinant Glycopegylated-exei (Esperoct)",Non-Preferred
OSTEOPOROSIS,Evenity,Romosozumab-aqqg Syringe (Evenity),Non-Preferred
"HEART DISEASE, HYPERLIPIDEMIA",Evkeeza,Evinacumab-dgnb Vial (Evkeeza),Non-Preferred
HIV-AIDS,Evotaz,Atazanavir Sulfate/Cobicistat Tablet (Evotaz),Preferred
SPINAL MUSCULAR ATROPHY,Evrysdi,Risdiplam (Evrysdi),Non-Preferred
ALZHEIMER’S AGENTS,Exelon,Rivastigmine Transdermal Patch (Exelon),Non-Preferred
OPHTHALMIC DISORDERS,Eysuvis ophthalmic suspension,Loteprednol Etabonate Suspension (Eysuvis),Non-Preferred
ANTIPSYCHOTIC AGENTS,Fanapt,"Iloperidone Tablet, Titration Pack (Fanapt)",Non-Preferred
DIABETES,Farxiga,Dapagliflozin Tablet (Farxiga),Non-Preferred
ANTICONVULSANTS,Felbatol oral suspension,Felbamate Tablet (Generic; Felbatol),Preferred
ANTICONVULSANTS,Felbatol tablet,Felbamate Tablet (Generic; Felbatol),Preferred
PITUITARY SUPPRESSIVE AGENTS,Fensolvi,Leuprolide Acetate Syringe Kit (Fensolvi),Preferred
DEPRESSION,Fetzima,"Levomilnacipran ER Capsule, Titration Pack (Fetzima)",Non-Preferred
PAIN MANAGEMENT,Fexmid,Cyclobenzaprine Tablet (Fexmid),Non-Preferred
DIABETES,Fiasp,"Insulin Aspart Cartridge, Pen, Vial (Fiasp Penfill/PumpCart/FlexTouch; Fiasp)",Non-Preferred
DIABETES,Fiasp FlexTouch,"Insulin Aspart Cartridge, Pen, Vial (Fiasp Penfill/PumpCart/FlexTouch; Fiasp)",Non-Preferred
MULTIPLE SCLEROSIS,Fingolimod capsule,Fingolimod Capsule (Generic for Gilenya),Preferred
ANTICONVULSANTS,Fintepla,Fenfluramine Solution (Fintepla),Non-Preferred
OPHTHALMIC DISORDERS,Flarex ophthalmic suspension,Fluorometholone Acetate 0.1% Suspension (Flarex),Non-Preferred
PAIN MANAGEMENT,Fleqsuvy,Baclofen Suspension (AG; Generic; Fleqsuvy),Non-Preferred
ASTHMA/COPD,Flovent Diskus,Fluticasone Propionate Inhalation Powder (AG; Flovent Diskus),Non-Preferred
ASTHMA/COPD,Flovent HFA,Fluticasone MDI (AG; Flovent HFA),Preferred
ASTHMA/COPD,Fluticasone / Salmeterol generic Advair Diskus,Fluticasone/Salmeterol DPI (AG; Generic for Advair Diskus),Preferred
ASTHMA/COPD,Fluticasone / Salmeterol generic Advair HFA,Fluticasone/Salmeterol MDI (AG for Advair HFA),Preferred
OSTEOPOROSIS,Forteo,Teriparatide Pen (Generic; Forteo),Non-Preferred
"HEART DISEASE, HYPERLIPIDEMIA",Fosinopril,Fosinopril (Generic),Preferred
ONCOLOGY,Fruzaqla,Fruquintinib Capsule (Fruzaqla),Non-Preferred
COLONY STIMULATING FACTORS,Fulphila,Pegfilgrastim-jmdb Syringe (Fulphila),Preferred
HIV-AIDS,Fuzeon,Enfuvirtide Vial (Fuzeon),Preferred
COLONY STIMULATING FACTORS,Fylnetra,Pegfilgrastim-pbbk Syringe (Fylnetra),Preferred
ALZHEIMER’S AGENTS,Galantamine ER,"Galantamine ER Capsule, Solution, Tablet (Generic)",Non-Preferred
ALZHEIMER’S AGENTS,Galantamine oral solution,"Galantamine ER Capsule, Solution, Tablet (Generic)",Non-Preferred
ALZHEIMER’S AGENTS,Galantamine tablet,"Galantamine ER Capsule, Solution, Tablet (Generic)",Non-Preferred
IMMUNE GLOBULINS (IG),Gammagard,IG Intravenous [(Human) Gammagard Liquid],Preferred
ONCOLOGY,Gavreto,Pralsetinib Capsule (Gavreto),Non-Preferred
GROWTH DEFICIENCY,Genotropin,"Somatropin Cartridge, Syringe (Genotropin)",Preferred
HIV-AIDS,Genvoya,Elvitegravir/Cobicistat/Emtricitabine/Tenofovir AF (Genvoya),Preferred
ANTIPSYCHOTIC AGENTS,Geodon IM injection,Ziprasidone Vial (Geodon),Non-Preferred
ANTIPSYCHOTIC AGENTS,Geodon capsule,Ziprasidone Capsule (Geodon),Non-Preferred
MULTIPLE SCLEROSIS,Gilenya capsule,Fingolimod Capsule (Gilenya),Non-Preferred
ONCOLOGY,Gilotrif,Afatinib Dimaleate Tablet (Gilotrif),Preferred
MULTIPLE SCLEROSIS,"Glatiramer Acetate prefilled syringe, 20 mg/ml","Glatiramer Acetate Syringe 20mg, 40mg (Generic)",Preferred
MULTIPLE SCLEROSIS,"Glatiramer Acetate prefilled syringe, 40 mg/ml","Glatiramer Acetate Syringe 20mg, 40mg (Generic)",Preferred
ONCOLOGY,Gleevec,Imatinib Mesylate Tablet (Gleevec),Non-Preferred
DIABETES,Glyxambi,Linagliptin/Empagliflozin (Glyxambi) (See SGLT2 Criteria),Non-Preferred
ONCOLOGY,Gomekli capsule,"Mirdametinib Capsule, Tablet for Suspension (Gomekli)",Non-Preferred
ONCOLOGY,Gomekli soluble tablet,"Mirdametinib Capsule, Tablet for Suspension (Gomekli)",Non-Preferred
PAIN MANAGEMENT,Gralise,Gabapentin ER Tablet (Generic; Gralise),Non-Preferred
COLONY STIMULATING FACTORS,Granix,"Tbo-Filgrastim Injection Syringe, Vial (Granix)",Non-Preferred
"ANTI-ALLERGENS, ORAL",Grastek,Grass Pollen Allergen Extract [Timothy Grass] Sublingual Tablet (Grastek),Non-Preferred
INFECTIOUS DISORDERS,Harvoni,Ledipasvir/Sofosbuvir Tablet (AG; Harvoni),Non-Preferred
"HEART DISEASE, HYPERLIPIDEMIA",Hemangeol,Propranolol Oral Solution (Hemangeol),Preferred
HEMOPHILIA TREATMENT,Hemgenix,Etranacogene Dezaparvovec-drlb (Hemgenix),Non-Preferred
HEMOPHILIA TREATMENT,Hemlibra,Emicizumab-kxwh (Hemlibra),Preferred
PAIN MANAGEMENT,Horizant,Gabapentin Enacarbil Tablet (Horizant),Non-Preferred
DIABETES,Humalog Junior KwikPen,Insulin Lispro Pen (Humalog Junior KwikPen/KwikPen/Tempo Pen U-100),Non-Preferred
DIABETES,"Humalog KwikPen, U-100",Insulin Lispro Pen (Humalog Junior KwikPen/KwikPen/Tempo Pen U-100),Non-Preferred
DIABETES,Humalog vial,"Insulin Lispro Cartridge, Vial (Humalog)",Non-Preferred
GROWTH DEFICIENCY,Humatrope,Somatropin Cartridge (Humatrope),Non-Preferred
ONCOLOGY,Hycamtin capsule,Topotecan HCl Capsule (Hycamtin),Preferred
ONCOLOGY,Hycamtin vial,Topotecan HCl Capsule (Hycamtin),Preferred
HEMOPHILIA TREATMENT,Hympavzi auto-injector,Marstacimab-hncq (Hympavzi),Non-Preferred
ONCOLOGY,Ibrance,"Palbociclib Capsule, Tablet (Ibrance)",Non-Preferred
