therapeutic_class,capsule_name,pdl_name
"ANTIMIGRAINE AGENTS, OTHER",Emgality 100 mg,EMGALITY 120 MG/ML PEN (SUBCUTANEOUS)
"ANTIMIGRAINE AGENTS, OTHER",Emgality 100 mg,EMGALITY 120MG SYRINGE (not 100 MG) (SUBCUTANEOUS)
"GLUCOCORTICOIDS, INHALED",Fluticasone / Salmeterol generic Advair Diskus,FLUTICASONE DISKUS  (INHALATION)
"GLUCOCORTICOIDS, INHALED",Fluticasone / Salmeterol generic Advair Diskus,FLUTICASONE HFA (INHALATION)
INTRANASAL RHINITIS AGENTS,Fluticasone / Salmeterol generic Advair Diskus,FLUTICASONE PROP 50 MCG SPRAY (RX & OTC) (NASAL)
"STEROIDS, TOPICAL MEDIUM POTENCY",Fluticasone / Salmeterol generic Advair Diskus,FLUTICASONE PROPIONATE 0.005% OINTMENT (TOPICAL)
"STEROIDS, TOPICAL MEDIUM POTENCY",Fluticasone / Salmeterol generic Advair Diskus,FLUTICASONE PROPIONATE 0.05% CREAM (TOPICAL)
"GLUCOCORTICOIDS, INHALED",Fluticasone / Salmeterol generic Advair HFA,FLUTICASONE DISKUS  (INHALATION)
"GLUCOCORTICOIDS, INHALED",Fluticasone / Salmeterol generic Advair HFA,FLUTICASONE HFA (INHALATION)
INTRANASAL RHINITIS AGENTS,Fluticasone / Salmeterol generic Advair HFA,FLUTICASONE PROP 50 MCG SPRAY (RX & OTC) (NASAL)
"STEROIDS, TOPICAL MEDIUM POTENCY",Fluticasone / Salmeterol generic Advair HFA,FLUTICASONE PROPIONATE 0.005% OINTMENT (TOPICAL)
"STEROIDS, TOPICAL MEDIUM POTENCY",Fluticasone / Salmeterol generic Advair HFA,FLUTICASONE PROPIONATE 0.05% CREAM (TOPICAL)
"ONCOLOGY, ORAL - LUNG, CONT.",Hycamtin vial,HYCAMTIN CAPSULE (ORAL)
"HYPOGLYCEMICS, INSULIN & RELATED AGENTS",Insulin Glargine,"INSULIN ASPART 100 UNIT/ML CARTRIDGE, PEN, VIAL (SUBC"
"HYPOGLYCEMICS, INSULIN & RELATED AGENTS",Insulin Glargine,"INSULIN ASPART PROT (MIX 70-30) PEN, VIAL (SUBCUTANEO"
"HYPOGLYCEMICS, INSULIN & RELATED AGENTS",Insulin Glargine,INSULIN LISPRO 100 UNIT/ML PEN (SUBCUTANEOUS)
"HYPOGLYCEMICS, INSULIN & RELATED AGENTS",Insulin Glargine,INSULIN LISPRO 100 UNIT/ML VIAL (SUBCUTANEOUS)
"HYPOGLYCEMICS, INSULIN & RELATED AGENTS",Insulin Glargine,INSULIN LISPRO JR 100 UNIT/ML KWIKPEN (SUBCUTANEOUS
ANTIPSYCHOTICS,Invega ER,INVEGA HAFYERA (INTRAMUSC)
ANTIPSYCHOTICS,Invega ER,INVEGA SUSTENNA (INTRAMUSC)
ANTIPSYCHOTICS,Invega ER,INVEGA TRINZA (INTRAMUSC)
"HYPOGLYCEMICS, SGLT2",Invokamet XR,INVOKAMET TABLET (not XR) (ORAL)
ALZHEIMER'S AGENTS,Memantine oral solution,MEMANTINE IR TABLET (not ER CAPSULES) (ORAL)
ALZHEIMER'S AGENTS,Memantine oral solution,MEMANTINE 5-10MG TITRATION PACK (ORAL)
ALZHEIMER'S AGENTS,Memantine XR,MEMANTINE IR TABLET (not ER CAPSULES) (ORAL)
ALZHEIMER'S AGENTS,Memantine XR,MEMANTINE 5-10MG TITRATION PACK (ORAL)
"ONCOLOGY, ORAL - OTHER",NP Thyroid,LYNPARZA TABLET (ORAL)
PANCREATIC ENZYMES,NP Thyroid,ZENPEP CAPSULE (ORAL)
PROGESTATIONAL AGENTS,Omeprazole tablet,ESOMEPRAZOLE 20MG CAPSULE (OTC & RX) (ORAL)
PROGESTATIONAL AGENTS,Omeprazole tablet,ESOMEPRAZOLE 40MG CAPSULE (ORAL)
PROGESTATIONAL AGENTS,Omeprazole tablet,"OMEPRAZOLE 10MG, 20MG, 40MG CAPSULE (Rx ONLY) (ORA"
"ANTIFUNGALS, TOPICAL",One Touch Ultra 2 System,CLOTRIMAZOLE-BETAMETHASONE CREAM (not LOTION) (TO
"ANTIFUNGALS, TOPICAL",One Touch Ultra 2 System,"NYSTATIN-TRIAMCINOLONE CREAM, OINTMENT (TOPICAL)"
ALZHEIMER'S AGENTS,One Touch Ultra 2 System,DONEPEZIL ODT (ORAL)
ALZHEIMER'S AGENTS,One Touch Ultra 2 System,DONEPEZIL 5MG & 10MG TABLET (not 23MG) (ORAL)
"ANALGESICS, NARCOTICS SHORT",One Touch Ultra 2 System,HYDROCODONE / APAP SOLUTION (ORAL)
"ANALGESICS, NARCOTICS SHORT",One Touch Ultra 2 System,HYDROCODONE / APAP TABLET (ORAL)
"ANALGESICS, NARCOTICS SHORT",One Touch Ultra 2 System,HYDROMORPHONE TABLET (IR) (ORAL)
"ANALGESICS, NARCOTICS SHORT",One Touch Ultra 2 System,"OXYCODONE / APAP CAPSULE, TABLET (ORAL)"
"ANALGESICS, NARCOTICS SHORT",One Touch Ultra 2 System,OXYCODONE TABLET (not CAPSULE) (ORAL)
"ANALGESICS, NARCOTICS SHORT",One Touch Ultra 2 System,OXYCODONE 5 MG/5 ML SOLUTION (ORAL)
ANDROGENIC AGENTS,One Touch Ultra 2 System,TESTOSTERONE 1.62% GEL PUMP (TRANSDERMAL)
ANTIPARKINSON'S AGENTS,One Touch Ultra 2 System,CARBIDOPA / LEVODOPA / ENTACAPONE TABLET (ORAL)
"ANTIPSYCHOTICS, CONT.",One Touch Ultra 2 System,LURASIDONE TABLET (ORAL)
"ANTIPSYCHOTICS, CONT.",One Touch Ultra 2 System,MOLINDONE TABLET (ORAL)
"ANTIPSYCHOTICS, CONT.",One Touch Ultra 2 System,PALIPERIDONE ER TABLET (ORAL)
"ANTIPSYCHOTICS, CONT.",One Touch Ultra 2 System,"RISPERIDONE ODT, SOLUTION, TABLET (ORAL)"
"ANTIPSYCHOTICS, CONT.",One Touch Ultra 2 System,ZIPRASIDONE CAPSULE (ORAL)
ANXIOLYTICS,One Touch Ultra 2 System,BUSPIRONE TABLET (ORAL)
BETA-BLOCKERS,One Touch Ultra 2 System,ATENOLOL / CHLORTHALIDONE (ORAL)
ANTICONVULSANTS,One Touch Ultra 2 System,PRIMIDONE TABLET (ORAL)
"ANTIDEPRESSANTS, OTHER",One Touch Ultra 2 System,TRAZODONE TABLET (ORAL)
"ANTIDEPRESSANTS, OTHER",One Touch Ultra 2 System,VILAZODONE TABLET (ORAL)
"CONTRACEPTIVES, ORAL",One Touch Ultra 2 System,OPCICON ONE-STEP 1.5 MG TABLET (ORAL)
"CONTRACEPTIVES, ORAL",One Touch Ultra 2 System,DROSPIRENONE-EE 3-0.02 MG TABLET (ORAL)
"CONTRACEPTIVES, ORAL",One Touch Ultra 2 System,DROSPIRENONE-EE 3-0.03 MG TABLET (ORAL)
"CONTRACEPTIVES, ORAL, CONT.",One Touch Ultra 2 System,NORETHINDRONE 0.35 MG TABLET (ORAL)
"GI MOTILITY, CHRONIC",One Touch Ultra 2 System,LUBIPROSTONE CAPSULE (ORAL)
"GLUCOCORTICOIDS, INHALED",One Touch Ultra 2 System,FLUTICASONE DISKUS  (INHALATION)
"GLUCOCORTICOIDS, INHALED",One Touch Ultra 2 System,FLUTICASONE HFA (INHALATION)
"GLUCOCORTICOIDS, ORAL",One Touch Ultra 2 System,DEXAMETHASONE TABLET (not DOSE PACK) (ORAL)
"GLUCOCORTICOIDS, ORAL",One Touch Ultra 2 System,HYDROCORTISONE TABLET (ORAL)
"GLUCOCORTICOIDS, ORAL",One Touch Ultra 2 System,METHYLPREDNISOLONE DOSE PACK (4 MG) (ORAL)
"GLUCOCORTICOIDS, ORAL",One Touch Ultra 2 System,PREDNISOLONE 15 MG/5 ML SOLUTION (ORAL)
"GLUCOCORTICOIDS, ORAL",One Touch Ultra 2 System,PREDNISOLONE 5 MG/5 ML SOLUTION (ORAL)
"GLUCOCORTICOIDS, ORAL",One Touch Ultra 2 System,PREDNISOLONE SOD PH 25MG/5 ML SOLUTION (ORAL)
"GLUCOCORTICOIDS, ORAL",One Touch Ultra 2 System,PREDNISONE TABLET (not DOSE PACK) (ORAL)
"HYPOGLYCEMICS, TZD",One Touch Ultra 2 System,PIOGLITAZONE TABLET (ORAL)
IDIOPATHIC PULMONARY FIBROSIS,One Touch Ultra 2 System,"PIRFENIDONE CAPSULE, TABLET (ORAL)"
INTRANASAL RHINITIS AGENTS,One Touch Ultra 2 System,FLUTICASONE PROP 50 MCG SPRAY (RX & OTC) (NASAL)
INTRANASAL RHINITIS AGENTS,One Touch Ultra 2 System,TRIAMCINOLONE 55 MCG SPRAY OTC (NASAL)
MULTIPLE SCLEROSIS AGENTS,One Touch Ultra 2 System,"AVONEX PEN, PREFILLED SYRINGE (INTRAMUSC.)"
MULTIPLE SCLEROSIS AGENTS,One Touch Ultra 2 System,COPAXONE 20 MG/ML SYRINGE (not 40 MG/ML) (SUBCUTANE
NSAIDS,One Touch Ultra 2 System,NABUMETONE TABLET (ORAL)
"ONCOLOGY, ORAL - PROSTATE",One Touch Ultra 2 System,ABIRATERONE TABLET (ORAL)
OPHTHALMIC ANTIBIOTIC-STEROID COMBINATIONS,One Touch Ultra 2 System,NEOMYCIN / POLY / DEXAMETHASONE OINTMENT (OPHTHAL
OPHTHALMIC ANTIBIOTIC-STEROID COMBINATIONS,One Touch Ultra 2 System,NEOMYCIN / POLY / DEXAMETHASONE DROP (OPHTHALMIC)
OPHTHALMIC ANTIBIOTIC-STEROID COMBINATIONS,One Touch Ultra 2 System,SULFACETAMIDE / PREDNISOLONE 10-0.23% (OPHTHALMIC)
"OPHTHALMIC, ANTI-INFLAMMATORIES",One Touch Ultra 2 System,FLUOROMETHOLONE 0.1% DROP (OPHTHALMIC)
"OPHTHALMIC, ANTI-INFLAMMATORIES",One Touch Ultra 2 System,PREDNISOLONE AC 1% EYE DROP (OPHTHALMIC)
OPIATE DEPENDENCE TREATMENTS,One Touch Ultra 2 System,BUPRENORPHINE / NALOXONE TABLETS (not FILM) (SUBLING
OPIATE DEPENDENCE TREATMENTS,One Touch Ultra 2 System,LIFEMS NALOXONE 2 MG/2 ML KIT (INJECTION)
OPIATE DEPENDENCE TREATMENTS,One Touch Ultra 2 System,"NALOXONE CARPUJECT, SYRINGE, VIAL (INJECTION)"
OPIATE DEPENDENCE TREATMENTS,One Touch Ultra 2 System,NALTREXONE TABLET (ORAL)
OPIATE DEPENDENCE TREATMENTS,One Touch Ultra 2 System,SUBOXONE FILM (SUBLINGUAL)
PRENATAL VITAMINS,One Touch Ultra 2 System,VITAFOL-ONE CAPSULE (OTC) (ORAL)
PROGESTATIONAL AGENTS,One Touch Ultra 2 System,MEDROXYPROGESTERONE TABLET (ORAL)
PROGESTATIONAL AGENTS,One Touch Ultra 2 System,NORETHINDRONE TABLET (ORAL)
PROGESTATIONAL AGENTS,One Touch Ultra 2 System,PROGESTERONE CAPSULE (ORAL)
PROGESTATIONAL AGENTS,One Touch Ultra 2 System,PROGESTERONE VIAL (INTRAMUSC)
SEDATIVE HYPNOTICS,One Touch Ultra 2 System,ESZOPICLONE TABLET (ORAL)
"STEROIDS, TOPICAL HIGH POTENCY",One Touch Ultra 2 System,BETAMETHASONE DP AUG 0.05% CREAM (TOPICAL)
"STEROIDS, TOPICAL HIGH POTENCY",One Touch Ultra 2 System,BETAMETHASONE VALERATE 0.1% CREAM (TOPICAL)
"STEROIDS, TOPICAL HIGH POTENCY",One Touch Ultra 2 System,BETAMETHASONE VALERATE 0.1% LOTION (TOPICAL)
"STEROIDS, TOPICAL HIGH POTENCY",One Touch Ultra 2 System,BETAMETHASONE VALERATE 0.1% OINTMENT (TOPICAL)
"STEROIDS, TOPICAL HIGH POTENCY",One Touch Ultra 2 System,"TRIAMCINOLONE ACETONIDE 0.025%, 0.1%, 0.5% CREAM (TO"
"STEROIDS, TOPICAL HIGH POTENCY",One Touch Ultra 2 System,"TRIAMCINOLONE ACETONIDE 0.025%, 0.1% LOTION (TOPICAL"
"STEROIDS, TOPICAL HIGH POTENCY",One Touch Ultra 2 System,"TRIAMCINOLONE ACETONIDE 0.05%, 0.1%, 0.5% OINTMENT (T"
"STEROIDS, TOPICAL LOW POTENCY",One Touch Ultra 2 System,HYDROCORTISONE 0.5% CREAM (OTC) (TOPICAL)*
"STEROIDS, TOPICAL LOW POTENCY",One Touch Ultra 2 System,HYDROCORTISONE 1% CREAM (RX or OTC) (TOPICAL)*
"STEROIDS, TOPICAL LOW POTENCY",One Touch Ultra 2 System,HYDROCORTISONE 1% OINTMENT (RX or OTC) (TOPICAL)
"STEROIDS, TOPICAL LOW POTENCY",One Touch Ultra 2 System,HYDROCORTISONE 2.5% CREAM (TOPICAL)
"STEROIDS, TOPICAL LOW POTENCY",One Touch Ultra 2 System,HYDROCORTISONE 2.5% LOTION (TOPICAL)
"STEROIDS, TOPICAL LOW POTENCY",One Touch Ultra 2 System,HYDROCORTISONE 2.5% OINTMENT (TOPICAL)
"STEROIDS, TOPICAL LOW POTENCY",One Touch Ultra 2 System,HYDROCORTISONE (PROCTO) RECTAL CREAM 2.5% (TOPICA
"STEROIDS, TOPICAL MEDIUM POTENCY",One Touch Ultra 2 System,FLUTICASONE PROPIONATE 0.005% OINTMENT (TOPICAL)
"STEROIDS, TOPICAL MEDIUM POTENCY",One Touch Ultra 2 System,FLUTICASONE PROPIONATE 0.05% CREAM (TOPICAL)
"STEROIDS, TOPICAL MEDIUM POTENCY",One Touch Ultra 2 System,MOMETASONE FUROATE 0.1% CREAM (TOPICAL)
"STEROIDS, TOPICAL MEDIUM POTENCY",One Touch Ultra 2 System,MOMETASONE FUROATE 0.1% OINTMENT (TOPICAL)
"STEROIDS, TOPICAL MEDIUM POTENCY",One Touch Ultra 2 System,MOMETASONE FUROATE 0.1% SOLUTION (TOPICAL)
"ANTIFUNGALS, TOPICAL",One Touch Ultra Test Strips 100 ct,CLOTRIMAZOLE-BETAMETHASONE CREAM (not LOTION) (TO
"ANTIFUNGALS, TOPICAL",One Touch Ultra Test Strips 100 ct,"NYSTATIN-TRIAMCINOLONE CREAM, OINTMENT (TOPICAL)"
ALZHEIMER'S AGENTS,One Touch Ultra Test Strips 100 ct,DONEPEZIL ODT (ORAL)
ALZHEIMER'S AGENTS,One Touch Ultra Test Strips 100 ct,DONEPEZIL 5MG & 10MG TABLET (not 23MG) (ORAL)
"ANALGESICS, NARCOTICS SHORT",One Touch Ultra Test Strips 100 ct,HYDROCODONE / APAP SOLUTION (ORAL)
"ANALGESICS, NARCOTICS SHORT",One Touch Ultra Test Strips 100 ct,HYDROCODONE / APAP TABLET (ORAL)
"ANALGESICS, NARCOTICS SHORT",One Touch Ultra Test Strips 100 ct,HYDROMORPHONE TABLET (IR) (ORAL)
"ANALGESICS, NARCOTICS SHORT",One Touch Ultra Test Strips 100 ct,"OXYCODONE / APAP CAPSULE, TABLET (ORAL)"
"ANALGESICS, NARCOTICS SHORT",One Touch Ultra Test Strips 100 ct,OXYCODONE TABLET (not CAPSULE) (ORAL)
"ANALGESICS, NARCOTICS SHORT",One Touch Ultra Test Strips 100 ct,OXYCODONE 5 MG/5 ML SOLUTION (ORAL)
ANDROGENIC AGENTS,One Touch Ultra Test Strips 100 ct,TESTOSTERONE 1.62% GEL PUMP (TRANSDERMAL)
ANTIPARKINSON'S AGENTS,One Touch Ultra Test Strips 100 ct,CARBIDOPA / LEVODOPA / ENTACAPONE TABLET (ORAL)
"ANTIPSYCHOTICS, CONT.",One Touch Ultra Test Strips 100 ct,LURASIDONE TABLET (ORAL)
"ANTIPSYCHOTICS, CONT.",One Touch Ultra Test Strips 100 ct,MOLINDONE TABLET (ORAL)
"ANTIPSYCHOTICS, CONT.",One Touch Ultra Test Strips 100 ct,PALIPERIDONE ER TABLET (ORAL)
"ANTIPSYCHOTICS, CONT.",One Touch Ultra Test Strips 100 ct,"RISPERIDONE ODT, SOLUTION, TABLET (ORAL)"
"ANTIPSYCHOTICS, CONT.",One Touch Ultra Test Strips 100 ct,ZIPRASIDONE CAPSULE (ORAL)
ANXIOLYTICS,One Touch Ultra Test Strips 100 ct,BUSPIRONE TABLET (ORAL)
BETA-BLOCKERS,One Touch Ultra Test Strips 100 ct,ATENOLOL / CHLORTHALIDONE (ORAL)
ANTICONVULSANTS,One Touch Ultra Test Strips 100 ct,PRIMIDONE TABLET (ORAL)
"ANTIDEPRESSANTS, OTHER",One Touch Ultra Test Strips 100 ct,TRAZODONE TABLET (ORAL)
"ANTIDEPRESSANTS, OTHER",One Touch Ultra Test Strips 100 ct,VILAZODONE TABLET (ORAL)
"CONTRACEPTIVES, ORAL",One Touch Ultra Test Strips 100 ct,OPCICON ONE-STEP 1.5 MG TABLET (ORAL)
"CONTRACEPTIVES, ORAL",One Touch Ultra Test Strips 100 ct,DROSPIRENONE-EE 3-0.02 MG TABLET (ORAL)
"CONTRACEPTIVES, ORAL",One Touch Ultra Test Strips 100 ct,DROSPIRENONE-EE 3-0.03 MG TABLET (ORAL)
"CONTRACEPTIVES, ORAL, CONT.",One Touch Ultra Test Strips 100 ct,NORETHINDRONE 0.35 MG TABLET (ORAL)
"GI MOTILITY, CHRONIC",One Touch Ultra Test Strips 100 ct,LUBIPROSTONE CAPSULE (ORAL)
"GLUCOCORTICOIDS, INHALED",One Touch Ultra Test Strips 100 ct,FLUTICASONE DISKUS  (INHALATION)
"GLUCOCORTICOIDS, INHALED",One Touch Ultra Test Strips 100 ct,FLUTICASONE HFA (INHALATION)
"GLUCOCORTICOIDS, ORAL",One Touch Ultra Test Strips 100 ct,DEXAMETHASONE TABLET (not DOSE PACK) (ORAL)
"GLUCOCORTICOIDS, ORAL",One Touch Ultra Test Strips 100 ct,HYDROCORTISONE TABLET (ORAL)
"GLUCOCORTICOIDS, ORAL",One Touch Ultra Test Strips 100 ct,METHYLPREDNISOLONE DOSE PACK (4 MG) (ORAL)
"GLUCOCORTICOIDS, ORAL",One Touch Ultra Test Strips 100 ct,PREDNISOLONE 15 MG/5 ML SOLUTION (ORAL)
"GLUCOCORTICOIDS, ORAL",One Touch Ultra Test Strips 100 ct,PREDNISOLONE 5 MG/5 ML SOLUTION (ORAL)
"GLUCOCORTICOIDS, ORAL",One Touch Ultra Test Strips 100 ct,PREDNISOLONE SOD PH 25MG/5 ML SOLUTION (ORAL)
"GLUCOCORTICOIDS, ORAL",One Touch Ultra Test Strips 100 ct,PREDNISONE TABLET (not DOSE PACK) (ORAL)
"HYPOGLYCEMICS, TZD",One Touch Ultra Test Strips 100 ct,PIOGLITAZONE TABLET (ORAL)
IDIOPATHIC PULMONARY FIBROSIS,One Touch Ultra Test Strips 100 ct,"PIRFENIDONE CAPSULE, TABLET (ORAL)"
INTRANASAL RHINITIS AGENTS,One Touch Ultra Test Strips 100 ct,FLUTICASONE PROP 50 MCG SPRAY (RX & OTC) (NASAL)
INTRANASAL RHINITIS AGENTS,One Touch Ultra Test Strips 100 ct,TRIAMCINOLONE 55 MCG SPRAY OTC (NASAL)
MULTIPLE SCLEROSIS AGENTS,One Touch Ultra Test Strips 100 ct,"AVONEX PEN, PREFILLED SYRINGE (INTRAMUSC.)"
MULTIPLE SCLEROSIS AGENTS,One Touch Ultra Test Strips 100 ct,COPAXONE 20 MG/ML SYRINGE (not 40 MG/ML) (SUBCUTANE
NSAIDS,One Touch Ultra Test Strips 100 ct,NABUMETONE TABLET (ORAL)
"ONCOLOGY, ORAL - PROSTATE",One Touch Ultra Test Strips 100 ct,ABIRATERONE TABLET (ORAL)
OPHTHALMIC ANTIBIOTIC-STEROID COMBINATIONS,One Touch Ultra Test Strips 100 ct,NEOMYCIN / POLY / DEXAMETHASONE OINTMENT (OPHTHAL
OPHTHALMIC ANTIBIOTIC-STEROID COMBINATIONS,One Touch Ultra Test Strips 100 ct,NEOMYCIN / POLY / DEXAMETHASONE DROP (OPHTHALMIC)
OPHTHALMIC ANTIBIOTIC-STEROID COMBINATIONS,One Touch Ultra Test Strips 100 ct,SULFACETAMIDE / PREDNISOLONE 10-0.23% (OPHTHALMIC)
"OPHTHALMIC, ANTI-INFLAMMATORIES",One Touch Ultra Test Strips 100 ct,FLUOROMETHOLONE 0.1% DROP (OPHTHALMIC)
"OPHTHALMIC, ANTI-INFLAMMATORIES",One Touch Ultra Test Strips 100 ct,PREDNISOLONE AC 1% EYE DROP (OPHTHALMIC)
OPIATE DEPENDENCE TREATMENTS,One Touch Ultra Test Strips 100 ct,BUPRENORPHINE / NALOXONE TABLETS (not FILM) (SUBLING
OPIATE DEPENDENCE TREATMENTS,One Touch Ultra Test Strips 100 ct,LIFEMS NALOXONE 2 MG/2 ML KIT (INJECTION)
OPIATE DEPENDENCE TREATMENTS,One Touch Ultra Test Strips 100 ct,"NALOXONE CARPUJECT, SYRINGE, VIAL (INJECTION)"
OPIATE DEPENDENCE TREATMENTS,One Touch Ultra Test Strips 100 ct,NALTREXONE TABLET (ORAL)
OPIATE DEPENDENCE TREATMENTS,One Touch Ultra Test Strips 100 ct,SUBOXONE FILM (SUBLINGUAL)
PRENATAL VITAMINS,One Touch Ultra Test Strips 100 ct,VITAFOL-ONE CAPSULE (OTC) (ORAL)
PROGESTATIONAL AGENTS,One Touch Ultra Test Strips 100 ct,MEDROXYPROGESTERONE TABLET (ORAL)
PROGESTATIONAL AGENTS,One Touch Ultra Test Strips 100 ct,NORETHINDRONE TABLET (ORAL)
PROGESTATIONAL AGENTS,One Touch Ultra Test Strips 100 ct,PROGESTERONE CAPSULE (ORAL)
PROGESTATIONAL AGENTS,One Touch Ultra Test Strips 100 ct,PROGESTERONE VIAL (INTRAMUSC)
SEDATIVE HYPNOTICS,One Touch Ultra Test Strips 100 ct,ESZOPICLONE TABLET (ORAL)
"STEROIDS, TOPICAL HIGH POTENCY",One Touch Ultra Test Strips 100 ct,BETAMETHASONE DP AUG 0.05% CREAM (TOPICAL)
"STEROIDS, TOPICAL HIGH POTENCY",One Touch Ultra Test Strips 100 ct,BETAMETHASONE VALERATE 0.1% CREAM (TOPICAL)
"STEROIDS, TOPICAL HIGH POTENCY",One Touch Ultra Test Strips 100 ct,BETAMETHASONE VALERATE 0.1% LOTION (TOPICAL)
"STEROIDS, TOPICAL HIGH POTENCY",One Touch Ultra Test Strips 100 ct,BETAMETHASONE VALERATE 0.1% OINTMENT (TOPICAL)
"STEROIDS, TOPICAL HIGH POTENCY",One Touch Ultra Test Strips 100 ct,"TRIAMCINOLONE ACETONIDE 0.025%, 0.1%, 0.5% CREAM (TO"
"STEROIDS, TOPICAL HIGH POTENCY",One Touch Ultra Test Strips 100 ct,"TRIAMCINOLONE ACETONIDE 0.025%, 0.1% LOTION (TOPICAL"
"STEROIDS, TOPICAL HIGH POTENCY",One Touch Ultra Test Strips 100 ct,"TRIAMCINOLONE ACETONIDE 0.05%, 0.1%, 0.5% OINTMENT (T"
"STEROIDS, TOPICAL LOW POTENCY",One Touch Ultra Test Strips 100 ct,HYDROCORTISONE 0.5% CREAM (OTC) (TOPICAL)*
"STEROIDS, TOPICAL LOW POTENCY",One Touch Ultra Test Strips 100 ct,HYDROCORTISONE 1% CREAM (RX or OTC) (TOPICAL)*
"STEROIDS, TOPICAL LOW POTENCY",One Touch Ultra Test Strips 100 ct,HYDROCORTISONE 1% OINTMENT (RX or OTC) (TOPICAL)
"STEROIDS, TOPICAL LOW POTENCY",One Touch Ultra Test Strips 100 ct,HYDROCORTISONE 2.5% CREAM (TOPICAL)
"STEROIDS, TOPICAL LOW POTENCY",One Touch Ultra Test Strips 100 ct,HYDROCORTISONE 2.5% LOTION (TOPICAL)
"STEROIDS, TOPICAL LOW POTENCY",One Touch Ultra Test Strips 100 ct,HYDROCORTISONE 2.5% OINTMENT (TOPICAL)
"STEROIDS, TOPICAL LOW POTENCY",One Touch Ultra Test Strips 100 ct,HYDROCORTISONE (PROCTO) RECTAL CREAM 2.5% (TOPICA
"STEROIDS, TOPICAL MEDIUM POTENCY",One Touch Ultra Test Strips 100 ct,FLUTICASONE PROPIONATE 0.005% OINTMENT (TOPICAL)
"STEROIDS, TOPICAL MEDIUM POTENCY",One Touch Ultra Test Strips 100 ct,FLUTICASONE PROPIONATE 0.05% CREAM (TOPICAL)
"STEROIDS, TOPICAL MEDIUM POTENCY",One Touch Ultra Test Strips 100 ct,MOMETASONE FUROATE 0.1% CREAM (TOPICAL)
"STEROIDS, TOPICAL MEDIUM POTENCY",One Touch Ultra Test Strips 100 ct,MOMETASONE FUROATE 0.1% OINTMENT (TOPICAL)
"STEROIDS, TOPICAL MEDIUM POTENCY",One Touch Ultra Test Strips 100 ct,MOMETASONE FUROATE 0.1% SOLUTION (TOPICAL)
