therapeutic_class,capsule_name,pdl_name
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Adalimumab-adaz Ankylosing Spondylitis,adalimumab-adaz
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Adalimumab-adaz Crohn’s Disease (adult),adalimumab-adaz
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Adalimumab-adaz Crohn’s Disease (pediatric),adalimumab-adaz
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Adalimumab-adaz Hidradenitis Suppurativa,adalimumab-adaz
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Adalimumab-adaz Plaque Psoriasis (adult),adalimumab-adaz
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Adalimumab-adaz Polyarticular Juvenile Idiopathic Arthritis (PJIA),adalimumab-adaz
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Adalimumab-adaz Psoriatic Arthritis (adult),adalimumab-adaz
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Adalimumab-adaz Rheumatoid Arthritis,adalimumab-adaz
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Adalimumab-adaz Ulcerative Colitis (adult),adalimumab-adaz
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Adalimumab-adaz Uveitis (adult),adalimumab-adaz
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Adalimumab-adbm Ankylosing Spondylitis,adalimumab-adbm
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Adalimumab-adbm Crohn’s Disease (adult),adalimumab-adbm
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Adalimumab-adbm Crohn’s Disease (pediatric),adalimumab-adbm
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Adalimumab-adbm Hidradenitis Suppurativa,adalimumab-adbm
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Adalimumab-adbm Plaque Psoriasis (adult),adalimumab-adbm
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Adalimumab-adbm Polyarticular Juvenile Idiopathic Arthritis (PJIA),adalimumab-adbm
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Adalimumab-adbm Psoriatic Arthritis (adult),adalimumab-adbm
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Adalimumab-adbm Rheumatoid Arthritis,adalimumab-adbm
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Adalimumab-adbm Ulcerative Colitis (adult),adalimumab-adbm
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Adalimumab-adbm Uveitis (adult),adalimumab-adbm
ATOPIC DERMATITIS TREATMENTS,Adbry Atopic Dermatitis (adult),Adbry
ATOPIC DERMATITIS TREATMENTS,Adbry Atopic Dermatitis (pediatric),Adbry
CARDIOVASCULAR - ORAL PULMONARY HYPERTENSION AGENTS,Adcirca,Adcirca
BEHAVIORAL HEALTH - ANTIHYPERKINESIS,Adderall XR ER capsule,Adderall XR
CARDIOVASCULAR - ORAL PULMONARY HYPERTENSION AGENTS,Adempas,Adempas
ENDOCRINOLOGY - INSULINS: RAPID ACTING,Admelog,Admelog
ENDOCRINOLOGY - INSULINS: RAPID ACTING,Admelog SoloStar,Admelog
RESPIRATORY - INHALED CORTICOSTEROIDS ADRENERGIC AND COMBINATIONS,Advair Diskus,Advair Diskus
RESPIRATORY - INHALED CORTICOSTEROIDS ADRENERGIC AND COMBINATIONS,Advair HFA,Advair HFA
CENTRAL NERVOUS SYSTEM - CALCITONIN GENE-RELATED PEPTIDE INHIBITORS - MIGRAINE AND CLUSTER HEADACHE PREVENTION,Aimovig,Aimovig
RESPIRATORY - INHALED CORTICOSTEROIDS ADRENERGIC AND COMBINATIONS,Airduo Digihaler,AirDuo Digihaler
RESPIRATORY - INHALED CORTICOSTEROIDS ADRENERGIC AND COMBINATIONS,Airduo Respiclick,AirDuo RespiClick
RESPIRATORY - INHALED CORTICOSTEROIDS ADRENERGIC AND COMBINATIONS,Airsupra HFA,Airsupra HFA
CENTRAL NERVOUS SYSTEM - CALCITONIN GENE-RELATED PEPTIDE INHIBITORS - MIGRAINE AND CLUSTER HEADACHE PREVENTION,Ajovy,Ajovy
RESPIRATORY - SHORT ACTING BETA ADRENERGICS AND COMBINATIONS - INHALERSNEBS,Albuterol HFA generic PROAIR,"albuterol sulfate HFA (generic for ProAir HFA, Proventil HFA, Ventolin HFA)"
OPHTHALMICGLAUCOMA - ALPHA 2 ADRENERGIC AGENTS,Alphagan P 0.001,Alphagan P
RESPIRATORY - INHALED CORTICOSTEROIDS,Alvesco,Alvesco
BEHAVIORAL HEALTH - SEDATIVE HYPNOTICS,Ambien,Ambien/CR
BEHAVIORAL HEALTH - SEDATIVE HYPNOTICS,Ambien CR,Ambien/CR
CARDIOVASCULAR - ORAL PULMONARY HYPERTENSION AGENTS,Ambrisentan,ambrisentan (generic for Letairis)
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Amjevita Ankylosing Spondylitis,Amjevita
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Amjevita Crohn’s Disease (adult),Amjevita
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Amjevita Crohn’s Disease (pediatric),Amjevita
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Amjevita Hidradenitis Suppurativa,Amjevita
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Amjevita Plaque Psoriasis (adult),Amjevita
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Amjevita Polyarticular Juvenile Idiopathic Arthritis (PJIA),Amjevita
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Amjevita Psoriatic Arthritis (adult),Amjevita
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Amjevita Rheumatoid Arthritis,Amjevita
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Amjevita Ulcerative Colitis (adult),Amjevita
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Amjevita Uveitis (adult),Amjevita
CARDIOVASCULAR - CALCIUM CHANNEL BLOCKERS DHP,Amlodipine tablet,amlodipine (generic for Norvasc)
DUCHENNE MUSCULAR DYSTROPHY TREATMENTS,Amondys 45,Amondys 45
MISCELLANEOUS - SKELETAL MUSCLE RELAXANTS,Amrix,Amrix
RESPIRATORY - CHRONIC OBSTRUCTIVE PULMONARY DISEASE COPD,Anoro Ellipta,Anoro Ellipta
ENDOCRINOLOGY - INSULINS: RAPID ACTING,Apidra,Apidra vial/SoloSTAR
ENDOCRINOLOGY - INSULINS: RAPID ACTING,Apidra SoloStar,Apidra vial/SoloSTAR
BEHAVIORAL HEALTH - NOVEL ANTIDEPRESSANTS,Aplenzin,Aplenzin
ANTICONVULSANTS - SECOND GENERATION,Aptiom,Aptiom
HEMATOLOGIC - HEMATOPOIETIC AGENTS,Aranesp,Aranesp
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Arcalyst Cryopyrin Associated Periodic Syndromes (CAPS) including Familial Cold Autoinflammatory Syndrome (FCAS) and Muckle-Wells Syndrome (MWS),Arcalyst
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Arcalyst Deficiency of Interleukin-1 Receptor Antagonist (DIRA),Arcalyst
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Arcalyst Recurrent Pericarditis (RP),Arcalyst
BEHAVIORAL HEALTH - ALZHEIMERS AGENTS,Aricept,Aricept
ANTIBIOTICS - INHALED,Arikayce,Arikayce
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,Aripiprazole ODT,aripiprazole/ODT/solution (generic for Abilify/Discmelt/oral solution)
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,Aripiprazole oral solution,aripiprazole/ODT/solution (generic for Abilify/Discmelt/oral solution)
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,Aripiprazole tablet,aripiprazole/ODT/solution (generic for Abilify/Discmelt/oral solution)
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,Aristada,Aristada
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,Aristada Initio,Aristada Initio
RESPIRATORY - INHALED CORTICOSTEROIDS ADRENERGIC AND COMBINATIONS,Armonair Digihaler,ArmonAir Digihaler
RESPIRATORY - INHALED CORTICOSTEROIDS,Arnuity Ellipta,Arnuity Ellipta
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,Asenapine,asenapine (generic for Saphris)
RESPIRATORY - INHALED CORTICOSTEROIDS,Asmanex HFA,Asmanex HFA
RESPIRATORY - INHALED CORTICOSTEROIDS,Asmanex Twisthaler,Asmanex
CARDIOVASCULAR - PLATELET INHIBITORS,Aspirin / Dipyridamole,aspirin/dipyridamole (generic for Aggrenox)
DISEASE MODIFYING THERAPY,Aubagio tablet,Aubagio
GENITOURINARYRENAL - ELECTROLYTE DEPLETERS,Auryxia,Auryxia
CENTRAL NERVOUS SYSTEM - MOVEMENT DISORDERS,Austedo,Austedo
CENTRAL NERVOUS SYSTEM - MOVEMENT DISORDERS,Austedo XR,Austedo XR
CENTRAL NERVOUS SYSTEM - MOVEMENT DISORDERS,Austedo XR titration pack,Austedo XR
BEHAVIORAL HEALTH - NOVEL ANTIDEPRESSANTS,Auvelity,Auvelity
SELF-INJECTION EPINEPHRINE,Auvi-Q 0.1 mg,Auvi-Q
SELF-INJECTION EPINEPHRINE,Auvi-Q 0.15 mg,Auvi-Q
SELF-INJECTION EPINEPHRINE,Auvi-Q 0.3 mg,Auvi-Q
DISEASE MODIFYING THERAPY,Avonex auto-injector,Avonex
DISEASE MODIFYING THERAPY,Avonex prefilled syringe,Avonex
BEHAVIORAL HEALTH - ANTIHYPERKINESIS,Azstarys,Azstarys
MISCELLANEOUS - SKELETAL MUSCLE RELAXANTS,Baclofen oral solution,baclofen
MISCELLANEOUS - SKELETAL MUSCLE RELAXANTS,Baclofen tablet,baclofen
DISEASE MODIFYING THERAPY,Bafiertam,Bafiertam
ANTICONVULSANTS - SECOND GENERATION,Banzel oral suspension,Banzel
ANTICONVULSANTS - SECOND GENERATION,Banzel tablet,Banzel
ENDOCRINOLOGY - INSULINS: LONG ACTING,Basaglar Kwikpen,Basaglar KwikPen
CARDIOVASCULAR - ACE INHIBITORS AND COMBINATIONS,Benazepril,benazepril (generic for Lotensin)
CARDIOVASCULAR - BETA-BLOCKERS AND COMBINATION,Betapace,Betapace
CARDIOVASCULAR - BETA-BLOCKERS AND COMBINATION,Betapace AF,Betapace AF
ANTIBIOTICS - INHALED,Bethkis,Bethkis
RESPIRATORY - CHRONIC OBSTRUCTIVE PULMONARY DISEASE COPD,Bevespi Aerosphere,Bevespi Aerosphere
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Bimzelx Ankylosing Spondylitis,Bimzelx
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Bimzelx Hidradenitis Suppurativa,Bimzelx
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Bimzelx Non-Radiographic Axial Spondyloarthritis,Bimzelx
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Bimzelx Plaque Psoriasis (adult),Bimzelx
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Bimzelx Psoriatic Arthritis (adult),Bimzelx
CARDIOVASCULAR - ORAL PULMONARY HYPERTENSION AGENTS,Bosentan,bosentan (generic for Tracleer)
RESPIRATORY - INHALED CORTICOSTEROIDS ADRENERGIC AND COMBINATIONS,Breo Ellipta,Breo Ellipta
RESPIRATORY - INHALED CORTICOSTEROIDS ADRENERGIC AND COMBINATIONS,Breztri Aerosphere,Breztri Aerosphere
CARDIOVASCULAR - PLATELET INHIBITORS,Brilinta,Brilinta
DISEASE MODIFYING THERAPY,Briumvi,Briumvi
ANTICONVULSANTS - SECOND GENERATION,Briviact,Briviact
RESPIRATORY - INHALED CORTICOSTEROIDS ADRENERGIC AND COMBINATIONS,Budesonide / Formoterol authorized generic Symbicort,budesonide/formoterol fumarate (generic for Symbicort)
RESPIRATORY - INHALED CORTICOSTEROIDS,Budesonide respules (inhalation suspension),budesonide (generic for Pulmicort)
UREA CYCLE DISORDERS ORAL,Buphenyl powder,Buphenyl powder
UREA CYCLE DISORDERS ORAL,Buphenyl tablet,Buphenyl tablet
ENDOCRINOLOGY - GLUCAGON-LIKE PEPTIDE-1 GLP-1 AGONISTS AND COMBINATIONS,Bydureon Bcise,Bydureon BCise
ENDOCRINOLOGY - GLUCAGON-LIKE PEPTIDE-1 GLP-1 AGONISTS AND COMBINATIONS,Byetta,Byetta
CARDIOVASCULAR - ANGIOTENSIN II RECEPTOR BLOCKERS AND COMBINATIONS,Candesartan,candesartan (generic for Atacand)
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,Caplyta,Caplyta
CARDIOVASCULAR - ACE INHIBITORS AND COMBINATIONS,Captopril,captopril (generic for Capoten)
HEMATOLOGIC - SICKLE CELL GENE THERAPY,Casgevy intravenous suspension,Casgevy
ANTIBIOTICS - INHALED,Cayston,Cayston
OPHTHALMIC - ANTIINFLAMMATORYIMMUNOMODULATORS,Cequa,Cequa
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Cibinqo Atopic Dermatitis (adult),Cibinqo
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Cibinqo Atopic Dermatitis (pediatric),Cibinqo
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Cimzia Ankylosing Spondylitis,Cimzia
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Cimzia Crohn’s Disease (adult),Cimzia
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Cimzia Non-Radiographic Axial Spondyloarthritis,Cimzia
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Cimzia Plaque Psoriasis (adult),Cimzia
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Cimzia Polyarticular Juvenile Idiopathic Arthritis (PJIA),Cimzia
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Cimzia Psoriatic Arthritis (adult),Cimzia
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Cimzia Rheumatoid Arthritis,Cimzia
RESPIRATORY - ASTHMA IMMUNOMODULATORS,Cinqair Asthma (adult),Cinqair
ANTIBIOTICS - VAGINAL,Cleocin 2% cream,Cleocin Cream/Ovules
ANTIBIOTICS - VAGINAL,Cleocin Ovules / vaginal suppository,Cleocin Cream/Ovules
ANTIBIOTICS - VAGINAL,Cleocin ovules / vaginal suppository,Cleocin Cream/Ovules
ANTIBIOTICS - VAGINAL,Clindamycin 2% Cream,clindamycin
ANTIBIOTICS - VAGINAL,Clindesse 2% prefilled applicator cream,Clindesse
ANTICONVULSANTS - SECOND GENERATION,Clobazam oral suspension,clobazam (generic for Onfi)
ANTICONVULSANTS - SECOND GENERATION,Clobazam tablet,clobazam (generic for Onfi)
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,Clozapine ODT,clozapine ODT (generic for Fazaclo)
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,Clozapine tablet,clozapine (generic for Clozaril)
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,Clozaril,Clozaril
OPHTHALMICGLAUCOMA - BETA BLOCKER AGENTS,Combigan,Combigan
RESPIRATORY - CHRONIC OBSTRUCTIVE PULMONARY DISEASE COPD,Combivent Respimat inhalation aerosol solution,Combivent Respimat
BEHAVIORAL HEALTH - ANTIHYPERKINESIS,Concerta ER,Concerta
DISEASE MODIFYING THERAPY,Copaxone 20 mg,Copaxone
DISEASE MODIFYING THERAPY,Copaxone 40 mg,Copaxone
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Cosentyx Ankylosing Spondylitis,Cosentyx
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Cosentyx Enthesitis-Related Arthritis (pediatric),Cosentyx
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Cosentyx Hidradenitis Suppurativa,Cosentyx
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Cosentyx Non-Radiographic Axial Spondyloarthritis,Cosentyx
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Cosentyx Plaque Psoriasis (adult),Cosentyx
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Cosentyx Plaque Psoriasis (pediatric),Cosentyx
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Cosentyx Psoriatic Arthritis (adult),Cosentyx
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Cosentyx Psoriatic Arthritis (pediatric),Cosentyx
MISCELLANEOUS - PANCREATIC ENZYMES,Creon,Creon
OPHTHALMIC - ANTIINFLAMMATORYIMMUNOMODULATORS,Cyclosporine ophthalmic emulsion,cyclosporine (generic for Restasis)
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Cyltezo Ankylosing Spondylitis,Cyltezo
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Cyltezo Crohn’s Disease (adult),Cyltezo
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Cyltezo Crohn’s Disease (pediatric),Cyltezo
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Cyltezo Hidradenitis Suppurativa,Cyltezo
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Cyltezo Plaque Psoriasis (adult),Cyltezo
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Cyltezo Polyarticular Juvenile Idiopathic Arthritis (PJIA),Cyltezo
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Cyltezo Psoriatic Arthritis (adult),Cyltezo
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Cyltezo Rheumatoid Arthritis,Cyltezo
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Cyltezo Ulcerative Colitis (adult),Cyltezo
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Cyltezo Uveitis (adult),Cyltezo
RESPIRATORY - CHRONIC OBSTRUCTIVE PULMONARY DISEASE COPD,Daliresp,Daliresp
MISCELLANEOUS - SKELETAL MUSCLE RELAXANTS,Dantrium,Dantrium
ENDOCRINOLOGY - SODIUM GLUCOSE CO-TRANSPORTER 2 INHIBITOR AND COMBINATIONS,Dapagliflozin,dapagliflozin (generic for Farxiga)
ANTICONVULSANTS - FIRST GENERATION,Depakote,Depakote
ANTICONVULSANTS - SECOND GENERATION,Diacomit capsule,Diacomit
ANTICONVULSANTS - SECOND GENERATION,Diacomit packet for oral suspension,Diacomit
DISEASE MODIFYING THERAPY,Dimethyl Fumarate,dimethyl fumarate DR (generic for Tecfidera)
BEHAVIORAL HEALTH - ALZHEIMERS AGENTS,Donepezil ODT,donepezil/ODT/23 mg (generic for Aricept/ODT/23 mg)
BEHAVIORAL HEALTH - ALZHEIMERS AGENTS,Donepezil tablet,donepezil/ODT/23 mg (generic for Aricept/ODT/23 mg)
RESPIRATORY - CHRONIC OBSTRUCTIVE PULMONARY DISEASE COPD,Duaklir Pressair,Duaklir Pressair
RESPIRATORY - INHALED CORTICOSTEROIDS ADRENERGIC AND COMBINATIONS,Dulera,Dulera
BEHAVIORAL HEALTH - NOVEL ANTIDEPRESSANTS,Duloxetine,"duloxetine (generic for Cymbalta, Irenka)"
ATOPIC DERMATITIS TREATMENTS,Dupixent Asthma (adult),Dupixent
ATOPIC DERMATITIS TREATMENTS,Dupixent Asthma (pediatric),Dupixent
ATOPIC DERMATITIS TREATMENTS,Dupixent Atopic Dermatitis (adult),Dupixent
ATOPIC DERMATITIS TREATMENTS,Dupixent Atopic Dermatitis (pediatric),Dupixent
ATOPIC DERMATITIS TREATMENTS,Dupixent Chronic Obstructive Pulmonary Disease (COPD),Dupixent
ATOPIC DERMATITIS TREATMENTS,Dupixent Chronic Rhinosinusitis with Nasal Polyposis,Dupixent
ATOPIC DERMATITIS TREATMENTS,Dupixent Chronic obstructive pulmonary disease (COPD),Dupixent
ATOPIC DERMATITIS TREATMENTS,Dupixent Eosinophilic Esophagitis,Dupixent
ATOPIC DERMATITIS TREATMENTS,Dupixent Eosinophilic or Corticosteroid-Dependent Asthma,Dupixent
ATOPIC DERMATITIS TREATMENTS,Dupixent Prurigo Nodularis,Dupixent
BEHAVIORAL HEALTH - ANTIHYPERKINESIS,Dyanavel XR,Dyanavel XR
CARDIOVASCULAR - ANGIOTENSIN II RECEPTOR BLOCKERS AND COMBINATIONS,Edarbi,Edarbi
CARDIOVASCULAR - ANGIOTENSIN II RECEPTOR BLOCKERS AND COMBINATIONS,Edarbyclor,Edarbyclor
DUCHENNE MUSCULAR DYSTROPHY TREATMENTS,Elevidys intravenous infusion kit,Elevidys
HEMATOLOGIC - ANTICOAGULANTS,Eliquis,Eliquis
CENTRAL NERVOUS SYSTEM - CALCITONIN GENE-RELATED PEPTIDE INHIBITORS - MIGRAINE AND CLUSTER HEADACHE PREVENTION,Emgality 100 mg,Emgality 100 mg
CENTRAL NERVOUS SYSTEM - CALCITONIN GENE-RELATED PEPTIDE INHIBITORS - MIGRAINE AND CLUSTER HEADACHE PREVENTION,Emgality 120 mg,Emgality 120 mg
CARDIOVASCULAR - ACE INHIBITORS AND COMBINATIONS,Enalapril,enalapril (generic for Vasotec)
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Enbrel Ankylosing Spondylitis,Enbrel
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Enbrel Plaque Psoriasis (adult),Enbrel
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Enbrel Plaque Psoriasis (pediatric),Enbrel
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Enbrel Polyarticular Juvenile Idiopathic Arthritis (PJIA),Enbrel
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Enbrel Psoriatic Arthritis (adult),Enbrel
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Enbrel Psoriatic Arthritis (pediatric),Enbrel
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,Enbrel Rheumatoid Arthritis,Enbrel
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,"Entyvio Crohn’s Disease (adult), vial",Entyvio
IMMUNOLOGIC - SYSTEMIC IMMUNOMODULATORS,"Entyvio Ulcerative Colitis (adult), vial",Entyvio
ANTICONVULSANTS - SECOND GENERATION,Epidiolex,Epidiolex
SELF-INJECTION EPINEPHRINE,Epinephrine (Generic Adrenaclick) 0.15mg,"epinephrine (generic for Adrenaclick, EpiPen, EpiPen Jr.)"
SELF-INJECTION EPINEPHRINE,Epinephrine (Generic Adrenaclick) 0.3mg,"epinephrine (generic for Adrenaclick, EpiPen, EpiPen Jr.)"
SELF-INJECTION EPINEPHRINE,Epinephrine (Mylan Ag Epipen And Jr) 0.15mg Mylan's EpiPen Jr AG,"epinephrine (generic for Adrenaclick, EpiPen, EpiPen Jr.)"
SELF-INJECTION EPINEPHRINE,Epinephrine (Mylan Ag Epipen And Jr) 0.3mg Mylan's EpiPen AG,"epinephrine (generic for Adrenaclick, EpiPen, EpiPen Jr.)"
