therapeutic_class,pdl_name,status
ANALGESICS - TRAMADOL AND TRAMADOL-LIKE DERIVATIVES,"tramadol ER (generic for ConZip, Ryzolt ER, Ultram ER)",Preferred
ANALGESICS - TRAMADOL AND TRAMADOL-LIKE DERIVATIVES,tramadol solution (generic for Qdolo),Preferred
ANALGESICS - TRAMADOL AND TRAMADOL-LIKE DERIVATIVES,ConZip,Non-Preferred
ANTIBIOTICS - SECOND GENERATION CEPHALOSPORINS,"cefaclor caps, ER tabs, susp. (generic for Ceclor)",Preferred
ANTIBIOTICS - SECOND GENERATION CEPHALOSPORINS,cefprozil susp./tabs (generic for Cefzil Susp/Tabs),Preferred
ANTIBIOTICS - SECOND GENERATION CEPHALOSPORINS,cefuroxime (generic for Ceftin),Preferred
ANTIBIOTICS - THIRD GENERATION CEPHALOSPORINS,cefdinir caps/susp. (generic for Omnicef cap/susp),Preferred
ANTIBIOTICS - THIRD GENERATION CEPHALOSPORINS,cefixime caps/susp. (generic for Suprax),Preferred
ANTIBIOTICS - THIRD GENERATION CEPHALOSPORINS,"cefpodoxime tabs, susp. (generic for Vantin)",Preferred
ANTIBIOTICS - MACROLIDES,azithromycin (generic for Zithromax),Preferred
ANTIBIOTICS - MACROLIDES,clarithromycin/ER/susp (generic for Biaxin/XL/susp),Preferred
ANTIBIOTICS - MACROLIDES,E.E.S.,Preferred
ANTIBIOTICS - MACROLIDES,EryPed 200 susp,Preferred
ANTIBIOTICS - MACROLIDES,erythromycin base cap,Preferred
ANTIBIOTICS - MACROLIDES,erythromycin base tab (generic for E-Mycin),Preferred
ANTIBIOTICS - MACROLIDES,erythromycin ethylsuccinate (generic for E.E.S.),Preferred
ANTIBIOTICS - MACROLIDES,EryPed 400 susp,Non-Preferred
ANTIBIOTICS - MACROLIDES,Ery-Tab,Non-Preferred
ANTIBIOTICS - MACROLIDES,Erythrocin,Non-Preferred
ANTIBIOTICS - MACROLIDES,Zithromax,Non-Preferred
ANTIBIOTICS - SECOND GENERATION QUINOLONES,ciprofloxacin (generic for Cipro),Preferred
ANTIBIOTICS - SECOND GENERATION QUINOLONES,Cipro susp,Preferred
ANTIBIOTICS - SECOND GENERATION QUINOLONES,ofloxacin (generic for Floxin),Preferred
ANTIBIOTICS - SECOND GENERATION QUINOLONES,Cipro,Non-Preferred
ANTIBIOTICS - SECOND GENERATION QUINOLONES,Qty limits apply,Preferred
ANTIBIOTICS - THIRD GENERATION QUINOLONES,levofloxacin (generic for Levaquin),Preferred
ANTIBIOTICS - THIRD GENERATION QUINOLONES,moxifloxacin (generic for Avelox),Preferred
ANTIBIOTICS - THIRD GENERATION QUINOLONES,Baxdela,Non-Preferred
ANTIBIOTICS - THIRD GENERATION QUINOLONES,Qty limits apply,Preferred
ANTIBIOTICS - HERPETIC ANTIVIRALS,acyclovir (generic for Zovirax),Preferred
ANTIBIOTICS - HERPETIC ANTIVIRALS,famciclovir (generic for Famvir),Preferred
ANTIBIOTICS - HERPETIC ANTIVIRALS,valacyclovir (generic for Valtrex),Preferred
ANTIBIOTICS - HERPETIC ANTIVIRALS,Valtrex,Non-Preferred
ANTIBIOTICS - INHALED,Bethkis,Preferred
ANTIBIOTICS - INHALED,Kitabis Pak,Preferred
ANTIBIOTICS - INHALED,Tobi Podhaler,Preferred
ANTIBIOTICS - INHALED,tobramycin (generic for Bethkis),Preferred
ANTIBIOTICS - INHALED,"tobramycin pak/ solution (generic for Kitabis, Tobi)",Preferred
ANTIBIOTICS - INHALED,Arikayce,Non-Preferred
ANTIBIOTICS - INHALED,Cayston,Non-Preferred
ANTIBIOTICS - INHALED,Tobi,Non-Preferred
ANTIBIOTICS - VAGINAL,clindamycin,Preferred
ANTIBIOTICS - VAGINAL,Clindesse,Preferred
ANTIBIOTICS - VAGINAL,metronidazole,Preferred
ANTIBIOTICS - VAGINAL,Nuvessa,Preferred
ANTIBIOTICS - VAGINAL,Cleocin Cream/Ovules,Non-Preferred
ANTIBIOTICS - VAGINAL,Vandazole,Non-Preferred
ANTIBIOTICS - VAGINAL,Xaciato,Non-Preferred
ANTICONVULSANTS - CARBAMAZEPINE DERIVATIVES,carbamazepine chew/susp/tab/XR (generic for Tegretol/XR),Preferred
ANTICONVULSANTS - CARBAMAZEPINE DERIVATIVES,carbamazepine ER (generic for Carbatrol),Preferred
ANTICONVULSANTS - CARBAMAZEPINE DERIVATIVES,Carbatrol,Preferred
ANTICONVULSANTS - CARBAMAZEPINE DERIVATIVES,Epitol,Preferred
ANTICONVULSANTS - CARBAMAZEPINE DERIVATIVES,oxcarbazepine susp (generic for Trileptal Susp),Preferred
ANTICONVULSANTS - CARBAMAZEPINE DERIVATIVES,oxcarbazepine tab (generic for Trileptal),Preferred
ANTICONVULSANTS - CARBAMAZEPINE DERIVATIVES,Tegretol XR,Preferred
ANTICONVULSANTS - CARBAMAZEPINE DERIVATIVES,Trileptal suspension,Preferred
ANTICONVULSANTS - CARBAMAZEPINE DERIVATIVES,Equetro,Non-Preferred
ANTICONVULSANTS - CARBAMAZEPINE DERIVATIVES,Oxtellar XR,Non-Preferred
ANTICONVULSANTS - CARBAMAZEPINE DERIVATIVES,Tegretol susp/tab,Non-Preferred
ANTICONVULSANTS - CARBAMAZEPINE DERIVATIVES,Trileptal tab,Non-Preferred
ANTICONVULSANTS - FIRST GENERATION,Celontin,Preferred
ANTICONVULSANTS - FIRST GENERATION,Depakote Sprinkle,Preferred
ANTICONVULSANTS - FIRST GENERATION,Dilantin Infatab,Preferred
ANTICONVULSANTS - FIRST GENERATION,divalproex/ER/sprinkle (generic for Depakote/ER/Sprinkle),Preferred
ANTICONVULSANTS - FIRST GENERATION,ethosuximide cap/syrup (generic for Zarontin),Preferred
ANTICONVULSANTS - FIRST GENERATION,felbamate (generic for Felbatol),Preferred
ANTICONVULSANTS - FIRST GENERATION,methsuximide (generic for Celontin),Preferred
ANTICONVULSANTS - FIRST GENERATION,phenytoin cap/susp/chew (generic for Dilantin/cap/susp/chew),Preferred
ANTICONVULSANTS - FIRST GENERATION,phenytoin (generic for Phenytek),Preferred
ANTICONVULSANTS - FIRST GENERATION,primidone (generic for Mysoline),Preferred
ANTICONVULSANTS - FIRST GENERATION,valproic acid cap/syrup (generic for Depakene),Preferred
ANTICONVULSANTS - FIRST GENERATION,Depakote,Non-Preferred
ANTICONVULSANTS - FIRST GENERATION,Depakote ER,Non-Preferred
ANTICONVULSANTS - FIRST GENERATION,Dilantin cap/susp,Non-Preferred
ANTICONVULSANTS - FIRST GENERATION,Felbatol,Non-Preferred
ANTICONVULSANTS - FIRST GENERATION,Mysoline,Non-Preferred
ANTICONVULSANTS - FIRST GENERATION,Phenytek,Non-Preferred
ANTICONVULSANTS - FIRST GENERATION,Zarontin cap/syrup,Non-Preferred
ANTICONVULSANTS - ACUTE TREATMENT,diazepam (generic for Diastat),Preferred
ANTICONVULSANTS - ACUTE TREATMENT,Nayzilam,Preferred
ANTICONVULSANTS - ACUTE TREATMENT,Valtoco,Preferred
ANTICONVULSANTS - ACUTE TREATMENT,Libervant,Non-Preferred
ANTICONVULSANTS - SECOND GENERATION,clobazam (generic for Onfi),Preferred
ANTICONVULSANTS - SECOND GENERATION,Epidiolex,Preferred
ANTICONVULSANTS - SECOND GENERATION,gabapentin (generic for Neurontin),Preferred
ANTICONVULSANTS - SECOND GENERATION,lacosamide (generic for Vimpat),Preferred
ANTICONVULSANTS - SECOND GENERATION,lamotrigine/ODT/XR (generic for Lamictal/ODT/XR),Preferred
ANTICONVULSANTS - SECOND GENERATION,levetiracetam/ER (generic for Keppra/XR),Preferred
ANTICONVULSANTS - SECOND GENERATION,pregabalin (generic for Lyrica),Preferred
ANTICONVULSANTS - SECOND GENERATION,rufinamide susp/tab (generic for Banzel),Preferred
ANTICONVULSANTS - SECOND GENERATION,Sabril,Preferred
ANTICONVULSANTS - SECOND GENERATION,tiagabine (generic for Gabitril),Preferred
ANTICONVULSANTS - SECOND GENERATION,Topamax sprinkle,Preferred
ANTICONVULSANTS - SECOND GENERATION,topiramate (generic for Topamax),Preferred
ANTICONVULSANTS - SECOND GENERATION,topiramate ER (generic for Qudexy XR),Preferred
ANTICONVULSANTS - SECOND GENERATION,topiramate ER (generic for Trokendi XR),Preferred
ANTICONVULSANTS - SECOND GENERATION,vigabatrin (generic for Sabril),Preferred
ANTICONVULSANTS - SECOND GENERATION,zonisamide (generic for Zonegran),Preferred
ANTICONVULSANTS - SECOND GENERATION,Aptiom,Non-Preferred
ANTICONVULSANTS - SECOND GENERATION,Banzel,Non-Preferred
ANTICONVULSANTS - SECOND GENERATION,Briviact,Non-Preferred
ANTICONVULSANTS - SECOND GENERATION,Diacomit,Non-Preferred
ANTICONVULSANTS - SECOND GENERATION,Elepsia XR,Non-Preferred
ANTICONVULSANTS - SECOND GENERATION,Eprontia,Non-Preferred
ANTICONVULSANTS - SECOND GENERATION,Fintepla,Non-Preferred
ANTICONVULSANTS - SECOND GENERATION,Fycompa,Non-Preferred
ANTICONVULSANTS - SECOND GENERATION,Keppra tab/sol,Non-Preferred
ANTICONVULSANTS - SECOND GENERATION,Keppra XR,Non-Preferred
ANTICONVULSANTS - SECOND GENERATION,Lamictal tab,Non-Preferred
ANTICONVULSANTS - SECOND GENERATION,Lamictal ODT,Non-Preferred
ANTICONVULSANTS - SECOND GENERATION,Lamictal XR,Non-Preferred
ANTICONVULSANTS - SECOND GENERATION,Lyrica (requires additional clinical PA),Non-Preferred
ANTICONVULSANTS - SECOND GENERATION,Motpoly XR,Non-Preferred
ANTICONVULSANTS - SECOND GENERATION,Neurontin,Non-Preferred
ANTICONVULSANTS - SECOND GENERATION,Onfi,Non-Preferred
ANTICONVULSANTS - SECOND GENERATION,Qudexy XR,Non-Preferred
ANTICONVULSANTS - SECOND GENERATION,Spritam,Non-Preferred
ANTICONVULSANTS - SECOND GENERATION,Sympazan,Non-Preferred
ANTICONVULSANTS - SECOND GENERATION,Topamax,Non-Preferred
ANTICONVULSANTS - SECOND GENERATION,Trokendi XR,Non-Preferred
ANTICONVULSANTS - SECOND GENERATION,Vimpat,Non-Preferred
ANTICONVULSANTS - SECOND GENERATION,Xcopri,Non-Preferred
ANTICONVULSANTS - SECOND GENERATION,Zonisade,Non-Preferred
ANTICONVULSANTS - SECOND GENERATION,Ztalmy,Non-Preferred
ANTIFUNGALS,ciclopirox solution (generic for Penlac),Preferred
ANTIFUNGALS,itraconazole,Preferred
ANTIFUNGALS,luliconazole (generic for Luzu),Preferred
ANTIFUNGALS,oxiconazole (generic for Oxistat),Preferred
ANTIFUNGALS,tavaborole (generic for Kerydin),Preferred
ANTIFUNGALS,terbinafine (generic of Lamisil),Preferred
ANTIFUNGALS,Jublia,Non-Preferred
ANTIFUNGALS,Luzu,Non-Preferred
ANTIFUNGALS,Oxistat,Non-Preferred
ANTIFUNGALS,Sporanox,Non-Preferred
ANTIPARKINSONS AGENTS - DOPAMINE RECEPTOR AGONISTS,pramipexole/ER (generic for Mirapex/ER),Preferred
ANTIPARKINSONS AGENTS - DOPAMINE RECEPTOR AGONISTS,ropinirole/ER (generic for Requip/XL),Preferred
ANTIPARKINSONS AGENTS - DOPAMINE RECEPTOR AGONISTS,Inbrija,Non-Preferred
ANTIPARKINSONS AGENTS - DOPAMINE RECEPTOR AGONISTS,Neupro,Non-Preferred
ANTIVIRALS - TREATMENTPROPHYLAXIS OF INFLUENZA,amantadine (generic for Symmetrel),Preferred
ANTIVIRALS - TREATMENTPROPHYLAXIS OF INFLUENZA,oseltamivir (generic for Tamiflu),Preferred
ANTIVIRALS - TREATMENTPROPHYLAXIS OF INFLUENZA,rimantadine (generic for Flumadine),Preferred
ANTIVIRALS - TREATMENTPROPHYLAXIS OF INFLUENZA,Flumadine tablet,Non-Preferred
ANTIVIRALS - TREATMENTPROPHYLAXIS OF INFLUENZA,Relenza,Non-Preferred
ANTIVIRALS - TREATMENTPROPHYLAXIS OF INFLUENZA,Tamiflu,Non-Preferred
ANTIVIRALS - TREATMENTPROPHYLAXIS OF INFLUENZA,Xofluza,Non-Preferred
ATOPIC DERMATITIS TREATMENTS,Adbry,Preferred
ATOPIC DERMATITIS TREATMENTS,Dupixent,Preferred
ATOPIC DERMATITIS TREATMENTS,Elidel,Preferred
ATOPIC DERMATITIS TREATMENTS,Eucrisa,Preferred
ATOPIC DERMATITIS TREATMENTS,pimecrolimus (generic for Elidel),Preferred
ATOPIC DERMATITIS TREATMENTS,tacrolimus (generic for Protopic),Preferred
ATOPIC DERMATITIS TREATMENTS,Opzelura,Non-Preferred
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,Abilify Asimtufii,Preferred
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,Abilify Maintena,Preferred
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,aripiprazole/ODT/solution (generic for Abilify/Discmelt/oral solution),Preferred
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,Aristada,Preferred
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,Aristada Initio,Preferred
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,asenapine (generic for Saphris),Preferred
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,clozapine (generic for Clozaril),Preferred
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,clozapine ODT (generic for Fazaclo),Preferred
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,Invega Sustenna/Trinza/Hafyera,Preferred
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,lurasidone (generic for Latuda),Preferred
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,olanzapine/ODT/IM (generic for Zyprexa),Preferred
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,olanzapine/fluoxetine (generic for Symbyax),Preferred
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,paliperidone (generic for Invega),Preferred
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,Perseris,Preferred
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,quetiapine/ER (generic for Seroquel/XR),Preferred
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,Risperdal Consta,Preferred
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,risperidone/ODT (generic for Risperdal/MT),Preferred
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,risperidone IM,Preferred
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,Uzedy,Preferred
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,Vraylar,Preferred
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,ziprasidone/IM (generic for Geodon),Preferred
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,Abilify,Non-Preferred
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,Abilify MyCite,Non-Preferred
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,Caplyta,Non-Preferred
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,Clozaril,Non-Preferred
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,Fanapt,Non-Preferred
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,Geodon/IM,Non-Preferred
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,Invega,Non-Preferred
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,Latuda,Non-Preferred
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,Lybalvi,Non-Preferred
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,Rexulti,Non-Preferred
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,Risperdal,Non-Preferred
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,Rykindo,Non-Preferred
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,Saphris,Non-Preferred
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,Secuado Transdermal System,Non-Preferred
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,Seroquel/XR,Non-Preferred
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,Symbyax,Non-Preferred
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,Versacloz,Non-Preferred
BEHAVIORAL HEALTH - ATYPICAL ANTIPSYCHOTICS AND COMBOS,Zyprexa/IM/Relprevv/Zydis,Non-Preferred
BEHAVIORAL HEALTH - ALZHEIMERS AGENTS,donepezil/ODT/23 mg (generic for Aricept/ODT/23 mg),Preferred
BEHAVIORAL HEALTH - ALZHEIMERS AGENTS,Exelon patch,Preferred
BEHAVIORAL HEALTH - ALZHEIMERS AGENTS,galantamine/ER (generic for Razadyne),Preferred
BEHAVIORAL HEALTH - ALZHEIMERS AGENTS,memantine tab/dose pack/soln (generic for Namenda tab/dose pack/soln),Preferred
BEHAVIORAL HEALTH - ALZHEIMERS AGENTS,memantine ER (generic for Namenda XR),Preferred
BEHAVIORAL HEALTH - ALZHEIMERS AGENTS,rivastigmine capsule/patch (generic for Exelon capsule/patch),Preferred
BEHAVIORAL HEALTH - ALZHEIMERS AGENTS,Adlarity,Non-Preferred
BEHAVIORAL HEALTH - ALZHEIMERS AGENTS,Aricept,Non-Preferred
BEHAVIORAL HEALTH - ALZHEIMERS AGENTS,Aricept 23 mg,Non-Preferred
BEHAVIORAL HEALTH - ALZHEIMERS AGENTS,Namenda XR (not a cholinesterase inhibitor),Non-Preferred
BEHAVIORAL HEALTH - ALZHEIMERS AGENTS,Namzaric,Non-Preferred
BEHAVIORAL HEALTH - NOVEL ANTIDEPRESSANTS,bupropion (generic for Wellbutrin),Preferred
BEHAVIORAL HEALTH - NOVEL ANTIDEPRESSANTS,bupropion SR (generic for Wellbutrin SR),Preferred
BEHAVIORAL HEALTH - NOVEL ANTIDEPRESSANTS,bupropion XL (generic for Forfivo XL),Preferred
BEHAVIORAL HEALTH - NOVEL ANTIDEPRESSANTS,bupropion XL (generic for Wellbutrin XL),Preferred
BEHAVIORAL HEALTH - NOVEL ANTIDEPRESSANTS,desvenlafaxine ER (generic for Pristiq),Preferred
BEHAVIORAL HEALTH - NOVEL ANTIDEPRESSANTS,"duloxetine (generic for Cymbalta, Irenka)",Preferred
BEHAVIORAL HEALTH - NOVEL ANTIDEPRESSANTS,mirtazapine (generic for Remeron),Preferred
BEHAVIORAL HEALTH - NOVEL ANTIDEPRESSANTS,mirtazapine ODT (generic for Remeron Sol- Tabs),Preferred
BEHAVIORAL HEALTH - NOVEL ANTIDEPRESSANTS,nefazodone (generic for Serzone),Preferred
BEHAVIORAL HEALTH - NOVEL ANTIDEPRESSANTS,trazodone (generic for Desyrel),Preferred
BEHAVIORAL HEALTH - NOVEL ANTIDEPRESSANTS,venlafaxine (generic for Effexor),Preferred
BEHAVIORAL HEALTH - NOVEL ANTIDEPRESSANTS,venlafaxine ER (generic for Effexor XR/Venlafaxine XR),Preferred
BEHAVIORAL HEALTH - NOVEL ANTIDEPRESSANTS,vilazodone (generic for Viibryd),Preferred
BEHAVIORAL HEALTH - NOVEL ANTIDEPRESSANTS,Aplenzin,Non-Preferred
BEHAVIORAL HEALTH - NOVEL ANTIDEPRESSANTS,Auvelity,Non-Preferred
BEHAVIORAL HEALTH - NOVEL ANTIDEPRESSANTS,Cymbalta,Non-Preferred
BEHAVIORAL HEALTH - NOVEL ANTIDEPRESSANTS,Drizalma Sprinkle,Non-Preferred
BEHAVIORAL HEALTH - NOVEL ANTIDEPRESSANTS,Effexor XR,Non-Preferred
BEHAVIORAL HEALTH - NOVEL ANTIDEPRESSANTS,Emsam,Non-Preferred
BEHAVIORAL HEALTH - NOVEL ANTIDEPRESSANTS,Fetzima,Non-Preferred
BEHAVIORAL HEALTH - NOVEL ANTIDEPRESSANTS,Forfivo XL,Non-Preferred
BEHAVIORAL HEALTH - NOVEL ANTIDEPRESSANTS,Pristiq,Non-Preferred
BEHAVIORAL HEALTH - NOVEL ANTIDEPRESSANTS,Remeron,Non-Preferred
BEHAVIORAL HEALTH - NOVEL ANTIDEPRESSANTS,Remeron Sol-Tabs,Non-Preferred
BEHAVIORAL HEALTH - NOVEL ANTIDEPRESSANTS,Spravato (requires additional clinical PA),Non-Preferred
BEHAVIORAL HEALTH - NOVEL ANTIDEPRESSANTS,Trintellix,Non-Preferred
BEHAVIORAL HEALTH - NOVEL ANTIDEPRESSANTS,Venlafaxine Besylate ER,Non-Preferred
BEHAVIORAL HEALTH - NOVEL ANTIDEPRESSANTS,Viibryd,Non-Preferred
BEHAVIORAL HEALTH - NOVEL ANTIDEPRESSANTS,Wellbutrin SR,Non-Preferred
BEHAVIORAL HEALTH - NOVEL ANTIDEPRESSANTS,Wellbutrin XL,Non-Preferred
BEHAVIORAL HEALTH - NOVEL ANTIDEPRESSANTS,Zurzuvae,Non-Preferred
BEHAVIORAL HEALTH - ANXIOLYTICS,alprazolam/XR (generic for Xanax/XR),Preferred
BEHAVIORAL HEALTH - ANXIOLYTICS,buspirone (generic for Buspar),Preferred
BEHAVIORAL HEALTH - ANXIOLYTICS,chlordiazepoxide (generic for Librium),Preferred
BEHAVIORAL HEALTH - ANXIOLYTICS,clonazepam (generic for Klonopin),Preferred
BEHAVIORAL HEALTH - ANXIOLYTICS,clorazepate (generic for Tranxene),Preferred
BEHAVIORAL HEALTH - ANXIOLYTICS,diazepam (generic for Valium),Preferred
BEHAVIORAL HEALTH - ANXIOLYTICS,lorazepam (generic for Ativan),Preferred
BEHAVIORAL HEALTH - ANXIOLYTICS,oxazepam (generic for Serax),Preferred
BEHAVIORAL HEALTH - ANXIOLYTICS,Ativan,Non-Preferred
BEHAVIORAL HEALTH - ANXIOLYTICS,Loreev XR,Non-Preferred
BEHAVIORAL HEALTH - ANXIOLYTICS,Klonopin,Non-Preferred
BEHAVIORAL HEALTH - ANXIOLYTICS,Xanax,Non-Preferred
BEHAVIORAL HEALTH - ANXIOLYTICS,Xanax XR,Non-Preferred
BEHAVIORAL HEALTH - SEROTONIN REUPTAKE INHIBITORS AND COMBOS,citalopram (generic for Celexa),Preferred
BEHAVIORAL HEALTH - SEROTONIN REUPTAKE INHIBITORS AND COMBOS,escitalopram/soln (generic for Lexapro),Preferred
BEHAVIORAL HEALTH - SEROTONIN REUPTAKE INHIBITORS AND COMBOS,fluoxetine/Weekly (generic for Prozac/Weekly/Sarafem),Preferred
BEHAVIORAL HEALTH - SEROTONIN REUPTAKE INHIBITORS AND COMBOS,fluvoxamine/ER (generic for Luvox CR),Preferred
BEHAVIORAL HEALTH - SEROTONIN REUPTAKE INHIBITORS AND COMBOS,paroxetine/ER (generic for Paxil/Brisdelle/CR),Preferred
BEHAVIORAL HEALTH - SEROTONIN REUPTAKE INHIBITORS AND COMBOS,sertraline (generic for Zoloft),Preferred
BEHAVIORAL HEALTH - SEROTONIN REUPTAKE INHIBITORS AND COMBOS,sertraline capsule,Preferred
BEHAVIORAL HEALTH - SEROTONIN REUPTAKE INHIBITORS AND COMBOS,Celexa,Non-Preferred
BEHAVIORAL HEALTH - SEROTONIN REUPTAKE INHIBITORS AND COMBOS,Lexapro tab,Non-Preferred
BEHAVIORAL HEALTH - SEROTONIN REUPTAKE INHIBITORS AND COMBOS,Paxil/CR,Non-Preferred
BEHAVIORAL HEALTH - SEROTONIN REUPTAKE INHIBITORS AND COMBOS,Prozac,Non-Preferred
BEHAVIORAL HEALTH - SEROTONIN REUPTAKE INHIBITORS AND COMBOS,Zoloft,Non-Preferred
BEHAVIORAL HEALTH - SEDATIVE HYPNOTICS,doxepin (generic for Silenor),Preferred
BEHAVIORAL HEALTH - SEDATIVE HYPNOTICS,estazolam (generic for Prosom),Preferred
BEHAVIORAL HEALTH - SEDATIVE HYPNOTICS,eszopiclone (generic for Lunesta),Preferred
BEHAVIORAL HEALTH - SEDATIVE HYPNOTICS,flurazepam (generic for Dalmane),Preferred
BEHAVIORAL HEALTH - SEDATIVE HYPNOTICS,ramelteon (generic for Rozerem),Preferred
BEHAVIORAL HEALTH - SEDATIVE HYPNOTICS,temazepam (generic for Restoril),Preferred
BEHAVIORAL HEALTH - SEDATIVE HYPNOTICS,triazolam (generic for Halcion),Preferred
BEHAVIORAL HEALTH - SEDATIVE HYPNOTICS,zaleplon (generic for Sonata),Preferred
BEHAVIORAL HEALTH - SEDATIVE HYPNOTICS,zolpidem capsule,Preferred
BEHAVIORAL HEALTH - SEDATIVE HYPNOTICS,zolpidem/ER (generic for Ambien/CR),Preferred
BEHAVIORAL HEALTH - SEDATIVE HYPNOTICS,zolpidem SL (generic for Intermezzo),Preferred
BEHAVIORAL HEALTH - SEDATIVE HYPNOTICS,Ambien/CR,Non-Preferred
BEHAVIORAL HEALTH - SEDATIVE HYPNOTICS,Belsomra,Non-Preferred
