therapeutic_class,capsule_name,pdl_name
ANTIINFECTIVES,Emtriva oral solution,EMTRIVA
CARDIOVASCULAR MEDICATIONS,Enalapril,enalapril generic
IMMUNOSUPPRESSANT DRUGS,Enbrel,ENBREL
NUTRITION / BLOOD MODIFIERS / ELECTROLYTES,Endari,ENDARI
IMMUNOSUPPRESSANT DRUGS,Enspryng,ENSPRYNG
ANTIINFECTIVES,Entecavir,entecavir generic
IMMUNOSUPPRESSANT DRUGS,Entyvio,ENTYVIO
IMMUNOSUPPRESSANT DRUGS,Envarsus XR,ENVARSUS XR
ANTIINFECTIVES,Epclusa,EPCLUSA PAK
AUTONOMIC AND CNS MEDICATIONS,Epidiolex,EPIDIOLEX
RESPIRATORY MEDICATIONS,Epipen,"EPIPEN, -JR."
RESPIRATORY MEDICATIONS,Epipen Jr.,"EPIPEN, -JR."
ANTIINFECTIVES,Epivir HBV oral solution,EPIVIR SOLN
IMMUNOLOGICALS,Epogen,EPOGEN
AUTONOMIC AND CNS MEDICATIONS,Eprontia,EPRONTIA
AUTONOMIC AND CNS MEDICATIONS,Equetro,EQUETRO
GASTROINTESTINAL MEDICATIONS,Esomeprazole,esomeprazole inj. generic
NUTRITION / BLOOD MODIFIERS / ELECTROLYTES,Esperoct,ESPEROCT
DERMATOLOGICAL MEDICATIONS,Eucrisa,EUCRISA
AUTONOMIC AND CNS MEDICATIONS,Evrysdi,EVRYSDI
NUTRITION / BLOOD MODIFIERS / ELECTROLYTES,Fabhalta,FABHALTA
AUTONOMIC AND CNS MEDICATIONS,Fanapt,FANAPT
ENDOCRINE MEDICATIONS,Farxiga,FARXIGA
RESPIRATORY MEDICATIONS,Fasenra auto-injector,FASENRA PEN
AUTONOMIC AND CNS MEDICATIONS,Felbatol tablet,FELBATOL TABS
IMMUNOSUPPRESSANT DRUGS,Fensolvi,FENSOLVI
AUTONOMIC AND CNS MEDICATIONS,Fetzima,FETZIMA
MUSCULOSKELETAL MEDICATIONS,Fexmid,FEXMID
ENDOCRINE MEDICATIONS,Fiasp,FIASP
ENDOCRINE MEDICATIONS,Fiasp FlexTouch,FIASP
UROLOGICAL/RENAL MEDICATIONS,Filspari,FILSPARI
AUTONOMIC AND CNS MEDICATIONS,Fingolimod capsule,fingolimod 0.5mg generic
AUTONOMIC AND CNS MEDICATIONS,Fintepla,FINTEPLA
ENDOCRINE MEDICATIONS,Forteo,FORTEO
CARDIOVASCULAR MEDICATIONS,Fosinopril,fosinopril generic
DIABETIC SUPPLIES,Freestyle Libre,"FREESTYLE LIBRE, -2, -2 Plus, -3, -3 Plus"
DIABETIC SUPPLIES,Freestyle Libre 2,"FREESTYLE LIBRE, -2, -2 Plus, -3, -3 Plus"
DIABETIC SUPPLIES,Freestyle Libre 3,"FREESTYLE LIBRE, -2, -2 Plus, -3, -3 Plus"
IMMUNOSUPPRESSANT DRUGS,Fruzaqla,FRUZAQLA
IMMUNOLOGICALS,Fulphila,FULPHILA
IMMUNOLOGICALS,Fylnetra,FYLNETRA
ENDOCRINE MEDICATIONS,Galafold,GALAFOLD
AUTONOMIC AND CNS MEDICATIONS,Galantamine ER,"galantamine tabs, -er caps generic"
AUTONOMIC AND CNS MEDICATIONS,Galantamine oral solution,galantamine soln. generic
AUTONOMIC AND CNS MEDICATIONS,Galantamine tablet,"galantamine tabs, -er caps generic"
IMMUNOSUPPRESSANT DRUGS,Gavreto,GAVRETO
