therapeutic_class,capsule_name,pdl_name,status
Aminoglycosides,Bethkis,Bethkis,Preferred
Respiratory Beta-Adrenergic Agonists,Bevespi Aerosphere,Bevespi,Preferred
Estrogens/Treatments for menopausal symptoms,Bijuva capsule,Bijuva,Non-Preferred
Respiratory Corticosteroids,Breo Ellipta,Breo Ellipta,Preferred
Respiratory Corticosteroids,Breztri Aerosphere,Breztri Aerosphere,Non-Preferred
"Platelet-aggregation Inhibitors/ Vasodilating Agents, Misc",Brilinta,Brilinta,Preferred
Immunomodulatory Agents used to treat MS,Briumvi,Briumvi,Non-Preferred
Respiratory Corticosteroids,Budesonide / Formoterol authorized generic Symbicort,budesonide/formoterol (generic),Non-Preferred
Respiratory Corticosteroids,Budesonide respules (inhalation suspension),budesonide,Preferred
Incretin Mimetics,Bydureon Bcise,Bydureon Bcise,Preferred
Incretin Mimetics,Byetta,Byetta,Preferred
Miscellaneous Cardiac Drugs,Camzyos,Camzyos,Non-Preferred
Angiotensin II Receptor Antagonists,Candesartan,candesartan,Preferred
ACE Inhibitors,Captopril,captopril,Preferred
Miscellaneous β-Lactams,Cayston,Cayston,Non-Preferred
Complement Inhibitors for the Treatment of Hereditary Angioedema (HAE),Cinryze,Cinryze,Non-Preferred
Miscellaneous Antibacterials,Cleocin 2% cream,Cleocin,Non-Preferred
Miscellaneous Antibacterials,Cleocin ovules / vaginal suppository,Cleocin,Non-Preferred
Antibacterials,Clindamycin 2% Cream,clindamycin (vaginal only),Preferred
Antibacterials,Clindesse 2% prefilled applicator cream,Clindesse,Non-Preferred
Respiratory Beta-Adrenergic Agonists,Combivent Respimat inhalation aerosol solution,Combivent Respimat,Preferred
Cerebral Stimulants/ Agents Used for ADHD (Long-Acting),Concerta ER,Concerta,Preferred
Immunomodulatory Agents used to treat MS,Copaxone 20 mg,Copaxone,Preferred
Immunomodulatory Agents used to treat MS,Copaxone 40 mg,Copaxone,Preferred
Direct-Acting Skeletal Muscle Relaxants,Dantrium,Dantrium,Non-Preferred
Sodium-glucose Co-transporter 2 Inhibitor,Dapagliflozin,dapagliflozin,Preferred
Immunomodulatory Agents used to treat MS,Dimethyl Fumarate,dimethyl fumarate,Preferred
Alzheimer’s Agents,Donepezil ODT,donepezil,Preferred
Alzheimer’s Agents,Donepezil tablet,donepezil,Preferred
Respiratory Beta-Adrenergic Agonists,Duaklir Pressair,Duaklir Pressair,Non-Preferred
Estrogens/Treatments for menopausal symptoms,Duavee tablet,Duavee,Non-Preferred
Respiratory Corticosteroids,Dulera,Dulera,Preferred
Antidepressants,Duloxetine,duloxetine,Preferred
Cerebral Stimulants/ Agents Used for ADHD (Long-Acting),Dyanavel XR,Dyanavel XR,Non-Preferred
Angiotensin II Receptor Antagonists,Edarbi,Edarbi,Non-Preferred
Angiotensin II Receptor Antagonists,Edarbyclor,Edarbyclor,Non-Preferred
Oral Anticoagulants,Eliquis,Eliquis,Preferred
Calcitonin Gene-related Peptide (CGRP) Antagonists,Emgality 100 mg,Emgality,Non-Preferred
Calcitonin Gene-related Peptide (CGRP) Antagonists,Emgality 120 mg,Emgality,Non-Preferred
ACE Inhibitors,Enalapril,enalapril,Preferred
Nucleosides and Nucleotides,Entecavir,entecavir,Preferred
HCV Antivirals,Epclusa,Epclusa,Preferred
Angiotensin II Receptor Antagonists,Eprosartan,eprosartan,Preferred
Antiulcer Agents and Acid Suppressants,Esomeprazole,esomeprazole magnesium,Preferred
Miscellaneous Antilipemic Agents,Evkeeza,Evkeeza,Non-Preferred
Alzheimer’s Agents,Exelon,Exelon,Non-Preferred
Sodium-glucose Co-transporter 2 Inhibitor,Farxiga,Farxiga,Preferred
Antidepressants,Fetzima,Fetzima,Non-Preferred
Centrally Acting Skeletal Muscle Relaxants,Fexmid,Fexmid,Non-Preferred
Insulins,Fiasp,Fiasp,Non-Preferred
Insulins,Fiasp FlexTouch,Fiasp,Non-Preferred
Immunomodulatory Agents used to treat MS,Fingolimod capsule,fingolimod,Preferred
Complement Inhibitors for the Treatment of Hereditary Angioedema (HAE),Firazyr,Firazyr,Non-Preferred
GABA-derivative Skeletal Muscle Relaxants,Fleqsuvy,Fleqsuvy,Non-Preferred
Respiratory Corticosteroids,Flovent Diskus,Flovent Diskus,Preferred
Respiratory Corticosteroids,Flovent HFA,Flovent HFA,Preferred
Respiratory Corticosteroids,Fluticasone / Salmeterol generic Advair Diskus,fluticasone/salmeterol (Diskus),Non-Preferred
Respiratory Corticosteroids,Fluticasone / Salmeterol generic Advair HFA,fluticasone/salmeterol (HFA),Non-Preferred
Respiratory Corticosteroids,Fluticasone / Vilanterol,fluticasone/vilanterol,Preferred
ACE Inhibitors,Fosinopril,fosinopril,Preferred
Alzheimer’s Agents,Galantamine oral solution,galantamine,Preferred
Alzheimer’s Agents,Galantamine tablet,galantamine,Preferred
Growth Hormone Agents,Genotropin,Genotropin,Preferred
Immunomodulatory Agents used to treat MS,Gilenya capsule,Gilenya,Non-Preferred
Immunomodulatory Agents used to treat MS,Glatiramer Acetate prefilled syringe,glatiramer (generic),Non-Preferred
Sodium-glucose Co-transporter 2 Inhibitor,Glyxambi,Glyxambi,Non-Preferred
Complement Inhibitors for the Treatment of Hereditary Angioedema (HAE),Haegarda,Haegarda,Non-Preferred
HCV Antivirals,Harvoni,Harvoni,Preferred
Beta-Adrenergic Blocking Agents,Hemangeol,Hemangeol,Preferred
Nucleosides and Nucleotides,Hepsera,Hepsera,Non-Preferred
Insulins,Humalog Junior KwikPen,Humalog,Non-Preferred
Insulins,"Humalog KwikPen, U-100",Humalog,Non-Preferred
Insulins,Humalog vial,Humalog,Non-Preferred
Growth Hormone Agents,Humatrope,Humatrope,Non-Preferred
Complement Inhibitors for the Treatment of Hereditary Angioedema (HAE),Icatibant,icatibant,Preferred
Inhaled Antimuscarinics,Incruse Ellipta,Incruse Ellipta,Preferred
Insulins,Insulin Glargine,insulin glargine,Non-Preferred
Insulins,Insulin Lispro,insulin lispro,Preferred
Sodium-glucose Co-transporter 2 Inhibitor,Invokamet,Invokamet,Preferred
Sodium-glucose Co-transporter 2 Inhibitor,Invokamet XR,Invokamet XR,Non-Preferred
Sodium-glucose Co-transporter 2 Inhibitor,Invokana,Invokana,Preferred
Angiotensin II Receptor Antagonists,Irbesartan,irbesartan,Preferred
Dipeptidyl Peptidase-4 (DPP-4) Inhibitors,Janumet,Janumet,Preferred
Dipeptidyl Peptidase-4 (DPP-4) Inhibitors,Januvia,Januvia,Preferred
Sodium-glucose Co-transporter 2 Inhibitor,Jardiance,Jardiance,Preferred
Dipeptidyl Peptidase-4 (DPP-4) Inhibitors,Jentadueto,Jentadueto,Preferred
Cerebral Stimulants/ Agents Used for ADHD (Long-Acting),Jornay PM,Jornay PM,Non-Preferred
Complement Inhibitors for the Treatment of Hereditary Angioedema (HAE),Kalbitor,Kalbitor,Non-Preferred
Mineralocorticoid (Aldosterone) Receptor Antagonists,Kerendia,Kerendia,Non-Preferred
Immunomodulatory Agents used to treat MS,Kesimpta,Kesimpta,Non-Preferred
Aminoglycosides,Kitabis Pak,Kitabis,Preferred
Dipeptidyl Peptidase-4 (DPP-4) Inhibitors,Kombiglyze XR,Kombiglyze XR,Preferred
Antiulcer Agents and Acid Suppressants,Konvomep,Konvomep,Non-Preferred
Antigout Agents,Krystexxa,Krystexxa,Non-Preferred
Antiulcer Agents and Acid Suppressants,Lansoprazole,lansoprazole,Preferred
Antiulcer Agents and Acid Suppressants,Lansoprazole / Amoxicillin / Clarithromycin,lansoprazole/amoxicillin/ clarithromycin,Preferred
Insulins,Lantus SoloStar,Lantus,Preferred
Insulins,Lantus vial,Lantus,Preferred
HCV Antivirals,Ledipasvir / Sofosbuvir,ledipasvir-sofosbuvir,Preferred
Respiratory Beta-Adrenergic Agonists,Levalbuterol Tartrate inhalation aerosol solution,levalbuterol inhalation solution,Preferred
Insulins,Levemir FlexTouch,Levemir,Non-Preferred
Insulins,Levemir vial,Levemir,Non-Preferred
ACE Inhibitors,Lisinopril,lisinopril,Preferred
Centrally Acting Skeletal Muscle Relaxants,Lorzone,Lorzone,Non-Preferred
Angiotensin II Receptor Antagonists,Losartan,losartan,Preferred
Insulins,"Lyumjev KwikPen, U-100",Lyumjev,Non-Preferred
Insulins,"Lyumjev KwikPen, U-200",Lyumjev,Non-Preferred
Insulins,Lyumjev vial,Lyumjev,Non-Preferred
GABA-derivative Skeletal Muscle Relaxants,Lyvispah,Lyvispah,Non-Preferred
HCV Antivirals,Mavyret,Mavyret,Preferred
Antibacterials,Maxitrol ophthalmic ointment,Maxitrol,Non-Preferred
Antibacterials,Maxitrol ophthalmic suspension,Maxitrol,Non-Preferred
Alzheimer’s Agents,Memantine XR,memantine,Preferred
Alzheimer’s Agents,Memantine oral solution,memantine,Preferred
Alzheimer’s Agents,Memantine tablet,memantine,Preferred
Centrally Acting Skeletal Muscle Relaxants,Metaxalone,metaxalone,Preferred
Beta-Adrenergic Blocking Agents,Metoprolol Succinate ER tablet,metoprolol,Preferred
Miscellaneous Antiprotozoals,Metronidazole 0.75% Gel,metronidazole,Preferred
ACE Inhibitors,Moexipril,moexipril,Preferred
Incretin Mimetics,Mounjaro,Mounjaro,Non-Preferred
Alzheimer’s Agents,Namenda,Namenda,Non-Preferred
Alzheimer’s Agents,Namenda XR,Namenda XR,Non-Preferred
Alzheimer’s Agents,Namzaric,Namzaric,Non-Preferred
Scabicides and Pediculicides,Natroba,Natroba,Non-Preferred
Antiulcer Agents and Acid Suppressants,Nexium DR capsule,Nexium,Non-Preferred
Antiulcer Agents and Acid Suppressants,Nexium DR packet for oral suspension,Nexium,Non-Preferred
Growth Hormone Agents,Ngenla,Ngenla,Non-Preferred
Growth Hormone Agents,Norditropin,Norditropin,Non-Preferred
Miscellaneous Skeletal Muscle Relaxants,Norgesic Forte,Norgesic Forte,Non-Preferred
Insulins,Novolin 70/30,Novolin 70/30,Preferred
Insulins,Novolin 70/30 Flexpen OTC,Novolin 70/30,Preferred
Insulins,Novolin N,Novolin N,Preferred
Insulins,Novolin R,Novolin R,Preferred
Insulins,Novolog,Novolog,Preferred
Insulins,Novolog 70/30,Novolog Mix,Preferred
Insulins,Novolog 70/30 FlexPen,Novolog Mix,Preferred
Insulins,Novolog FlexPen,Novolog,Preferred
Insulins,Novolog cartridge,Novolog,Preferred
Calcitonin Gene-related Peptide (CGRP) Antagonists,Nurtec ODT Acute Treatment,Nurtec ODT,Non-Preferred
Calcitonin Gene-related Peptide (CGRP) Antagonists,Nurtec ODT Migraine Prophylaxis,Nurtec ODT,Non-Preferred
Growth Hormone Agents,Nutropin AQ,Nutropin,Non-Preferred
Antibacterials,Nuvessa,Nuvessa,Non-Preferred
Immunomodulatory Agents used to treat MS,Ocrevus,Ocrevus,Non-Preferred
Immunomodulatory Agents used to treat MS,Ocrevus Zunovo subcutaneous vial,Ocrevus,Non-Preferred
Angiotensin II Receptor Antagonists,Olmesartan,olmesartan,Preferred
Antiulcer Agents and Acid Suppressants,Omeprazole capsule,omeprazole,Preferred
Antiulcer Agents and Acid Suppressants,Omeprazole tablet,omeprazole,Preferred
Growth Hormone Agents,Omnitrope,Omnitrope,Preferred
Dipeptidyl Peptidase-4 (DPP-4) Inhibitors,Onglyza,Onglyza,Preferred
Janus Kinase Inhibitors,"Opzelura cream, Atopic Dermatitis",Opzelura,Non-Preferred
Janus Kinase Inhibitors,"Opzelura cream, Nonsegmental Vitiligo",Opzelura,Non-Preferred
Complement Inhibitors for the Treatment of Hereditary Angioedema (HAE),Orladeyo,Orladeyo,Non-Preferred
Miscellaneous Skeletal Muscle Relaxants,Orphenadrine ER,orphenadrine,Preferred
Neuraminidase Inhibitors,Oseltamivir,oseltamivir†,Preferred
Incretin Mimetics,Ozempic,Ozempic,Preferred
Antiulcer Agents and Acid Suppressants,Pantoprazole DR packet for oral suspension,pantoprazole,Preferred
Antiulcer Agents and Acid Suppressants,Pantoprazole tablet,pantoprazole,Preferred
Antidepressants,"Paroxetine 7.5 mg, IR capsule",paroxetine,Preferred
Miscellaneous Antivirals,"Paxlovid tablet therapy pack, 150 mg / 100 mg",Paxlovid,Preferred
Miscellaneous Antivirals,"Paxlovid tablet therapy pack, 300 mg / 100 mg",Paxlovid,Preferred
ACE Inhibitors,Perindopril,perindopril,Preferred
Immunomodulatory Agents used to treat MS,Ponvory starter pack,Ponvory,Non-Preferred
Immunomodulatory Agents used to treat MS,Ponvory tablet,Ponvory,Non-Preferred
Oral Anticoagulants,Pradaxa,Pradaxa,Preferred
Proprotein Convertase Subtilisin Kexin Type 9 (PCSK9) Inhibitors,Praluent,Praluent,Non-Preferred
Estrogens/Treatments for menopausal symptoms,Premarin tablet,Premarin (tablets only),Preferred
Antiulcer Agents and Acid Suppressants,Prevacid SoluTab,Prevacid,Non-Preferred
Antiulcer Agents and Acid Suppressants,Prevacid capsule,Prevacid,Non-Preferred
Antiulcer Agents and Acid Suppressants,Prilosec DR capsule,Prilosec,Non-Preferred
Antiulcer Agents and Acid Suppressants,Prilosec DR packet for oral suspension,Prilosec,Non-Preferred
Respiratory Beta-Adrenergic Agonists,Proair Digihaler,ProAir Digihaler,Preferred
Respiratory Beta-Adrenergic Agonists,Proair Respiclick,ProAir Respiclick,Preferred
Antiulcer Agents and Acid Suppressants,Protonix DR packet oral suspension,Protonix,Non-Preferred
Antiulcer Agents and Acid Suppressants,Protonix DR tablet,Protonix,Non-Preferred
Respiratory Corticosteroids,Pulmicort Flexhaler,Pulmicort Flexhaler,Preferred
Respiratory Corticosteroids,Pulmicort Respules 0.25 mg,Pulmicort Respules,Non-Preferred
Respiratory Corticosteroids,Pulmicort Respules 0.5 mg,Pulmicort Respules,Non-Preferred
Respiratory Corticosteroids,Pulmicort Respules 1 mg,Pulmicort Respules,Non-Preferred
Miscellaneous Antibacterials,Pylera,Pylera,Non-Preferred
Cerebral Stimulants/ Agents Used for ADHD (Long-Acting),Qelbree,Qelbree ER,Non-Preferred
Sodium-glucose Co-transporter 2 Inhibitor,Qtern,Qtern,Non-Preferred
Cerebral Stimulants/ Agents Used for ADHD (Long-Acting),Quillichew XR,Quillichew ER,Non-Preferred
Cerebral Stimulants/ Agents Used for ADHD (Long-Acting),Quillivant XR,Quillivant XR,Non-Preferred
ACE Inhibitors,Quinapril,quinapril,Preferred
Calcitonin Gene-related Peptide (CGRP) Antagonists,Qulipta,Qulipta,Preferred
Respiratory Corticosteroids,Qvar,QVAR Redihaler,Preferred
Antiulcer Agents and Acid Suppressants,Rabeprazole sprinkle capsule,rabeprazole,Preferred
Antiulcer Agents and Acid Suppressants,Rabeprazole tablet,rabeprazole,Preferred
ACE Inhibitors,Ramipril,ramipril,Preferred
Miscellaneous Cardiac Drugs,Ranexa,Ranexa,Non-Preferred
Immunomodulatory Agents used to treat MS,Rebif (Interferon Beta-1a) prefilled syringe,Rebif,Preferred
Proprotein Convertase Subtilisin Kexin Type 9 (PCSK9) Inhibitors,Repatha,Repatha,Non-Preferred
Selective Serotonin Agonists,Reyvow,Reyvow,Non-Preferred
Alzheimer’s Agents,Rivastigmine capsule,rivastigmine,Preferred
Alzheimer’s Agents,Rivastigmine oral solution,rivastigmine,Preferred
Alzheimer’s Agents,Rivastigmine patch,rivastigmine,Preferred
Complement Inhibitors for the Treatment of Hereditary Angioedema (HAE),Ruconest,Ruconest,Non-Preferred
Incretin Mimetics,Rybelsus,Rybelsus,Preferred
Growth Hormone Agents,Saizen,Saizen,Non-Preferred
Complement Inhibitors for the Treatment of Hereditary Angioedema (HAE),Sajazir,Sajazir,Non-Preferred
Therapeutics Immunomodulators/ Disease-Modifying Antirheumatic Agents,Saphnelo,Saphnelo,Non-Preferred
Oral Anticoagulants,Savaysa,Savaysa,Non-Preferred
Sodium-glucose Co-transporter 2 Inhibitor,Segluromet,Segluromet,Non-Preferred
Prenatal Vitamins,Select-Ob + Dha,Select-OB+DHA,Non-Preferred
Prenatal Vitamins,Select-Ob Tab Chew,Select-OB,Non-Preferred
Insulins,Semglee,Semglee,Non-Preferred
Growth Hormone Agents,Skytrofa,Skytrofa,Preferred
HCV Antivirals,Sofosbuvir / Velpatasvir,sofosbuvir-velpatasvir,Preferred
Insulins,Soliqua,Soliqua,Non-Preferred
Miscellaneous Antiprotozoals,Solosec,Solosec,Non-Preferred
Centrally Acting Skeletal Muscle Relaxants,Soma,Soma,Non-Preferred
HCV Antivirals,Sovaldi,Sovaldi,Non-Preferred
Scabicides and Pediculicides,Spinosad topical suspension,spinosad,Preferred
Inhaled Antimuscarinics,Spiriva Handihaler inhalation capsule,Spiriva Handihaler,Preferred
Inhaled Antimuscarinics,Spiriva Respimat inhalation aerosol solution,Spiriva Respimat,Preferred
Antidepressants,Spravato,Spravato,Non-Preferred
Sodium-glucose Co-transporter 2 Inhibitor,Steglatro,Steglatro,Non-Preferred
Sodium-glucose Co-transporter 2 Inhibitor,Steglujan,Steglujan,Non-Preferred
Respiratory Beta-Adrenergic Agonists,Stiolto Respimat,Stiolto Respimat,Preferred
Opiate Partial Agonists,Sublocade,Sublocade,Preferred
Opiate Partial Agonists,Suboxone,Suboxone,Preferred
Selective Serotonin Agonists,Sumatriptan / Naproxen sodium tablet,sumatriptan and naproxen,Preferred
Wakefulness Promoting Agents,Sunosi,Sunosi,Non-Preferred
Respiratory Corticosteroids,Symbicort,Symbicort,Preferred
Sodium-glucose Co-transporter 2 Inhibitor,Synjardy,Synjardy,Preferred
Sodium-glucose Co-transporter 2 Inhibitor,Synjardy XR,Synjardy XR,Preferred
Complement Inhibitors for the Treatment of Hereditary Angioedema (HAE),Takhzyro prefilled syringe,Takhzyro,Non-Preferred
Complement Inhibitors for the Treatment of Hereditary Angioedema (HAE),Takhzyro vial,Takhzyro,Non-Preferred
Antiulcer Agents and Acid Suppressants,Talicia,Talicia,Non-Preferred
Neuraminidase Inhibitors,Tamiflu,Tamiflu†,Preferred
Immunomodulatory Agents used to treat MS,Tecfidera (Dimethyl Fumarate) DR capsule,Tecfidera,Non-Preferred
Angiotensin II Receptor Antagonists,Telmisartan,telmisartan,Preferred
Immunomodulatory Agents used to treat MS,Teriflunomide,teriflunomide,Preferred
Aminoglycosides,Tobi,TOBI,Non-Preferred
Aminoglycosides,Tobi Podhaler,TOBI Podhaler,Non-Preferred
Antibacterials,Tobradex ST ophthalmic suspension,TobraDex ST,Non-Preferred
Aminoglycosides,Tobramycin generic Bethkis,tobramycin inhalation solution (generic Bethkis),Non-Preferred
Aminoglycosides,Tobramycin generic Kitabis,tobramycin inhalation solution (generic Kitabis),Non-Preferred
Aminoglycosides,Tobramycin generic Tobi,tobramycin inhalation solution (generic TOBI),Preferred
Insulins,Toujeo Max Solostar,Toujeo (U-300),Preferred
Insulins,Toujeo Solostar,Toujeo (U-300),Preferred
Dipeptidyl Peptidase-4 (DPP-4) Inhibitors,Tradjenta,Tradjenta,Preferred
ACE Inhibitors,Trandolapril,trandolapril,Preferred
Respiratory Corticosteroids,Trelegy Ellipta,Trelegy Ellipta,Non-Preferred
Insulins,"Tresiba FlexTouch, U-100",Tresiba,Non-Preferred
Insulins,"Tresiba FlexTouch, U-200",Tresiba,Non-Preferred
Insulins,Tresiba vial,Tresiba,Non-Preferred
Antidepressants,Trintellix,Trintellix,Non-Preferred
Incretin Mimetics,Trulicity,Trulicity,Preferred
Inhaled Antimuscarinics,Tudorza Pressair,Tudorza Pressair,Non-Preferred
Immunomodulatory Agents used to treat MS,Tysabri,Tysabri,Preferred
Calcitonin Gene-related Peptide (CGRP) Antagonists,Ubrelvy,Ubrelvy,Preferred
Angiotensin II Receptor Antagonists,Valsartan,valsartan,Preferred
Antibacterials,Vandazole,Vandazole,Non-Preferred
Nucleosides and Nucleotides,Vemlidy,Vemlidy,Non-Preferred
Respiratory Beta-Adrenergic Agonists,Ventolin HFA,Ventolin HFA,Preferred
Estrogens/Treatments for menopausal symptoms,Veozah tablet,Veozah,Non-Preferred
Incretin Mimetics,Victoza,Victoza,Preferred
Antidepressants,Viibryd,Viibryd,Non-Preferred
Prenatal Vitamins,Vitafol Fe+,Vitafol FE+ softgel,Preferred
Prenatal Vitamins,Vitafol Ultra,Vitafol Ultra softgel,Preferred
Prenatal Vitamins,Vitafol-Ob,Vitafol-OB,Preferred
Prenatal Vitamins,Vitafol-One,Vitafol-One softgel,Preferred
HCV Antivirals,Vosevi,Vosevi,Non-Preferred
Calcitonin Gene-related Peptide (CGRP) Antagonists,Vyepti,Vyepti,Non-Preferred
Miscellaneous Cardiac Drugs,Vyndamax,Vyndamax,Non-Preferred
Miscellaneous Cardiac Drugs,Vyndaqel capsule,Vyndaqel,Non-Preferred
Cerebral Stimulants/ Agents Used for ADHD (Long-Acting),Vyvanse capsule,Vyvanse Capsules,Preferred
Cerebral Stimulants/ Agents Used for ADHD (Long-Acting),Vyvanse chewable tablet,Vyvanse Chewable Tablets,Non-Preferred
Wakefulness Promoting Agents,Wakix,Wakix,Non-Preferred
Antibacterials,Xaciato,Xaciato,Non-Preferred
Oral Anticoagulants,Xarelto,Xarelto,Preferred
Oral Anticoagulants,Xarelto 2.5 mg,Xarelto,Preferred
Oral Anticoagulants,Xarelto oral suspension,Xarelto,Preferred
Oral Anticoagulants,Xarelto starter pack,Xarelto,Preferred
Sodium-glucose Co-transporter 2 Inhibitor,Xigduo XR,Xigduo XR,Preferred
Miscellaneous Antivirals,Xofluza,Xofluza†,Preferred
Respiratory Beta-Adrenergic Agonists,Xopenex HFA,Xopenex HFA,Non-Preferred
Insulins,Xultophy,Xultophy,Non-Preferred
Wakefulness Promoting Agents,Xyrem,Xyrem,Non-Preferred
Wakefulness Promoting Agents,Xywav,Xywav,Non-Preferred
Antivirals,Ycanth,Ycanth,Non-Preferred
Inhaled Antimuscarinics,Yupelri inhalation solution,Yupelri,Non-Preferred
Centrally Acting Skeletal Muscle Relaxants,Zanaflex capsule,Zanaflex,Non-Preferred
Centrally Acting Skeletal Muscle Relaxants,Zanaflex tablet,Zanaflex,Non-Preferred
Calcitonin Gene-related Peptide (CGRP) Antagonists,Zavzpret,Zavzpret,Non-Preferred
HCV Antivirals,Zepatier,Zepatier,Preferred
"Anxiolytics, Sedatives, and Hypnotics: Miscellaneous Agents",Zolpidem,zolpidem,Preferred
"Anxiolytics, Sedatives, and Hypnotics: Miscellaneous Agents",Zolpidem CR,zolpidem,Preferred
Antidepressants,Zurzuvae,Zurzuvae,Non-Preferred
