therapeutic_class,pdl_name,status
Antifungals,fluconazole,Preferred
Antifungals,Diflucan,Non-Preferred
Antifungals,Eraxis,Non-Preferred
Antifungals,micafungin,Preferred
Antifungals,Mycamine,Non-Preferred
Antifungals,posaconazole,Preferred
Antifungals,Noxafil,Non-Preferred
Antifungals,itraconazole,Preferred
Antifungals,Sporanox,Non-Preferred
Antifungals,Tolsura,Non-Preferred
Antifungals,voriconazole,Preferred
Antifungals,Vfend,Non-Preferred
Antifungals,Vivjoa,Non-Preferred
Antifungals,amphotericin B,Preferred
Antifungals,griseofulvin,Preferred
Antifungals,ketoconazole,Preferred
Antifungals,nystatin,Preferred
Antifungals,terbinafine,Preferred
Antimalarials,Coartem,Non-Preferred
Antimalarials,pyrimethamine,Preferred
Antimalarials,Daraprim,Non-Preferred
Antimalarials,Krintafel,Non-Preferred
Antimalarials,atovaquone and proguanil,Preferred
Antimalarials,Malarone,Non-Preferred
Antimalarials,quinine,Preferred
Antimalarials,Qualaquin,Non-Preferred
Antimalarials,Sovuna,Non-Preferred
Antimalarials (continued),chloroquine,Preferred
Antimalarials (continued),hydroxychloroquine,Preferred
Antimalarials (continued),mefloquine,Preferred
Antimalarials (continued),primaquine,Preferred
Antituberculosis Agents,ethambutol,Preferred
Antituberculosis Agents,Myambutol,Non-Preferred
Antituberculosis Agents,rifabutin,Preferred
Antituberculosis Agents,Mycobutin,Non-Preferred
Antituberculosis Agents,Paser,Non-Preferred
Antituberculosis Agents,Priftin,Non-Preferred
Antituberculosis Agents,rifampin,Preferred
Antituberculosis Agents,Rifadin,Non-Preferred
Antituberculosis Agents,Sirturo,Non-Preferred
Antituberculosis Agents,Trecator,Non-Preferred
Antituberculosis Agents,cycloserine,Preferred
Antituberculosis Agents,isoniazid,Preferred
Antituberculosis Agents,pretomanid,Preferred
Antituberculosis Agents,pyrazinamide,Preferred
Cephalosporins,Avycaz,Non-Preferred
Cephalosporins,cefotaxime,Preferred
Cephalosporins,Claforan,Non-Preferred
Cephalosporins,Fetroja,Non-Preferred
Cephalosporins,cefixime,Preferred
Cephalosporins,Suprax,Non-Preferred
Cephalosporins,ceftazidime,Preferred
Cephalosporins,Tazicef,Non-Preferred
Cephalosporins,Teflaro,Non-Preferred
Cephalosporins,Zerbaxa,Non-Preferred
Cephalosporins,cefaclor,Preferred
Cephalosporins,cefadroxil,Preferred
Cephalosporins,cefazolin,Preferred
Cephalosporins,cefdinir,Preferred
Cephalosporins,cefepime,Preferred
Cephalosporins,cefpodoxime,Preferred
Cephalosporins,cefprozil,Preferred
Cephalosporins,ceftriaxone,Preferred
Cephalosporins,cefuroxime,Preferred
Cephalosporins,cephalexin,Preferred
Chloramphenicol,chloramphenicol,Preferred
HCV Antivirals,Epclusa,Preferred
HCV Antivirals,sofosbuvir-velpatasvir,Preferred
HCV Antivirals,Harvoni,Preferred
HCV Antivirals,ledipasvir-sofosbuvir,Preferred
HCV Antivirals,Mavyret,Preferred
HCV Antivirals,Zepatier,Preferred
HCV Antivirals,Sovaldi,Non-Preferred
HCV Antivirals,Viekira Pak,Non-Preferred
HCV Antivirals,Vosevi,Non-Preferred
Interferons,Intron A,Non-Preferred
Interferons,Pegasys,Non-Preferred
Macrolides,Dificid,Non-Preferred
Macrolides,erythromycin ethylsuccinate,Preferred
Macrolides,E.E.S.,Non-Preferred
Macrolides,erythromycin ethylsuccinate,Preferred
Macrolides,EryPed,Non-Preferred
Macrolides,erythromycin lactobionate,Preferred
Macrolides,Erythrocin Lactobionate,Non-Preferred
Macrolides,Erythrocin Stearate,Non-Preferred
Macrolides,azithromycin,Preferred
Macrolides,Zithromax,Non-Preferred
Macrolides,clarithromycin,Preferred
Macrolides,clarithromycin ER,Preferred
Macrolides,erythromycin base,Preferred
Miscellaneous Antibacterials,Aemcolo DR,Non-Preferred
Miscellaneous Antibacterials,bacitracin (generic),Non-Preferred
Miscellaneous Antibacterials,clindamycin,Preferred
Miscellaneous Antibacterials,Cleocin,Non-Preferred
Miscellaneous Antibacterials,colistimethate,Preferred
Miscellaneous Antibacterials,Coly-Mycin M,Non-Preferred
Miscellaneous Antibacterials,daptomycin,Preferred
Miscellaneous Antibacterials,Cubicin,Non-Preferred
Miscellaneous Antibacterials,Dalvance,Non-Preferred
Miscellaneous Antibacterials,vancomycin,Preferred
Miscellaneous Antibacterials,Firvanq,Non-Preferred
Miscellaneous Antibacterials,Kimyrsa,Non-Preferred
Miscellaneous Antibacterials,lincomycin,Preferred
Miscellaneous Antibacterials,Lincocin,Non-Preferred
Miscellaneous Antibacterials,Orbactiv,Non-Preferred
Miscellaneous Antibacterials,bismuth/metronid/tetracycline,Preferred
Miscellaneous Antibacterials,Pylera,Non-Preferred
Miscellaneous Antibacterials,Sivextro,Non-Preferred
Miscellaneous Antibacterials,vancomycin,Preferred
Miscellaneous Antibacterials,Vancocin,Non-Preferred
Miscellaneous Antibacterials,Vibativ,Non-Preferred
Miscellaneous Antibacterials,Xenleta,Non-Preferred
Miscellaneous Antibacterials,Xifaxan,Non-Preferred
Miscellaneous Antibacterials,linezolid,Preferred
Miscellaneous Antibacterials,Zyvox,Non-Preferred
Miscellaneous Antibacterials,polymyxin B sulfate,Preferred
Miscellaneous Antimycobacterials,dapsone,Preferred
Miscellaneous Antiprotozoals,metronidazole,Preferred
Miscellaneous Antiprotozoals,Flagyl,Non-Preferred
Miscellaneous Antiprotozoals,Lampit,Non-Preferred
Miscellaneous Antiprotozoals,atovaquone,Preferred
Miscellaneous Antiprotozoals,Mepron,Non-Preferred
Miscellaneous Antiprotozoals,pentamidine,Preferred
Miscellaneous Antiprotozoals,NebuPent,Non-Preferred
Miscellaneous Antiprotozoals,pentamidine,Preferred
Miscellaneous Antiprotozoals,Pentam 300,Non-Preferred
Miscellaneous Antiprotozoals,Solosec,Non-Preferred
Miscellaneous Antiprotozoals,benznidazole,Preferred
Miscellaneous Antiprotozoals,nitazoxanide,Preferred
Miscellaneous Antiprotozoals,tinidazole,Preferred
Miscellaneous Antivirals,Paxlovid,Preferred
Miscellaneous Antivirals,Xofluza†,Preferred
Miscellaneous Antivirals,foscarnet,Preferred
Miscellaneous Antivirals,Foscavir,Non-Preferred
Miscellaneous Antivirals,Livtencity,Non-Preferred
Miscellaneous Antivirals,Prevymis,Non-Preferred
Miscellaneous β-Lactams,aztreonam,Preferred
Miscellaneous β-Lactams,Azactam,Non-Preferred
Miscellaneous β-Lactams,Cayston,Non-Preferred
Miscellaneous β-Lactams,cefotetan,Preferred
Miscellaneous β-Lactams,Cefotan,Non-Preferred
Miscellaneous β-Lactams,ertapenem,Preferred
Miscellaneous β-Lactams,Invanz,Non-Preferred
Miscellaneous β-Lactams,cefoxitin,Preferred
Miscellaneous β-Lactams,Mefoxin,Non-Preferred
Miscellaneous β-Lactams,imipenem and cilastatin,Preferred
Miscellaneous β-Lactams,Primaxin,Non-Preferred
Miscellaneous β-Lactams,Recarbrio,Non-Preferred
Miscellaneous β-Lactams,Vabomere,Non-Preferred
Miscellaneous β-Lactams,meropenem,Preferred
Neuraminidase Inhibitors,Relenza†,Preferred
Neuraminidase Inhibitors,Tamiflu†,Preferred
Neuraminidase Inhibitors,oseltamivir†,Preferred
Neuraminidase Inhibitors,Rapivab,Non-Preferred
Nucleosides and Nucleotides,entecavir,Preferred
Nucleosides and Nucleotides,Baraclude,Non-Preferred
Nucleosides and Nucleotides,adefovir,Preferred
Nucleosides and Nucleotides,Hepsera,Non-Preferred
Nucleosides and Nucleotides,Sitavig,Non-Preferred
Nucleosides and Nucleotides,valganciclovir,Preferred
Nucleosides and Nucleotides,Valcyte,Non-Preferred
Nucleosides and Nucleotides,valacyclovir,Preferred
Nucleosides and Nucleotides,Valtrex,Non-Preferred
Nucleosides and Nucleotides,Veklury,Non-Preferred
Nucleosides and Nucleotides,Vemlidy,Non-Preferred
Nucleosides and Nucleotides,ribavirin,Preferred
Nucleosides and Nucleotides,Virazole,Non-Preferred
Nucleosides and Nucleotides,acyclovir,Preferred
Nucleosides and Nucleotides,Zovirax,Non-Preferred
Nucleosides and Nucleotides,cidofovir,Preferred
Nucleosides and Nucleotides,famciclovir,Preferred
Nucleosides and Nucleotides,ganciclovir,Preferred
Penicillins,amoxicillin and clavulanate,Preferred
Penicillins,Augmentin,Non-Preferred
Penicillins,Bicillin C-R,Non-Preferred
Penicillins,Bicillin L-A,Non-Preferred
Penicillins,penicillin G,Preferred
Penicillins,Pfizerpen,Non-Preferred
Penicillins,ampicillin and sulbactam,Preferred
Penicillins,Unasyn,Non-Preferred
Penicillins,piperacillin and tazobactam,Preferred
Penicillins,Zosyn,Non-Preferred
Penicillins,amoxicillin,Preferred
Penicillins,ampicillin,Preferred
Penicillins,dicloxacillin,Preferred
Penicillins,nafcillin,Preferred
Penicillins,oxacillin,Preferred
Penicillins,penicillin VK,Preferred
Quinolones,Baxdela,Non-Preferred
Quinolones,ciprofloxacin,Preferred
Quinolones,Cipro,Non-Preferred
Quinolones,ciprofloxacin ER,Preferred
Quinolones,Cipro XR,Non-Preferred
Quinolones,levofloxacin,Preferred
Quinolones,moxifloxacin,Preferred
Quinolones,ofloxacin,Preferred
Sulfonamides,sulfamethoxazole and trimethoprim,Preferred
Sulfonamides,Bactrim,Non-Preferred
Sulfonamides,sulfamethoxazole and trimethoprim,Preferred
Sulfonamides,Bactrim DS,Non-Preferred
Sulfonamides,sulfadiazine,Preferred
Sulfonamides,sulfasalazine,Preferred
Sulfonamides,Azulfidine,Non-Preferred
Tetracyclines,doxycycline,Preferred
Tetracyclines,Adoxa,Non-Preferred
Tetracyclines,doxycycline,Preferred
Tetracyclines,Doryx,Non-Preferred
Tetracyclines,Minocin,Non-Preferred
Tetracyclines,doxycycline,Preferred
Tetracyclines,Morgidox,Non-Preferred
Tetracyclines,Nuzyra,Non-Preferred
Tetracyclines,tigecycline,Preferred
Tetracyclines,Tygacil,Non-Preferred
Tetracyclines,doxycycline,Preferred
Tetracyclines,Vibramycin,Non-Preferred
Tetracyclines,Xerava,Non-Preferred
Tetracyclines,demeclocycline,Preferred
Tetracyclines,minocycline,Preferred
Tetracyclines,tetracycline,Preferred
Urinary Anti-infectives,methenamine,Preferred
Urinary Anti-infectives,Hiprex,Non-Preferred
Urinary Anti-infectives,Hyophen,Non-Preferred
Urinary Anti-infectives,nitrofurantoin and nitrofurantoin macrocrystals,Preferred
Urinary Anti-infectives,Macrobid,Non-Preferred
Urinary Anti-infectives,nitrofurantoin macrocrystals,Preferred
Urinary Anti-infectives,Macrodantin,Non-Preferred
Urinary Anti-infectives,fosfomycin,Preferred
Urinary Anti-infectives,Monurol,Non-Preferred
Urinary Anti-infectives,Phosphasal,Non-Preferred
Urinary Anti-infectives,"methenamine, methylene blue, phenyl salicylate, sodium phosphate, and hyoscyamine",Preferred
Urinary Anti-infectives,Uribel,Non-Preferred
Urinary Anti-infectives,Ustell,Non-Preferred
Urinary Anti-infectives,Utira-C,Non-Preferred
Urinary Anti-infectives,"methenamine, sodium phosphate, methylene blue and hyoscyamine",Preferred
Urinary Anti-infectives,trimethoprim,Preferred
Alzheimer’s Agents,Aricept,Preferred
Alzheimer’s Agents,donepezil,Preferred
Alzheimer’s Agents,Adlarity,Non-Preferred
Alzheimer’s Agents,Aduhelm,Non-Preferred
Alzheimer’s Agents,rivastigmine,Preferred
Alzheimer’s Agents,Exelon,Non-Preferred
Alzheimer’s Agents,Leqembi,Non-Preferred
Alzheimer’s Agents,memantine,Preferred
Alzheimer’s Agents,Namenda,Non-Preferred
Alzheimer’s Agents,memantine,Preferred
Alzheimer’s Agents,Namenda XR,Non-Preferred
Alzheimer’s Agents,Namzaric,Non-Preferred
Alzheimer’s Agents,galantamine,Preferred
Alzheimer’s Agents,Razadyne ER,Non-Preferred
Antidepressants,clomipramine,Preferred
Antidepressants,Anafranil,Non-Preferred
Antidepressants,Aplenzin,Non-Preferred
Antidepressants,Auvelity ER,Non-Preferred
Antidepressants,paroxetine,Preferred
Antidepressants,Brisdelle,Non-Preferred
Antidepressants,citalopram,Preferred
Antidepressants,Celexa,Non-Preferred
Antidepressants,duloxetine,Preferred
Antidepressants,Cymbalta,Non-Preferred
Antidepressants,desvenlafaxine ER,Non-Preferred
Antidepressants,Drizalma,Non-Preferred
Antidepressants,venlafaxine,Preferred
Antidepressants,Effexor XR,Non-Preferred
Antidepressants,Emsam,Non-Preferred
Antidepressants,Fetzima,Non-Preferred
Antidepressants,bupropion,Preferred
Antidepressants,Forfivo XL,Non-Preferred
Antidepressants,escitalopram,Preferred
Antidepressants,Lexapro,Non-Preferred
Antidepressants,Marplan,Non-Preferred
Antidepressants,phenelzine,Preferred
Antidepressants,Nardil,Non-Preferred
Antidepressants,desipramine,Preferred
Antidepressants,Norpramin,Non-Preferred
Antidepressants,nortriptyline,Preferred
Antidepressants,Pamelor,Non-Preferred
Antidepressants,paroxetine,Preferred
Antidepressants,Paxil,Non-Preferred
Antidepressants,paroxetine,Preferred
Antidepressants,Paxil CR,Non-Preferred
Antidepressants,Pexeva,Non-Preferred
Antidepressants,desvenlafaxine succinate,Preferred
Antidepressants,Pristiq,Non-Preferred
Antidepressants,fluoxetine,Preferred
Antidepressants,Prozac,Non-Preferred
Antidepressants,mirtazapine,Preferred
Antidepressants,Remeron,Non-Preferred
Antidepressants,Sertraline capsules,Non-Preferred
Antidepressants,doxepin,Preferred
Antidepressants,Silenor,Non-Preferred
Antidepressants,Spravato,Non-Preferred
Antidepressants,Trintellix,Non-Preferred
Antidepressants,vilazodone,Preferred
Antidepressants,Viibryd,Non-Preferred
Antidepressants,bupropion,Preferred
Antidepressants,Wellbutrin SR,Non-Preferred
Antidepressants,bupropion,Preferred
Antidepressants,Wellbutrin XL,Non-Preferred
Antidepressants,sertraline,Preferred
Antidepressants,Zoloft,Non-Preferred
Antidepressants,Zurzuvae,Non-Preferred
Antidepressants,amitriptyline,Preferred
Antidepressants,amitriptyline and chlordiazepoxide,Preferred
Antidepressants,amoxapine,Preferred
Antidepressants,fluvoxamine,Preferred
Antidepressants,imipramine,Preferred
Antidepressants,maprotiline,Preferred
Antidepressants,nefazodone,Preferred
Antidepressants,protriptyline,Preferred
Antidepressants,tranylcypromine,Preferred
Antidepressants,trazodone,Preferred
Antidepressants,trimipramine,Preferred
"Anxiolytics, Sedatives, and Hypnotics: Barbiturates",Amytal Sodium,Non-Preferred
"Anxiolytics, Sedatives, and Hypnotics: Barbiturates",Sezaby,Non-Preferred
"Anxiolytics, Sedatives, and Hypnotics: Barbiturates",pentobarbital,Preferred
"Anxiolytics, Sedatives, and Hypnotics: Barbiturates",phenobarbital,Preferred
"Anxiolytics, Sedatives, and Hypnotics: Benzodiazepines",diazepam rectal kit,Preferred
"Anxiolytics, Sedatives, and Hypnotics: Benzodiazepines",Alprazolam Intensol,Non-Preferred
"Anxiolytics, Sedatives, and Hypnotics: Benzodiazepines",lorazepam,Preferred
"Anxiolytics, Sedatives, and Hypnotics: Benzodiazepines",Ativan,Non-Preferred
"Anxiolytics, Sedatives, and Hypnotics: Benzodiazepines",triazolam,Preferred
"Anxiolytics, Sedatives, and Hypnotics: Benzodiazepines",Halcion,Non-Preferred
"Anxiolytics, Sedatives, and Hypnotics: Benzodiazepines",clonazepam,Preferred
"Anxiolytics, Sedatives, and Hypnotics: Benzodiazepines",Klonopin,Non-Preferred
"Anxiolytics, Sedatives, and Hypnotics: Benzodiazepines",Loreev XR,Non-Preferred
"Anxiolytics, Sedatives, and Hypnotics: Benzodiazepines",temazepam,Preferred
"Anxiolytics, Sedatives, and Hypnotics: Benzodiazepines",Restoril,Non-Preferred
"Anxiolytics, Sedatives, and Hypnotics: Benzodiazepines",clorazepate,Preferred
"Anxiolytics, Sedatives, and Hypnotics: Benzodiazepines",Tranxene,Non-Preferred
"Anxiolytics, Sedatives, and Hypnotics: Benzodiazepines",alprazolam,Preferred
"Anxiolytics, Sedatives, and Hypnotics: Benzodiazepines",Xanax,Non-Preferred
"Anxiolytics, Sedatives, and Hypnotics: Benzodiazepines",alprazolam ER,Preferred
"Anxiolytics, Sedatives, and Hypnotics: Benzodiazepines",Xanax XR,Non-Preferred
"Anxiolytics, Sedatives, and Hypnotics: Benzodiazepines",chlordiazepoxide,Preferred
"Anxiolytics, Sedatives, and Hypnotics: Benzodiazepines",diazepam,Preferred
"Anxiolytics, Sedatives, and Hypnotics: Benzodiazepines",estazolam,Preferred
"Anxiolytics, Sedatives, and Hypnotics: Benzodiazepines",flurazepam,Preferred
"Anxiolytics, Sedatives, and Hypnotics: Benzodiazepines",midazolam,Preferred
"Anxiolytics, Sedatives, and Hypnotics: Benzodiazepines",oxazepam,Preferred
"Anxiolytics, Sedatives, and Hypnotics: Miscellaneous Agents",zolpidem,Preferred
"Anxiolytics, Sedatives, and Hypnotics: Miscellaneous Agents",Ambien,Non-Preferred
"Anxiolytics, Sedatives, and Hypnotics: Miscellaneous Agents",zolpidem,Preferred
"Anxiolytics, Sedatives, and Hypnotics: Miscellaneous Agents",Ambien CR,Non-Preferred
"Anxiolytics, Sedatives, and Hypnotics: Miscellaneous Agents",Edluar,Non-Preferred
"Anxiolytics, Sedatives, and Hypnotics: Miscellaneous Agents",tasimelteon,Preferred
"Anxiolytics, Sedatives, and Hypnotics: Miscellaneous Agents",Hetlioz,Non-Preferred
"Anxiolytics, Sedatives, and Hypnotics: Miscellaneous Agents",eszopiclone,Preferred
"Anxiolytics, Sedatives, and Hypnotics: Miscellaneous Agents",Lunesta,Non-Preferred
"Anxiolytics, Sedatives, and Hypnotics: Miscellaneous Agents",dexmedetomidine,Preferred
"Anxiolytics, Sedatives, and Hypnotics: Miscellaneous Agents",Precedex,Non-Preferred
"Anxiolytics, Sedatives, and Hypnotics: Miscellaneous Agents",ramelteon,Preferred
"Anxiolytics, Sedatives, and Hypnotics: Miscellaneous Agents",Rozerem,Non-Preferred
"Anxiolytics, Sedatives, and Hypnotics: Miscellaneous Agents",hydroxyzine,Preferred
"Anxiolytics, Sedatives, and Hypnotics: Miscellaneous Agents",Vistaril,Non-Preferred
"Anxiolytics, Sedatives, and Hypnotics: Miscellaneous Agents",buspirone,Preferred
"Anxiolytics, Sedatives, and Hypnotics: Miscellaneous Agents",droperidol,Preferred
"Anxiolytics, Sedatives, and Hypnotics: Miscellaneous Agents",meprobamate,Preferred
"Anxiolytics, Sedatives, and Hypnotics: Miscellaneous Agents",zaleplon,Preferred
Cerebral Stimulants/ Agents Used for ADHD (Short- and Intermediate-Acting),Ritalin,Preferred
Cerebral Stimulants/ Agents Used for ADHD (Short- and Intermediate-Acting),methylphenidate,Preferred
Cerebral Stimulants/ Agents Used for ADHD (Short- and Intermediate-Acting),amphetamine-dextroamphetamine,Preferred
Cerebral Stimulants/ Agents Used for ADHD (Short- and Intermediate-Acting),Adderall,Non-Preferred
Cerebral Stimulants/ Agents Used for ADHD (Short- and Intermediate-Acting),methamphetamine,Preferred
Cerebral Stimulants/ Agents Used for ADHD (Short- and Intermediate-Acting),Desoxyn,Non-Preferred
Cerebral Stimulants/ Agents Used for ADHD (Short- and Intermediate-Acting),dextroamphetamine,Preferred
Cerebral Stimulants/ Agents Used for ADHD (Short- and Intermediate-Acting),Dexedrine,Non-Preferred
Cerebral Stimulants/ Agents Used for ADHD (Short- and Intermediate-Acting),amphetamine,Preferred
Cerebral Stimulants/ Agents Used for ADHD (Short- and Intermediate-Acting),Evekeo,Non-Preferred
Cerebral Stimulants/ Agents Used for ADHD (Short- and Intermediate-Acting),dexmethylphenidate IR,Preferred
Cerebral Stimulants/ Agents Used for ADHD (Short- and Intermediate-Acting),Focalin,Non-Preferred
Cerebral Stimulants/ Agents Used for ADHD (Short- and Intermediate-Acting),methylphenidate,Preferred
Cerebral Stimulants/ Agents Used for ADHD (Short- and Intermediate-Acting),Methylin,Non-Preferred
Cerebral Stimulants/ Agents Used for ADHD (Short- and Intermediate-Acting),dextroamphetamine,Preferred
Cerebral Stimulants/ Agents Used for ADHD (Short- and Intermediate-Acting),ProCentra,Non-Preferred
Cerebral Stimulants/ Agents Used for ADHD (Short- and Intermediate-Acting),dextroamphetamine,Preferred
Cerebral Stimulants/ Agents Used for ADHD (Short- and Intermediate-Acting),Zenzedi,Non-Preferred
Cerebral Stimulants/ Agents Used for ADHD (Long-Acting),Adderall XR,Preferred
Cerebral Stimulants/ Agents Used for ADHD (Long-Acting),amphetamine-dextroamphetamine ER,Preferred
Cerebral Stimulants/ Agents Used for ADHD (Long-Acting),Concerta,Preferred
Cerebral Stimulants/ Agents Used for ADHD (Long-Acting),methylphenidate ER (generic),Non-Preferred
Cerebral Stimulants/ Agents Used for ADHD (Long-Acting),Daytrana,Preferred
Cerebral Stimulants/ Agents Used for ADHD (Long-Acting),methylphenidate transdermal patch (generic),Non-Preferred
Cerebral Stimulants/ Agents Used for ADHD (Long-Acting),Focalin XR,Preferred
Cerebral Stimulants/ Agents Used for ADHD (Long-Acting),dexmethylphenidate ER,Preferred
Cerebral Stimulants/ Agents Used for ADHD (Long-Acting),Vyvanse Capsules,Preferred
Cerebral Stimulants/ Agents Used for ADHD (Long-Acting),lisdexamfetamine dimesylate,Preferred
Cerebral Stimulants/ Agents Used for ADHD (Long-Acting),Adhansia XR,Non-Preferred
Cerebral Stimulants/ Agents Used for ADHD (Long-Acting),Adzenys XR-ODT,Non-Preferred
Cerebral Stimulants/ Agents Used for ADHD (Long-Acting),methylphenidate,Preferred
Cerebral Stimulants/ Agents Used for ADHD (Long-Acting),Aptensio XR,Non-Preferred
Cerebral Stimulants/ Agents Used for ADHD (Long-Acting),Azstarys,Non-Preferred
Cerebral Stimulants/ Agents Used for ADHD (Long-Acting),Cotempla XR,Non-Preferred
Cerebral Stimulants/ Agents Used for ADHD (Long-Acting),Dyanavel XR,Non-Preferred
Cerebral Stimulants/ Agents Used for ADHD (Long-Acting),guanfacine ER,Preferred
Cerebral Stimulants/ Agents Used for ADHD (Long-Acting),Intuniv,Non-Preferred
Cerebral Stimulants/ Agents Used for ADHD (Long-Acting),Jornay PM,Non-Preferred
Cerebral Stimulants/ Agents Used for ADHD (Long-Acting),clonidine ER,Preferred
Cerebral Stimulants/ Agents Used for ADHD (Long-Acting),Kapvay,Non-Preferred
Cerebral Stimulants/ Agents Used for ADHD (Long-Acting),dextroamphetamine-amphetamine ER,Preferred
Cerebral Stimulants/ Agents Used for ADHD (Long-Acting),Mydayis ER,Non-Preferred
Cerebral Stimulants/ Agents Used for ADHD (Long-Acting),Qelbree ER,Non-Preferred
Cerebral Stimulants/ Agents Used for ADHD (Long-Acting),Quillichew ER,Non-Preferred
Cerebral Stimulants/ Agents Used for ADHD (Long-Acting),Quillivant XR,Non-Preferred
Cerebral Stimulants/ Agents Used for ADHD (Long-Acting),methylphenidate,Preferred
Cerebral Stimulants/ Agents Used for ADHD (Long-Acting),Relexxi ER,Non-Preferred
Cerebral Stimulants/ Agents Used for ADHD (Long-Acting),methylphenidate,Preferred
Cerebral Stimulants/ Agents Used for ADHD (Long-Acting),Ritalin LA,Non-Preferred
Cerebral Stimulants/ Agents Used for ADHD (Long-Acting),atomoxetine,Preferred
Cerebral Stimulants/ Agents Used for ADHD (Long-Acting),Strattera,Non-Preferred
Cerebral Stimulants/ Agents Used for ADHD (Long-Acting),lisdexamfetamine dimesylate,Preferred
Cerebral Stimulants/ Agents Used for ADHD (Long-Acting),Vyvanse Chewable Tablets,Non-Preferred
Cerebral Stimulants/ Agents Used for ADHD (Long-Acting),Xelstrym,Non-Preferred
Orexin Receptor Antagonists,Belsomra,Non-Preferred
Orexin Receptor Antagonists,Dayvigo,Non-Preferred
Orexin Receptor Antagonists,Quviviq,Non-Preferred
Wakefulness Promoting Agents,armodafinil,Preferred
Wakefulness Promoting Agents,Nuvigil,Non-Preferred
Wakefulness Promoting Agents,modafinil,Preferred
Wakefulness Promoting Agents,Provigil,Non-Preferred
Wakefulness Promoting Agents,Sunosi,Non-Preferred
Wakefulness Promoting Agents,Wakix,Non-Preferred
Wakefulness Promoting Agents,Xyrem,Non-Preferred
Wakefulness Promoting Agents,Xywav,Non-Preferred
ACE Inhibitors,quinapril,Preferred
ACE Inhibitors,Accupril,Non-Preferred
ACE Inhibitors,quinapril and HCTZ,Preferred
ACE Inhibitors,Accuretic,Non-Preferred
ACE Inhibitors,ramipril,Preferred
ACE Inhibitors,Altace,Non-Preferred
ACE Inhibitors,enalapril,Preferred
ACE Inhibitors,Epaned,Non-Preferred
ACE Inhibitors,benazepril,Preferred
ACE Inhibitors,Lotensin,Non-Preferred
ACE Inhibitors,benazepril and HCTZ,Preferred
ACE Inhibitors,Lotensin HCT,Non-Preferred
ACE Inhibitors,lisinopril,Preferred
ACE Inhibitors,Prinivil,Non-Preferred
ACE Inhibitors,lisinopril and HCTZ,Preferred
ACE Inhibitors,Prinzide,Non-Preferred
ACE Inhibitors,Qbrelis,Non-Preferred
ACE Inhibitors,enalapril and HCTZ,Preferred
ACE Inhibitors,Vaseretic,Non-Preferred
ACE Inhibitors,enalapril,Preferred
ACE Inhibitors,Vasotec,Non-Preferred
ACE Inhibitors,lisinopril and HCTZ,Preferred
ACE Inhibitors,Zestoretic,Non-Preferred
ACE Inhibitors,lisinopril,Preferred
ACE Inhibitors,Zestril,Non-Preferred
ACE Inhibitors,captopril,Preferred
ACE Inhibitors,captopril and HCTZ,Preferred
ACE Inhibitors,fosinopril,Preferred
