therapeutic_class,pdl_name,status
ANTIEMETIC/ANTIVERTIGO AGENTS,APREPITANT PACK (ORAL): 125MG-80MG,Non-Preferred
ANTIEMETIC/ANTIVERTIGO AGENTS,BARHEMSYS VIAL (INTRAVENOUS): 10 MG/4 ML,Non-Preferred
ANTIEMETIC/ANTIVERTIGO AGENTS,BARHEMSYS VIAL (INTRAVENOUS): 5 MG/2 ML,Non-Preferred
ANTIEMETIC/ANTIVERTIGO AGENTS,BONJESTA (ORAL): 20 MG-20MG,Non-Preferred
ANTIEMETIC/ANTIVERTIGO AGENTS,CINVANTI (INTRAVEN): 130MG/18ML,Non-Preferred
ANTIEMETIC/ANTIVERTIGO AGENTS,COMPRO (RECTAL): 25 MG,Non-Preferred
ANTIEMETIC/ANTIVERTIGO AGENTS,COMPRO (RECTAL): 25 MG,Non-Preferred
ANTIEMETIC/ANTIVERTIGO AGENTS,DIMENHYDRINATE (INJECTION): 50 MG/ML,Non-Preferred
ANTIEMETIC/ANTIVERTIGO AGENTS,DIMENHYDRINATE OTC (ORAL): 50 MG,Non-Preferred
ANTIEMETIC/ANTIVERTIGO AGENTS,DRONABINOL (AG) (ORAL): 10 MG,Non-Preferred
ANTIEMETIC/ANTIVERTIGO AGENTS,DRONABINOL (AG) (ORAL): 2.5 MG,Non-Preferred
ANTIEMETIC/ANTIVERTIGO AGENTS,DRONABINOL (AG) (ORAL): 5 MG,Non-Preferred
ANTIEMETIC/ANTIVERTIGO AGENTS,EMEND (INTRAVEN): 150 MG,Non-Preferred
ANTIEMETIC/ANTIVERTIGO AGENTS,EMEND CAPSULE (ORAL): 80 MG,Non-Preferred
ANTIEMETIC/ANTIVERTIGO AGENTS,EMEND CAPSULE (ORAL): 80 MG,Non-Preferred
ANTIEMETIC/ANTIVERTIGO AGENTS,EMEND PACK (ORAL): 125MG-80MG,Non-Preferred
ANTIEMETIC/ANTIVERTIGO AGENTS,EMEND PACK (ORAL): 125MG-80MG,Non-Preferred
ANTIEMETIC/ANTIVERTIGO AGENTS,EMEND POWDER PACKET (ORAL): 125 MG,Non-Preferred
ANTIEMETIC/ANTIVERTIGO AGENTS,FOSAPREPITANT (AG) (INTRAVENOUS): 150 MG,Non-Preferred
ANTIEMETIC/ANTIVERTIGO AGENTS,GIMOTI (NASAL): 15MG/SPRAY,Non-Preferred
ANTIEMETIC/ANTIVERTIGO AGENTS,GRANISETRON (INTRAVEN): 1 MG/ML,Non-Preferred
ANTIEMETIC/ANTIVERTIGO AGENTS,GRANISETRON (INTRAVEN): 1 MG/ML(1),Non-Preferred
ANTIEMETIC/ANTIVERTIGO AGENTS,GRANISETRON (INTRAVEN): 1 MG/ML(1),Non-Preferred
ANTIEMETIC/ANTIVERTIGO AGENTS,GRANISETRON (INTRAVEN): 100 MCG/ML,Non-Preferred
ANTIEMETIC/ANTIVERTIGO AGENTS,GRANISETRON (ORAL): 1 MG,Non-Preferred
ANTIEMETIC/ANTIVERTIGO AGENTS,MARINOL (ORAL): 10 MG,Non-Preferred
ANTIEMETIC/ANTIVERTIGO AGENTS,MARINOL (ORAL): 2.5 MG,Non-Preferred
ANTIEMETIC/ANTIVERTIGO AGENTS,MARINOL (ORAL): 5 MG,Non-Preferred
ANTIEMETIC/ANTIVERTIGO AGENTS,METOCLOPRAMIDE VIAL (INJECTION): 5 MG/ML,Non-Preferred
ANTIEMETIC/ANTIVERTIGO AGENTS,PALONOSETRON (AG) (INTRAVENOUS): 0.25MG/2ML,Non-Preferred
ANTIEMETIC/ANTIVERTIGO AGENTS,PALONOSETRON (INTRAVENOUS): 0.25MG/5ML,Non-Preferred
ANTIEMETIC/ANTIVERTIGO AGENTS,PROMETHAZINE VIAL (INJECTION): 25 MG/ML,Non-Preferred
ANTIEMETIC/ANTIVERTIGO AGENTS,PROMETHAZINE VIAL (INJECTION): 50 MG/ML,Non-Preferred
ANTIEMETIC/ANTIVERTIGO AGENTS,REGLAN (ORAL): 10 MG,Non-Preferred
ANTIEMETIC/ANTIVERTIGO AGENTS,REGLAN (ORAL): 5 MG,Non-Preferred
ANTIEMETIC/ANTIVERTIGO AGENTS,SANCUSO (TRANSDERMAL): 3.1MG/24HR,Non-Preferred
ANTIEMETIC/ANTIVERTIGO AGENTS,SCOPOLAMINE (TRANSDERM): 1 MG/3 DAY,Non-Preferred
ANTIEMETIC/ANTIVERTIGO AGENTS,SUSTOL (SUBCUTANE.): 10MG/0.4ML,Non-Preferred
ANTIEMETIC/ANTIVERTIGO AGENTS,TIGAN (INTRAMUSC): 100 MG/ML,Non-Preferred
ANTIEMETIC/ANTIVERTIGO AGENTS,TRIMETHOBENZAMIDE (ORAL): 300 MG,Non-Preferred
ANTIEMETIC/ANTIVERTIGO AGENTS,VARUBI (ORAL): 90 MG,Non-Preferred
ANTIEMETIC/ANTIVERTIGO AGENTS,ZUPLENZ (ORAL): 4 MG,Non-Preferred
ANTIHYPERURICEMICS,ALLOPURINOL (ORAL): 100 MG,Preferred
ANTIHYPERURICEMICS,ALLOPURINOL (ORAL): 300 MG,Preferred
ANTIHYPERURICEMICS,COLCHICINE TABLET (AG) (ORAL): 0.6 MG,Preferred
ANTIHYPERURICEMICS,MITIGARE (ORAL): 0.6 MG,Preferred
ANTIHYPERURICEMICS,PROBENECID (ORAL): 500 MG,Preferred
ANTIHYPERURICEMICS,PROBENECID / COLCHICINE (ORAL): 500-0.5 MG,Preferred
ANTIHYPERURICEMICS,ALLOPURINOL 200MG (AG) (ORAL): 200 MG,Non-Preferred
ANTIHYPERURICEMICS,COLCHICINE CAPSULE (AG) (ORAL): 0.6 MG,Non-Preferred
ANTIHYPERURICEMICS,COLCRYS (ORAL): 0.6 MG,Non-Preferred
ANTIHYPERURICEMICS,DUZALLO (ORAL): 200-200 MG,Non-Preferred
ANTIHYPERURICEMICS,DUZALLO (ORAL): 200-300 MG,Non-Preferred
ANTIHYPERURICEMICS,FEBUXOSTAT (ORAL): 40 MG,Non-Preferred
ANTIHYPERURICEMICS,FEBUXOSTAT (ORAL): 80 MG,Non-Preferred
ANTIHYPERURICEMICS,GLOPERBA (ORAL): 0.6MG/5ML,Non-Preferred
ANTIHYPERURICEMICS,KRYSTEXXA (INTRAVEN): 8 MG/ML,Non-Preferred
ANTIHYPERURICEMICS,ULORIC (ORAL): 40 MG,Non-Preferred
ANTIHYPERURICEMICS,ULORIC (ORAL): 80 MG,Non-Preferred
ANTIHYPERURICEMICS,ZYLOPRIM (ORAL): 100 MG,Non-Preferred
BONE RESORPTION SUPPRESSION AND RELATED AGENTS,ALENDRONATE TABLETS (ORAL): 10 MG,Preferred
BONE RESORPTION SUPPRESSION AND RELATED AGENTS,ALENDRONATE TABLETS (ORAL): 35 MG,Preferred
BONE RESORPTION SUPPRESSION AND RELATED AGENTS,ALENDRONATE TABLETS (ORAL): 5 MG,Preferred
BONE RESORPTION SUPPRESSION AND RELATED AGENTS,ALENDRONATE TABLETS (ORAL): 70 MG,Preferred
BONE RESORPTION SUPPRESSION AND RELATED AGENTS,FORTEO (SUBCUTANE.): 20MCG/DOSE,Preferred
BONE RESORPTION SUPPRESSION AND RELATED AGENTS,IBANDRONATE (INTRAVEN): 3 MG/3 ML,Preferred
BONE RESORPTION SUPPRESSION AND RELATED AGENTS,IBANDRONATE SYRINGE: 3MG/3ML,Preferred
BONE RESORPTION SUPPRESSION AND RELATED AGENTS,IBANDRONATE TABLETS (ORAL): 150 MG,Preferred
BONE RESORPTION SUPPRESSION AND RELATED AGENTS,IBANDRONATE VIAL: 3MG/3ML,Preferred
BONE RESORPTION SUPPRESSION AND RELATED AGENTS,PROLIA (SUBCUTANE.): 60 MG/ML,Preferred
BONE RESORPTION SUPPRESSION AND RELATED AGENTS,RALOXIFENE (AG) (ORAL): 60 MG,Preferred
BONE RESORPTION SUPPRESSION AND RELATED AGENTS,TYMLOS (SUBCUTANE.): 80MCG/DOSE,Preferred
BONE RESORPTION SUPPRESSION AND RELATED AGENTS,ACTONEL (ORAL): 150 MG,Non-Preferred
BONE RESORPTION SUPPRESSION AND RELATED AGENTS,ACTONEL (ORAL): 150 MG,Non-Preferred
BONE RESORPTION SUPPRESSION AND RELATED AGENTS,ACTONEL (ORAL): 35 MG,Non-Preferred
BONE RESORPTION SUPPRESSION AND RELATED AGENTS,ACTONEL (ORAL): 35 MG,Non-Preferred
BONE RESORPTION SUPPRESSION AND RELATED AGENTS,ALENDRONATE SOLUTION (ORAL): 70 MG/75ML,Non-Preferred
BONE RESORPTION SUPPRESSION AND RELATED AGENTS,ATELVIA (ORAL): 35 MG,Non-Preferred
BONE RESORPTION SUPPRESSION AND RELATED AGENTS,BINOSTO (ORAL): 70 MG,Non-Preferred
BONE RESORPTION SUPPRESSION AND RELATED AGENTS,BONIVA (ORAL): 150 MG,Non-Preferred
BONE RESORPTION SUPPRESSION AND RELATED AGENTS,CALCITONIN SALMON (NASAL): 200/SPRAY,Non-Preferred
BONE RESORPTION SUPPRESSION AND RELATED AGENTS,CALCITONIN-SALMON VIAL: 400U/2ML,Non-Preferred
BONE RESORPTION SUPPRESSION AND RELATED AGENTS,EVENITY: 105MG/1.17ML,Non-Preferred
BONE RESORPTION SUPPRESSION AND RELATED AGENTS,EVENITY: 210mg/2.34ml,Non-Preferred
BONE RESORPTION SUPPRESSION AND RELATED AGENTS,EVENITY (SUBCUTANEOUS): 210MG/2.34,Non-Preferred
BONE RESORPTION SUPPRESSION AND RELATED AGENTS,EVISTA (ORAL): 60 MG,Non-Preferred
BONE RESORPTION SUPPRESSION AND RELATED AGENTS,FOSAMAX (ORAL): 70 MG,Non-Preferred
BONE RESORPTION SUPPRESSION AND RELATED AGENTS,FOSAMAX PLUS D (ORAL): 70 MG-2800,Non-Preferred
BONE RESORPTION SUPPRESSION AND RELATED AGENTS,FOSAMAX PLUS D (ORAL): 70 MG-2800,Non-Preferred
BONE RESORPTION SUPPRESSION AND RELATED AGENTS,FOSAMAX PLUS D (ORAL): 70 MG-5600,Non-Preferred
BONE RESORPTION SUPPRESSION AND RELATED AGENTS,FOSAMAX PLUS D (ORAL): 70 MG-5600,Non-Preferred
BONE RESORPTION SUPPRESSION AND RELATED AGENTS,MIACALCIN (INJECTION): 200/ML,Non-Preferred
BONE RESORPTION SUPPRESSION AND RELATED AGENTS,RISEDRONATE (ACTONEL) (AG) (ORAL): 150 MG,Non-Preferred
BONE RESORPTION SUPPRESSION AND RELATED AGENTS,RISEDRONATE (ACTONEL) (AG) (ORAL): 30 MG,Non-Preferred
BONE RESORPTION SUPPRESSION AND RELATED AGENTS,RISEDRONATE (ACTONEL) (AG) (ORAL): 35 MG,Non-Preferred
BONE RESORPTION SUPPRESSION AND RELATED AGENTS,RISEDRONATE (ACTONEL) (AG) (ORAL): 5 MG,Non-Preferred
BONE RESORPTION SUPPRESSION AND RELATED AGENTS,RISEDRONATE (ATELVIA) (AG) (ORAL): 35 MG,Non-Preferred
BONE RESORPTION SUPPRESSION AND RELATED AGENTS,TERIPARATIDE (BRAND) (SUBCUTANE.): 20MCG/DOSE,Non-Preferred
BONE RESORPTION SUPPRESSION AND RELATED AGENTS,XGEVA (SUB-Q): 120 MG/1.7,Non-Preferred
CYTOKINE AND CAM ANTAGONISTS,ENBREL (VIAL): 25MG/0.5 ML,Preferred
CYTOKINE AND CAM ANTAGONISTS,ENBREL KIT (INJECTION): 25 MG,Preferred
CYTOKINE AND CAM ANTAGONISTS,ENBREL MINI CARTRIDGE (SUBCUTANE.): 50MG/ML(1),Preferred
CYTOKINE AND CAM ANTAGONISTS,ENBREL PEN (INJECTION): 50MG/ML(1),Preferred
CYTOKINE AND CAM ANTAGONISTS,ENBREL SYRINGE (INJECTION): 25MG/0.5ML,Preferred
CYTOKINE AND CAM ANTAGONISTS,ENBREL SYRINGE (INJECTION): 50MG/ML(1),Preferred
CYTOKINE AND CAM ANTAGONISTS,HUMIRA (PEN): 40 MG/0.4ML,Preferred
CYTOKINE AND CAM ANTAGONISTS,HUMIRA (SYRINGE): 10MG /0.1,Preferred
CYTOKINE AND CAM ANTAGONISTS,HUMIRA (SYRINGE): 20MG/ 0.2,Preferred
CYTOKINE AND CAM ANTAGONISTS,HUMIRA (SYRINGE): 40MG / 0.4,Preferred
CYTOKINE AND CAM ANTAGONISTS,HUMIRA CROHNS STARTER (PEN): 80MG / 0.8ML,Preferred
CYTOKINE AND CAM ANTAGONISTS,HUMIRA KIT (INJECTION): 10MG/0.2ML,Preferred
CYTOKINE AND CAM ANTAGONISTS,HUMIRA KIT (INJECTION): 20MG/0.4ML,Preferred
CYTOKINE AND CAM ANTAGONISTS,HUMIRA KIT (INJECTION): 40MG/0.8ML,Preferred
CYTOKINE AND CAM ANTAGONISTS,HUMIRA KIT (INJECTION) (CF) 100 MG/ML: 10MG/0.1ML,Preferred
CYTOKINE AND CAM ANTAGONISTS,HUMIRA KIT (INJECTION) (CF) 100 MG/ML: 20MG/0.2ML,Preferred
CYTOKINE AND CAM ANTAGONISTS,HUMIRA KIT (INJECTION) (CF) 100 MG/ML: 40MG/0.4ML,Preferred
CYTOKINE AND CAM ANTAGONISTS,HUMIRA KIT (INJECTION) (CF) 100 MG/ML: 80 MG-40MG,Preferred
CYTOKINE AND CAM ANTAGONISTS,HUMIRA KIT (INJECTION) (CF) 100 MG/ML: 80MG/0.8ML,Preferred
CYTOKINE AND CAM ANTAGONISTS,HUMIRA PEDIATRIC CROHN START: 80MG / 0.8 - 40MG/ 0.,Preferred
CYTOKINE AND CAM ANTAGONISTS,HUMIRA PEDIATRIC CROHN START (SYRINGE): 80MG / 0.8,Preferred
CYTOKINE AND CAM ANTAGONISTS,HUMIRA PEN KIT (INJECTION): 40MG/0.8ML,Preferred
CYTOKINE AND CAM ANTAGONISTS,HUMIRA PEN KIT (INJECTION) (CF) 100 MG/ML: 40MG/0.4ML,Preferred
CYTOKINE AND CAM ANTAGONISTS,HUMIRA PEN KIT (INJECTION) (CF) 100 MG/ML: 80 MG-40MG,Preferred
CYTOKINE AND CAM ANTAGONISTS,HUMIRA PEN KIT (INJECTION) (CF) 100 MG/ML: 80MG/0.8ML,Preferred
CYTOKINE AND CAM ANTAGONISTS,INFLIXIMAB (INJECTION): 100 MG,Preferred
CYTOKINE AND CAM ANTAGONISTS,RINVOQ ER (ORAL): 15 MG,Preferred
CYTOKINE AND CAM ANTAGONISTS,RINVOQ ER (ORAL): 30 MG,Preferred
CYTOKINE AND CAM ANTAGONISTS,RINVOQ ER (ORAL): 45 MG,Preferred
CYTOKINE AND CAM ANTAGONISTS,RINVOQ LQ SOLUTION (ORAL): 1 MG/ML,Preferred
CYTOKINE AND CAM ANTAGONISTS,TALTZ AUTOINJECTOR (SUBCUTANE.): 80 MG/ML,Preferred
CYTOKINE AND CAM ANTAGONISTS,TALTZ SYRINGE (SUBCUTANE.): 80 MG/ML,Preferred
CYTOKINE AND CAM ANTAGONISTS,XELJANZ (ORAL): 10 MG,Preferred
CYTOKINE AND CAM ANTAGONISTS,XELJANZ (ORAL): 5 MG,Preferred
CYTOKINE AND CAM ANTAGONISTS,YESINTEK SYRINGE (SUBCUTANE.): 45MG/0.5ML,Preferred
CYTOKINE AND CAM ANTAGONISTS,YESINTEK SYRINGE (SUBCUTANE.): 90 MG/ML,Preferred
CYTOKINE AND CAM ANTAGONISTS,YESINTEK SYRINGE (SUBCUTANE.): 90 MG/ML,Preferred
CYTOKINE AND CAM ANTAGONISTS,YESINTEK VIAL (INJECTION): 130MG/26ML,Preferred
CYTOKINE AND CAM ANTAGONISTS,YESINTEK VIAL (INJECTION): 45MG/0.5ML,Preferred
CYTOKINE AND CAM ANTAGONISTS,ABRILADA KIT (INJECTION) (CF) 50 MG/ ML: 20MG/0.4ML,Non-Preferred
CYTOKINE AND CAM ANTAGONISTS,ABRILADA KIT (INJECTION) (CF) 50 MG/ ML: 40MG/0.8ML,Non-Preferred
CYTOKINE AND CAM ANTAGONISTS,ABRILADA PEN KIT (INJECTION) (CF) 50 MG/ ML: 40MG/0.8ML,Non-Preferred
CYTOKINE AND CAM ANTAGONISTS,ACTEMRA PEN (SUBCUTANE.): 162 MG/0.9,Non-Preferred
CYTOKINE AND CAM ANTAGONISTS,ACTEMRA SYRINGE (SUBCUTANE.): 162 MG/0.9,Non-Preferred
CYTOKINE AND CAM ANTAGONISTS,ACTEMRA VIAL (INJECTION): 200MG/10ML,Non-Preferred
CYTOKINE AND CAM ANTAGONISTS,ACTEMRA VIAL (INJECTION): 400MG/20ML,Non-Preferred
CYTOKINE AND CAM ANTAGONISTS,ACTEMRA VIAL (INJECTION): 80 MG/4 ML,Non-Preferred
CYTOKINE AND CAM ANTAGONISTS,ADALIMUMAB-AACF PEN KIT (INJECTION) (CF) 50 MG/ML: 40MG/0.8ML,Non-Preferred
CYTOKINE AND CAM ANTAGONISTS,ADALIMUMAB-AATY KIT (INJECTION) (CF) 100 MG/ML: 20MG/0.2ML,Non-Preferred
CYTOKINE AND CAM ANTAGONISTS,ADALIMUMAB-AATY KIT (INJECTION) (CF) 100 MG/ML: 40MG/0.4ML,Non-Preferred
CYTOKINE AND CAM ANTAGONISTS,ADALIMUMAB-AATY PEN KIT (INJECTION) (CF) 100 MG/ML: 40MG/0.4ML,Non-Preferred
CYTOKINE AND CAM ANTAGONISTS,ADALIMUMAB-AATY PEN KIT (INJECTION) (CF) 100 MG/ML: 80MG/0.8ML,Non-Preferred
CYTOKINE AND CAM ANTAGONISTS,ADALIMUMAB-ADAZ KIT (INJECTION) (CF) 100 MG/ML: 40MG/0.4ML,Non-Preferred
CYTOKINE AND CAM ANTAGONISTS,ADALIMUMAB-ADAZ PEN KIT (INJECTION) (CF) 100 MG/ML: 40MG/0.4ML,Non-Preferred
CYTOKINE AND CAM ANTAGONISTS,ADALIMUMAB-ADBM KIT (BI) (INJECTION) (CF) 100 MG/ML: 40MG/0.4ML,Non-Preferred
CYTOKINE AND CAM ANTAGONISTS,ADALIMUMAB-ADBM KIT (BI) (INJECTION) (CF) 50 MG/ML: 10MG/0.2ML,Non-Preferred
CYTOKINE AND CAM ANTAGONISTS,ADALIMUMAB-ADBM KIT (BI) (INJECTION) (CF) 50 MG/ML: 20MG/0.4ML,Non-Preferred
CYTOKINE AND CAM ANTAGONISTS,ADALIMUMAB-ADBM KIT (BI) (INJECTION) (CF) 50 MG/ML: 40MG/0.8ML,Non-Preferred
CYTOKINE AND CAM ANTAGONISTS,ADALIMUMAB-ADBM KIT (QUALLENT) (INJECTION) (CF) 50 MG/ML: 40MG/0.8ML,Non-Preferred
CYTOKINE AND CAM ANTAGONISTS,ADALIMUMAB-ADBM KIT (QUALLENT)(INJECTION) (CF) 100 MG/ML: 40MG/0.4ML,Non-Preferred
CYTOKINE AND CAM ANTAGONISTS,ADALIMUMAB-ADBM PEN KIT (BI) (INJECTION) (CF) 100 MG/ML: 40MG/0.4ML,Non-Preferred
CYTOKINE AND CAM ANTAGONISTS,ADALIMUMAB-ADBM PEN KIT (BI) (INJECTION) (CF) 50 MG/ML: 40MG/0.8ML,Non-Preferred
CYTOKINE AND CAM ANTAGONISTS,ADALIMUMAB-ADBM PEN KIT (QUALLENT) (INJECTION) (CF) 100 MG/ML: 40MG/0.4ML,Non-Preferred
CYTOKINE AND CAM ANTAGONISTS,ADALIMUMAB-ADBM PEN KIT (QUALLENT) (INJECTION) (CF) 50 MG/ML: 40MG/0.8ML,Non-Preferred
CYTOKINE AND CAM ANTAGONISTS,ADALIMUMAB-FKJP KIT (INJECTION) (CF) 50 MG/ML: 40MG/0.8ML,Non-Preferred
CYTOKINE AND CAM ANTAGONISTS,ADALIMUMAB-FKJP PEN KIT (INJECTION) (CF) 50 MG/ML: 40MG/0.8ML,Non-Preferred
CYTOKINE AND CAM ANTAGONISTS,ADALIMUMAB-FKJP PEN KIT (INJECTION) (CF) 50 MG/ML: 40MG/0.8ML,Non-Preferred
CYTOKINE AND CAM ANTAGONISTS,ADALIMUMAB-RYVK KIT (SIMLANDI) (INJECTION) (CF) 100MG/ML: 40MG/0.4ML,Non-Preferred
CYTOKINE AND CAM ANTAGONISTS,ADALIMUMAB-RYVK PEN KIT (SIMLANDI) (INJECTION) (CF) 100MG/ML: 40MG/0.4ML,Non-Preferred
CYTOKINE AND CAM ANTAGONISTS,AMJEVITA KIT (INJECTION) (CF) 100 MG/ML: 20MG/0.2ML,Non-Preferred
