therapeutic_class,capsule_name,pdl_name
CYTOKINE AND CAM ANTAGONISTS,Amjevita High,AMJEVITA KIT (INJECTION) (CF) 100 MG/ML
CYTOKINE AND CAM ANTAGONISTS,Amjevita Low,AMJEVITA KIT (INJECTION) (CF) 50 MG/ML
SKELETAL MUSCLE RELAXANTS,Amrix,AMRIX (ORAL)
COPD AGENTS,Anoro Ellipta,ANORO ELLIPTA (INHALATION)
"HYPOGLYCEMICS, INSULIN AND RELATED AGENTS",Apidra,APIDRA VIAL (SUBCUTANE.)
"HYPOGLYCEMICS, INSULIN AND RELATED AGENTS",Apidra SoloStar,APIDRA SOLOSTAR PEN (SUBCUTANE.)
"ANTIDEPRESSANTS, OTHER",Aplenzin,APLENZIN (ORAL)
ANTICONVULSANTS,Aptiom,APTIOM (ORAL)
CYTOKINE AND CAM ANTAGONISTS,Arcalyst,ARCALYST (SUBCUTANE.)
ALZHEIMER'S AGENTS,Aricept,ARICEPT (ORAL)
"ANTIBIOTICS, INHALED",Arikayce,ARIKAYCE (INHALATION)
ANTIPSYCHOTICS - ATYPICAL,Aripiprazole ODT,ARIPIPRAZOLE ODT (ORAL)
ANTIPSYCHOTICS - ATYPICAL,Aripiprazole oral solution,ARIPIPRAZOLE SOLUTION (ORAL)
ANTIPSYCHOTICS - ATYPICAL,Aripiprazole tablet,ARIPIPRAZOLE TABLET (ORAL)
ANTIPSYCHOTICS - ATYPICAL,Aristada,ARISTADA (INTRAMUSC)
ANTIPSYCHOTICS - ATYPICAL,Aristada Initio,ARISTADA INITIO (INTRAMUSC)
"GLUCOCORTICOIDS, INHALED",Armonair Digihaler,ARMONAIR DIGIHALER (INHALATION)
"GLUCOCORTICOIDS, INHALED",Arnuity Ellipta,ARNUITY ELLIPTA (INHALATION)
ULCERATIVE COLITIS AGENTS,Asacol HD,ASACOL HD (ORAL)
ANTIPSYCHOTICS - ATYPICAL,Asenapine,ASENAPINE MALEATE (SUBLINGUAL)
"GLUCOCORTICOIDS, INHALED",Asmanex HFA,ASMANEX HFA (INHALATION)
"GLUCOCORTICOIDS, INHALED",Asmanex Twisthaler,ASMANEX (INHALATION)
HIV / AIDS,Atripla,ATRIPLA (ORAL)
MULTIPLE SCLEROSIS AGENTS,Aubagio tablet,AUBAGIO (ORAL)
PHOSPHATE BINDERS,Auryxia,AURYXIA (ORAL)
MOVEMENT DISORDERS,Austedo,AUSTEDO (ORAL)
MOVEMENT DISORDERS,Austedo XR,AUSTEDO XR (ORAL)
MOVEMENT DISORDERS,Austedo XR titration pack,AUSTEDO XR TITRATION KIT (ORAL)
"ANTIDEPRESSANTS, OTHER",Auvelity,AUVELITY (ORAL)
"EPINEPHRINE, SELF-INJECTED",Auvi-Q 0.15 mg,AUVI-Q 0.15 MG (INTRAMUSC)
"EPINEPHRINE, SELF-INJECTED",Auvi-Q 0.1 mg,AUVI-Q 0.1 MG (INTRAMUSC)
"EPINEPHRINE, SELF-INJECTED",Auvi-Q 0.3 mg,AUVI-Q 0.3 MG (INTRAMUSC)
STIMULANTS AND RELATED AGENTS,Azstarys,AZSTARYS (ORAL)
SKELETAL MUSCLE RELAXANTS,Baclofen solution,BACLOFEN SOLUTION (OZOBAX DS) (ORAL)
SKELETAL MUSCLE RELAXANTS,Baclofen tablet,BACLOFEN (ORAL)
MULTIPLE SCLEROSIS AGENTS,Bafiertam,BAFIERTAM CAPSULE DR (ORAL)
ANTICONVULSANTS,Banzel oral suspension,BANZEL SUSPENSION (ORAL)
ANTICONVULSANTS,Banzel tablet,BANZEL TABLET (ORAL)
HEPATITIS B AGENTS,Baraclude,BARACLUDE TABLET (ORAL)
"HYPOGLYCEMICS, INSULIN AND RELATED AGENTS",Basaglar Kwikpen,BASAGLAR KWIKPEN (SUBCUTANE.)
ANGIOTENSIN MODULATORS,Benazepril,BENAZEPRIL (ORAL)
HEMOPHILIA TREATMENT,Benefix,BENEFIX KIT (INTRAVEN.)
BETA-BLOCKERS,Betapace AF,BETAPACE / AF (ORAL)
