therapeutic_class,capsule_name,pdl_name,status
"HYPOGLYCEMICS, INCRETIN MIMETICS/ENHANCERS",Bydureon Bcise,BYDUREON BCISE (SUBCUTANE.),Non-Preferred
"HYPOGLYCEMICS, INCRETIN MIMETICS/ENHANCERS",Bydureon Pen,BYDUREON PENS (SUBCUTANE.)*,Non-Preferred
"GLUCOCORTICOIDS, INHALED",Budesonide respules (inhalation suspension),BUDESONIDE 1 MG RESPULES (INHALATION),Preferred
"GLUCOCORTICOIDS, INHALED",Budesonide / Formoterol authorized generic Symbicort,BUDESONIDE/FORMOTEROL FUMARATE (INHALATION),Non-Preferred
"HYPOGLYCEMICS, INCRETIN MIMETICS/ENHANCERS",Byetta,BYETTA PENS (SUBCUTANE.),Non-Preferred
ANGIOTENSIN MODULATORS,Candesartan,CANDESARTAN (AG) (ORAL),Preferred
ANTIPSYCHOTICS - ATYPICAL,Caplyta,CAPLYTA (ORAL),Non-Preferred
ANGIOTENSIN MODULATORS,Captopril,CAPTOPRIL (ORAL),Preferred
"ANTIBIOTICS, INHALED",Cayston,CAYSTON (INHALATION),Non-Preferred
"OPHTHALMICS, ANTI-INFLAMMATORY/IMMUNOMODULATOR",Cequa,CEQUA (OPHTHALMIC),Non-Preferred
CYTOKINE AND CAM ANTAGONISTS,Cibinqo,CIBINQO (ORAL),Non-Preferred
"IMMUNOMODULATORS, ASTHMA",Cinqair,CINQAIR (INTRAVEN),Non-Preferred
"ANTIBIOTICS, VAGINAL",Cleocin 2% cream,CLEOCIN CREAM (VAGINAL),Preferred
"ANTIBIOTICS, VAGINAL",Cleocin Ovules / vaginal suppository,CLEOCIN OVULES (VAGINAL),Preferred
"ANTIBIOTICS, VAGINAL",Clindamycin 2% Cream,CLINDAMYCIN (VAGINAL),Non-Preferred
"ANTIBIOTICS, VAGINAL",Clindesse 2% prefilled applicator cream,CLINDESSE (VAGINAL),Preferred
ANTICONVULSANTS,Clobazam oral suspension,CLOBAZAM SUSPENSION (ORAL),Preferred
ANTICONVULSANTS,Clobazam tablet,CLOBAZAM TABLET (ORAL),Preferred
ANTIPSYCHOTICS - ATYPICAL,Clozapine ODT,CLOZAPINE ODT (ORAL),Non-Preferred
ANTIPSYCHOTICS - ATYPICAL,Clozapine tablet,CLOZAPINE (ORAL),Preferred
ANTIPSYCHOTICS - ATYPICAL,Clozaril,CLOZARIL (ORAL),Non-Preferred
"OPHTHALMICS, GLAUCOMA AGENTS",Combigan,COMBIGAN (OPHTHALMIC),Preferred
COPD AGENTS,Combivent Respimat (Ipratropium/Albuterol) inhalation aerosol solution,COMBIVENT RESPIMAT (INHALATION),Preferred
HIV / AIDS,Complera,COMPLERA (ORAL),Preferred
MULTIPLE SCLEROSIS AGENTS,Copaxone (Glatiramer Acetate) 20 mg,COPAXONE 20 MG/ML (SUBCUTANE.),Preferred
MULTIPLE SCLEROSIS AGENTS,Copaxone (Glatiramer Acetate) 40 mg,COPAXONE 40 MG/ML (SUBCUTANE.),Preferred
PANCREATIC ENZYMES,Creon,CREON (ORAL),Preferred
SKELETAL MUSCLE RELAXANTS,Dantrium,DANTRIUM (ORAL),Non-Preferred
ANTICONVULSANTS,Depakote,DEPAKOTE (ORAL),Non-Preferred
HIV / AIDS,Descovy,DESCOVY (ORAL),Preferred
"DIABETES METERS, CONTINUOUS",Dexcom G4,DEXCOM G4 CGM (MISCELL.),Non-Preferred
"DIABETES METERS, CONTINUOUS",Dexcom G5,DEXCOM G5 CGM (MISCELL.),Non-Preferred
"DIABETES METERS, CONTINUOUS",Dexcom G6,DEXCOM G6 CGM (MISCELL.),Non-Preferred
"DIABETES METERS, CONTINUOUS",Dexcom G7,DEXCOM G7 CGM (MISCELL.),Non-Preferred
ANTICONVULSANTS,Diacomit capsule,DIACOMIT CAPSULE (ORAL),Non-Preferred
ANTICONVULSANTS,Diacomit packet for oral suspension,DIACOMIT POWDER PACK (ORAL),Non-Preferred
MULTIPLE SCLEROSIS AGENTS,Dimethyl Fumarate,DIMETHYL FUMARATE (ORAL),Preferred
ALZHEIMER'S AGENTS,Donepezil ODT,DONEPEZIL ODT (ORAL),Preferred
ALZHEIMER'S AGENTS,Donepezil tablet,DONEPEZIL TABLET (ORAL),Preferred
COPD AGENTS,Duaklir Pressair,DUAKLIR PRESSAIR (INHALATION),Non-Preferred
"GLUCOCORTICOIDS, INHALED",Dulera,DULERA (INHALATION),Preferred
NEUROPATHIC PAIN,Duloxetine,DULOXETINE (CYMBALTA) (ORAL),Preferred
