therapeutic_class,pdl_name,status
Anticoagulants: Oral,Pradaxa,Preferred
Anticoagulants: Oral,Xarelto,Preferred
Anticoagulants: Oral,warfarin,Preferred
Anticoagulants: Oral,dabigatran,Non-Preferred
Anticoagulants: Oral,Savaysa,Non-Preferred
Anticoagulants: Injectable,enoxaparin,Preferred
Anticoagulants: Injectable,Arixtra,Non-Preferred
Anticoagulants: Injectable,fondaparinux,Non-Preferred
Anticoagulants: Injectable,Fragmin,Non-Preferred
Anticoagulants: Injectable,Lovenox,Non-Preferred
Antidiabetics: Short Acting Insulin,Apidra,Preferred
Antidiabetics: Short Acting Insulin,Humalog U-100,Preferred
Antidiabetics: Short Acting Insulin,insulin aspart,Preferred
Antidiabetics: Short Acting Insulin,Novolog,Preferred
Antidiabetics: Short Acting Insulin,Admelog,Non-Preferred
Antidiabetics: Short Acting Insulin,Afrezza,Non-Preferred
Antidiabetics: Short Acting Insulin,Fiasp,Non-Preferred
Antidiabetics: Short Acting Insulin,Humalog U-200,Non-Preferred
Antidiabetics: Short Acting Insulin,Humulin-R,Non-Preferred
Antidiabetics: Short Acting Insulin,insulin lispro,Non-Preferred
Antidiabetics: Short Acting Insulin,Lyumjev,Non-Preferred
Antidiabetics: Short Acting Insulin,Merilog,Non-Preferred
Antidiabetics: Short Acting Insulin,Myxredlin,Non-Preferred
Antidiabetics: Short Acting Insulin,Novolin-R,Non-Preferred
Antidiabetics: Intermediate Acting Insulin,Novolin-N,Preferred
Antidiabetics: Intermediate Acting Insulin,Humulin-N,Non-Preferred
Antidiabetics: Long Acting Insulin,Lantus,Preferred
Antidiabetics: Long Acting Insulin,Levemir,Preferred
Antidiabetics: Long Acting Insulin,Toujeo,Preferred
Antidiabetics: Long Acting Insulin,Basaglar,Non-Preferred
Antidiabetics: Long Acting Insulin,insulin degludec,Non-Preferred
Antidiabetics: Long Acting Insulin,insulin glargine,Non-Preferred
Antidiabetics: Long Acting Insulin,Rezvoglar,Non-Preferred
Antidiabetics: Long Acting Insulin,Semglee,Non-Preferred
Antidiabetics: Long Acting Insulin,Soliqua,Non-Preferred
Antidiabetics: Long Acting Insulin,Tresiba,Non-Preferred
Antidiabetics: Long Acting Insulin,Xultophy,Non-Preferred
Antidiabetics: Insulin Mixtures,Humalog mix,Preferred
Antidiabetics: Insulin Mixtures,Humulin 70/30,Preferred
Antidiabetics: Insulin Mixtures,insulin aspart protamine/aspart,Preferred
Antidiabetics: Insulin Mixtures,Novolog 70/30,Preferred
Antidiabetics: Insulin Mixtures,Novolin 70/30,Non-Preferred
Antidiabetics: Insulin Mixtures,insulin lispro protamine/lispro,Non-Preferred
Antidiabetics: Sulfonylurea Combinations,glyburide/metformin,Preferred
Antidiabetics: Sulfonylurea Combinations,Duetact,Non-Preferred
Antidiabetics: Sulfonylurea Combinations,glipizide/metformin,Non-Preferred
Antidiabetics: Sulfonylurea Combinations,pioglitazone/glimepiride,Non-Preferred
Antidiabetics: GLP-1 Agonists,Trulicity,Preferred
Antidiabetics: GLP-1 Agonists,Victoza,Preferred
Antidiabetics: GLP-1 Agonists,Bydureon BCise,Non-Preferred
Antidiabetics: GLP-1 Agonists,Byetta,Non-Preferred
Antidiabetics: GLP-1 Agonists,exenatide inj,Non-Preferred
Antidiabetics: GLP-1 Agonists,liraglutide,Non-Preferred
Antidiabetics: GLP-1 Agonists,Mounjaro,Non-Preferred
Antidiabetics: GLP-1 Agonists,Ozempic,Non-Preferred
Antidiabetics: GLP-1 Agonists,Rybelsus,Non-Preferred
Antidiabetics: GLP-1 Agonists,Soliqua,Non-Preferred
Antidiabetics: GLP-1 Agonists,Xultophy,Non-Preferred
Antidiabetics: DPP- 4 Inhibitors,Januvia,Preferred
Antidiabetics: DPP- 4 Inhibitors,Tradjenta,Preferred
Antidiabetics: DPP- 4 Inhibitors,alogliptin,Non-Preferred
Antidiabetics: DPP- 4 Inhibitors,Nesina,Non-Preferred
Antidiabetics: DPP- 4 Inhibitors,saxagliptin,Non-Preferred
Antidiabetics: DPP- 4 Inhibitors,sitagliptin,Non-Preferred
Antidiabetics: DPP- 4 Inhibitors,Zituvio,Non-Preferred
Antidiabetics: DPP- 4 Inhibitor Combinations,"Janumet, XR",Preferred
Antidiabetics: DPP- 4 Inhibitor Combinations,"Jentadueto, XR",Preferred
Antidiabetics: DPP- 4 Inhibitor Combinations,Kombiglyze XR,Preferred
Antidiabetics: DPP- 4 Inhibitor Combinations,alogliptin/pioglitazone,Non-Preferred
Antidiabetics: DPP- 4 Inhibitor Combinations,alogliptin/metformin,Non-Preferred
Antidiabetics: DPP- 4 Inhibitor Combinations,Glyxambi,Non-Preferred
Antidiabetics: DPP- 4 Inhibitor Combinations,Kazano,Non-Preferred
Antidiabetics: DPP- 4 Inhibitor Combinations,Oseni,Non-Preferred
Antidiabetics: DPP- 4 Inhibitor Combinations,Qtern,Non-Preferred
Antidiabetics: DPP- 4 Inhibitor Combinations,saxagliptin/metformin,Non-Preferred
Antidiabetics: DPP- 4 Inhibitor Combinations,sitagliptin/metformin,Non-Preferred
Antidiabetics: DPP- 4 Inhibitor Combinations,Steglujan,Non-Preferred
Antidiabetics: DPP- 4 Inhibitor Combinations,Trijardy XR,Non-Preferred
Antidiabetics: SGLT-2 Inhibitors,Farxiga,Preferred
Antidiabetics: SGLT-2 Inhibitors,Jardiance,Preferred
Antidiabetics: SGLT-2 Inhibitors,dapagliflozin,Non-Preferred
Antidiabetics: SGLT-2 Inhibitors,Inpefa,Non-Preferred
Antidiabetics: SGLT-2 Inhibitors,Invokana,Non-Preferred
Antidiabetics: SGLT-2 Inhibitors,Steglatro,Non-Preferred
Antidiabetics: SGLT-2 Inhibitor Combinations,"Synjardy, XR",Preferred
Antidiabetics: SGLT-2 Inhibitor Combinations,Xigduo XR,Preferred
Antidiabetics: SGLT-2 Inhibitor Combinations,dapagliflozin/metformin,Non-Preferred
Antidiabetics: SGLT-2 Inhibitor Combinations,Glyxambi,Non-Preferred
Antidiabetics: SGLT-2 Inhibitor Combinations,Invokamet,Non-Preferred
Antidiabetics: SGLT-2 Inhibitor Combinations,Invokamet XR,Non-Preferred
Antidiabetics: SGLT-2 Inhibitor Combinations,Qtern,Non-Preferred
Antidiabetics: SGLT-2 Inhibitor Combinations,Segluromet,Non-Preferred
Antidiabetics: SGLT-2 Inhibitor Combinations,Steglujan,Non-Preferred
Antidiabetics: SGLT-2 Inhibitor Combinations,Trijardy XR,Non-Preferred
Antidiabetics: SGLT-2 Inhibitor Combinations,Zituvimet,Non-Preferred
Antidiabetics: Glucagon Products,Baqsimi,Preferred
Antidiabetics: Glucagon Products,glucagon,Preferred
Antidiabetics: Glucagon Products,Zegalogue,Preferred
Antidiabetics: Glucagon Products,Gvoke,Non-Preferred
Antifungals: Oral,clotrimazole lozenge,Preferred
Antifungals: Oral,fluconazole,Preferred
Antifungals: Oral,griseofulvin suspension,Preferred
Antifungals: Oral,itraconazole 100mg capsule,Preferred
Antifungals: Oral,ketoconazole tablet,Preferred
Antifungals: Oral,nystatin,Preferred
Antifungals: Oral,terbinafine,Preferred
Antifungals: Oral,voriconazole,Preferred
Antifungals: Oral,Ancobon,Non-Preferred
Antifungals: Oral,Brexafemme,Non-Preferred
Antifungals: Oral,Cresemba,Non-Preferred
Antifungals: Oral,Diflucan,Non-Preferred
Antifungals: Oral,flucytosine,Non-Preferred
Antifungals: Oral,Fulvicin P/G 165,Non-Preferred
Antifungals: Oral,griseofulvin tablet,Non-Preferred
Antifungals: Oral,itraconazole solution,Non-Preferred
Antifungals: Oral,Noxafil,Non-Preferred
Antifungals: Oral,posaconazole,Non-Preferred
Antifungals: Oral,Sporanox,Non-Preferred
Antifungals: Oral,Tolsura,Non-Preferred
Antifungals: Oral,Vfend,Non-Preferred
Antihemophilia: Factor VIII,Adynovate,Preferred
Antihemophilia: Factor VIII,Hemofil M,Preferred
Antihemophilia: Factor VIII,Jivi,Preferred
Antihemophilia: Factor VIII,Kovaltry,Preferred
Antihemophilia: Factor VIII,Novoeight,Preferred
Antihemophilia: Factor VIII,Xyntha,Preferred
Antihemophilia: Factor VIII,Advate,Non-Preferred
Antihemophilia: Factor VIII,Afstyla,Non-Preferred
Antihemophilia: Factor VIII,Altuviiio,Non-Preferred
Antihemophilia: Factor VIII,Eloctate,Non-Preferred
Antihemophilia: Factor VIII,Esperoct,Non-Preferred
Antihemophilia: Factor VIII,"Koate, DVI",Non-Preferred
Antihemophilia: Factor VIII,Nuwiq,Non-Preferred
Antihemophilia: Factor VIII,Obizur,Non-Preferred
Antihemophilia: Factor VIII,Recombinate,Non-Preferred
Antihemophilia: Factor VIII/von Willebrand Factor,Alphanate,Preferred
Antihemophilia: Factor VIII/von Willebrand Factor,Humate P,Preferred
Antihemophilia: Factor VIII/von Willebrand Factor,Wilate,Preferred
Antihemophilia: Factor VIII/von Willebrand Factor,Vonvendi,Non-Preferred
Antihemophilia: Factor IX,Alphanine,Preferred
Antihemophilia: Factor IX,Alprolix,Preferred
Antihemophilia: Factor IX,Benefix,Preferred
Antihemophilia: Factor IX,Feiba,Preferred
Antihemophilia: Factor IX,Profilnine,Preferred
Antihemophilia: Factor IX,Rixubis,Preferred
Antihemophilia: Factor IX,Idelvion,Non-Preferred
Antihemophilia: Factor IX,Ixinity,Non-Preferred
Antihemophilia: Factor IX,Rebinyn,Non-Preferred
Antihistamines: 1st Generation,cyproheptadine,Preferred
Antihistamines: 1st Generation,diphenhydramine,Preferred
Antihistamines: 1st Generation,hydroxyzine hydrochloride,Preferred
Antihistamines: 1st Generation,hydroxyzine pamoate,Preferred
Antihistamines: 1st Generation,carbinoxamine,Non-Preferred
Antihistamines: 1st Generation,clemastine,Non-Preferred
Antihistamines: 1st Generation,Karbinal suspension,Non-Preferred
Antihistamines: 1st Generation,Ryclora,Non-Preferred
Antihistamines: 1st Generation,Ryvent,Non-Preferred
Antihistamines: 1st Generation,Vistaril,Non-Preferred
Antihistamines: 2nd Generation,cetirizine solution,Preferred
Antihistamines: 2nd Generation,levocetirizine tablet,Preferred
Antihistamines: 2nd Generation,Clarinex,Non-Preferred
Antihistamines: 2nd Generation,desloratadine,Non-Preferred
Antihistamines: 2nd Generation,levocetirizine solution,Non-Preferred
Anti-infectives (NOS): Amebicide & Antiprotozoal Agents,atovaquone,Preferred
Anti-infectives (NOS): Amebicide & Antiprotozoal Agents,"metronidazole 250, 500 tab",Preferred
Anti-infectives (NOS): Amebicide & Antiprotozoal Agents,tinidazole,Preferred
Anti-infectives (NOS): Amebicide & Antiprotozoal Agents,Flagyl,Non-Preferred
Anti-infectives (NOS): Amebicide & Antiprotozoal Agents,Lampit,Non-Preferred
Anti-infectives (NOS): Amebicide & Antiprotozoal Agents,Mepron,Non-Preferred
Anti-infectives (NOS): Amebicide & Antiprotozoal Agents,metronidazole 125 mg tab,Non-Preferred
Anti-infectives (NOS): Amebicide & Antiprotozoal Agents,Nebupent,Non-Preferred
Anti-infectives (NOS): Amebicide & Antiprotozoal Agents,nitazoxanide,Non-Preferred
Anti-infectives (NOS): Amebicide & Antiprotozoal Agents,paromomycin,Non-Preferred
Anti-infectives (NOS): Amebicide & Antiprotozoal Agents,Pentam,Non-Preferred
Anti-infectives (NOS): Amebicide & Antiprotozoal Agents,pentamidine,Non-Preferred
Anti-infectives (NOS): Amebicide & Antiprotozoal Agents,Solosec,Non-Preferred
Anti-infectives (NOS): Antimalarials,hydroxychloroquine,Preferred
Anti-infectives (NOS): Antimalarials,primaquine,Preferred
Anti-infectives (NOS): Antimalarials,Arakoda,Non-Preferred
Anti-infectives (NOS): Antimalarials,Artesunate,Non-Preferred
Anti-infectives (NOS): Antimalarials,atovaquone/proguanil,Non-Preferred
Anti-infectives (NOS): Antimalarials,chloroquine,Non-Preferred
Anti-infectives (NOS): Antimalarials,Coartem,Non-Preferred
Anti-infectives (NOS): Antimalarials,Daraprim,Non-Preferred
Anti-infectives (NOS): Antimalarials,Krintafel,Non-Preferred
Anti-infectives (NOS): Antimalarials,Malarone,Non-Preferred
Anti-infectives (NOS): Antimalarials,mefloquine,Non-Preferred
Anti-infectives (NOS): Antimalarials,pyrimethamine,Non-Preferred
Anti-infectives (NOS): Antimalarials,Qualaquin,Non-Preferred
Anti-infectives (NOS): Antimalarials,quinine,Non-Preferred
Anti-infectives (NOS): Vaginal,clindamycin vaginal cream,Preferred
Anti-infectives (NOS): Vaginal,metronidazole vaginal,Preferred
Anti-infectives (NOS): Vaginal,Vandazole,Preferred
Anti-infectives (NOS): Vaginal,Cleocin,Non-Preferred
Anti-infectives (NOS): Vaginal,Clindesse,Non-Preferred
Anti-infectives (NOS): Vaginal,Gynazole-1,Non-Preferred
Anti-infectives (NOS): Vaginal,Nuvessa,Non-Preferred
Anti-infectives (NOS): Vaginal,terconazole,Non-Preferred
Anti-infectives (NOS): Vaginal,Xaciato,Non-Preferred
Antivirals: Anti-Influenza - Oral,oseltamivir,Preferred
Antivirals: Anti-Influenza - Oral,Relenza,Non-Preferred
Antivirals: Anti-Influenza - Oral,ribavirin (inhaled),Non-Preferred
Antivirals: Anti-Influenza - Oral,rimantadine,Non-Preferred
Antivirals: Anti-Influenza - Oral,Tamiflu,Non-Preferred
Antivirals: Anti-Influenza - Oral,Virazole,Non-Preferred
Antivirals: Anti-Influenza - Oral,Xofluza,Non-Preferred
"Antivirals: Antiretrovirals - Entry, Fusion Inhibitors",maraviroc,Preferred
"Antivirals: Antiretrovirals - Entry, Fusion Inhibitors","Selzentry 25mg, 75mg tablet",Preferred
"Antivirals: Antiretrovirals - Entry, Fusion Inhibitors",Selzentry solution,Preferred
"Antivirals: Antiretrovirals - Entry, Fusion Inhibitors",Fuzeon,Non-Preferred
"Antivirals: Antiretrovirals - Entry, Fusion Inhibitors",Rukobia,Non-Preferred
"Antivirals: Antiretrovirals - Entry, Fusion Inhibitors","Selzentry 150mg, 300mg tablet",Non-Preferred
"Antivirals: Antiretrovirals - Entry, Fusion Inhibitors",Trogarzo,Non-Preferred
Antivirals: Antiretrovirals - Integrase Inhibitors,Isentress,Preferred
Antivirals: Antiretrovirals - Integrase Inhibitors,Tivicay,Preferred
Antivirals: Antiretrovirals - Non-Nucleoside Reverse Transcriptase Inhibitors (NNRTIs),efavirenz,Preferred
Antivirals: Antiretrovirals - Non-Nucleoside Reverse Transcriptase Inhibitors (NNRTIs),Intelence,Preferred
Antivirals: Antiretrovirals - Non-Nucleoside Reverse Transcriptase Inhibitors (NNRTIs),nevirapine,Preferred
